,ID3ROG3,Latitude,Longitude
5169,19001GV,8.9986,-10.36947
5170,16119GV,10.03935,-11.75831
5171,16038GV,9.363454374,-12.7542621
5172,16121GV,7.52438,-8.81094
5173,16120GV,9.07861,-13.28891
5174,13511GV,10.38618286,-9.298171405
5175,12789GV,8.91346,-8.46683
5176,19216GV,10.12215,-10.51942
5177,16122GV,8.69267,-9.22658
5178,16123GV,9.525918,-13.684793
5179,13719GV,10.68222,-14.38504
5180,13930GV,11.11216,-14.79481
5181,14996GV,9.5822,-13.644582
5182,15141GV,9.07861,-13.28891
5183,15333GV,9.16366968,-13.02159819
5184,15545GV,8.20383,-9.23439
5185,15846GV,12.45478,-13.26885
5186,15884GV,10.36982337,-9.299027346
5187,15967GV,10.31358,-11.05574
5188,20592GV,8.560429,-9.445476
5189,15152PU,11.86098198,-15.5957206
5190,10550PU,12.60347,-13.76009
5191,10579PU,12.31277,-16.05858
5192,11819PU,12.19083,-15.974958
5193,16118PU,11.82031,-15.32209
5194,20067PU,12.401541,-15.798016
5195,20066PU,12.293442,-15.808182
5196,20065PU,11.746915,-15.016829
5197,10617PU,11.877402,-15.621233
5198,10711PU,12.406,-14.312
5199,10824PU,11.50166,-15.18201
5200,10838PU,11.09666,-16.15146
5201,11069PU,11.07416926,-15.91791053
5202,11436PU,11.07081822,-15.92290353
5203,19007PU,11.86548565,-15.62374836
5204,11234PU,11.896237,-15.572561
5205,11769PU,11.73695,-14.27613
5206,15622PU,11.947,-14.62
5207,12311PU,12.28801825,-14.23777974
5208,10747PU,12.35234,-16.23023
5209,11194PU,12.27662,-16.46967
5210,11568PU,12.265,-14.81
5211,12555PU,12.41733,-15.94127
5212,12731PU,12.43226,-16.04952
5213,13491PU,12.53712,-15.10772
5214,13493PU,12.26025,-15.74561
5215,13510PU,12.575197,-13.784789
5216,13515PU,11.66471,-15.38079
5217,12851PU,12.29139,-15.1738
5218,13930PU,11.1737,-15.08572
5219,14307PU,11.87813,-15.83889
5220,14449PU,11.91225,-15.63387
5221,14996PU,12.26626,-15.32874
5222,15141PU,12.62028,-14.18576
5223,15414PU,12.66937547,-14.4271618
5224,10219GY,5.98438,-60.41842
5225,15741GY,6.570100779,-58.3214924
5226,11540GY,6.569752549,-58.3145118
5227,10409GY,5.91822,-57.71526
5228,13297GY,6.005079379,-57.20981487
5229,11140GY,6.795932849,-58.16085293
5230,11099GY,7.44003,-60.41597
5231,19007GY,6.74831,-58.155272
5232,14771GY,6.804300128,-58.14840397
5233,12013GY,6.783842344,-58.14000224
5234,19771GY,6.59108,-58.01247
5235,12057GY,6.805880301,-58.13741711
5236,12054GY,6.804071471,-58.18759756
5237,13192GY,3.78267,-59.41856
5238,14334GY,4.8563,-59.52631
5239,14356GY,5.58814,-60.92781
5240,14449GY,6.786480645,-58.15882509
5241,15727GY,6.244925163,-57.51228549
5242,15828GY,1.73856,-58.61286
5243,15861GY,2.54714,-59.13873
5244,15863GY,7.90626,-59.30875
5245,15741HA,18.58014,-72.25133
5246,10375HA,18.539208,-72.328789
5247,19007HA,18.57151466,-72.3290444
5248,11600HA,18.52159876,-72.28182163
5249,11234HA,18.6413948,-72.29380693
5250,12035HA,19.2611,-72.2398
5251,12118HO,14.08731906,-87.06765707
5252,15741HO,14.093265,-87.212615
5253,11540HO,14.08485424,-87.07053809
5254,14276HO,15.55045348,-87.99844074
5255,10429HO,14.085284,-87.192593
5256,10891HO,15.82836,-86.21104
5257,11140HO,16.39173,-86.42441
5258,11371HO,14.08664001,-87.06465821
5259,11372HO,14.83711,-89.12916
5260,19007HO,14.622,-87.224
5261,12057HO,14.10428489,-87.1707185
5262,12121HO,14.08375998,-87.06909123
5263,12119HO,14.08669822,-87.06804459
5264,12120HO,16.3705888,-86.47123187
5265,12316HO,14.088703,-87.192146
5266,13034HO,14.31536999,-88.1667295
5267,13739HO,15.70946,-84.2953
5268,13391HO,14.08963528,-87.06646546
5269,14349HO,15.87125265,-85.8064353
5270,13390HO,15.04884119,-84.87647568
5271,15544HO,14.66775,-87.04673
5272,18274HO,14.105818,-87.220041
5273,15741HU,47.504054,19.050475
5274,19204HU,47.511695,19.127356
5275,10429HU,47.477562,19.010478
5276,10491HU,47.5,19.07
5277,10953HU,47.50535,19.079356
5278,11140HU,47.496969,19.077852
5279,10998HU,47.533678,19.115898
5280,19206HU,47.48354133,19.09101857
5281,11437HU,46.149,17.827
5282,19007HU,47.122,19.264
5283,11234HU,46.67,21.06
5284,11871HU,46.43136,18.07097
5285,11942HU,47.474899,19.086606
5286,12155HU,47.52374157,19.11710909
5287,12273HU,47.47,19.04
5288,12349HU,47.49540268,19.06169463
5289,13186HU,47.487432,19.072076
5290,14431HU,47.527342,19.065127
5291,12156HU,46.12647458,19.51568543
5292,14571HU,47.098,21.492
5293,14598HU,47.485551,19.084681
5294,14601HU,46.12763712,19.51884926
5295,14864HU,46.07912308,18.24591392
5296,14962HU,48.49192,21.19007
5297,14964HU,46.55229,16.58016
5298,18274HU,47.49011,19.039888
5299,15696HU,47.520529,19.060751
5300,12700HU,47.545452,19.127697
5301,15741IC,64.14006948,-21.91918522
5302,11140IC,64.109353,-21.872404
5303,11496IC,64.1072,-21.879356
5304,19007IC,64.17306,-20.27305
5305,15175IC,64.126854,-21.883394
5306,11871IC,64.121152,-21.868633
5307,12174IC,65.08882,-18.77165
5308,13007IC,64.133738,-21.876177
5309,13077IC,64.135318,-21.91579
5310,14431IC,64.108786,-21.898634
5311,19211IC,64.120028,-21.820935
5312,15460IC,64.141237,-21.905453
5313,16152IN,25.05131172,84.22023723
5314,21369IN,26.79401618,93.38774343
5315,16158IN,31.82798138,76.12323516
5316,18386IN,28.20184691,95.8279364
5317,16162IN,17.3588049,82.31087697
5318,21610IN,16.88798,81.39543
5319,16164IN,12.25087843,79.6162605
5320,21600IN,12.68481,79.94451
5321,16165IN,28.79538969,94.93685867
5322,16166IN,12.64999269,76.66210297
5323,21589IN,14.04486,75.24909
5324,16167IN,27.97441279,94.94091152
5325,16168IN,29.04566166,96.1278609
5326,16169IN,28.62712318,95.78077828
5327,17939IN,28.76840769,94.60380876
5328,16171IN,12.10840612,76.2345031
5329,21311IN,12.69015146,79.98426888
5330,21312IN,10.88450064,78.59326363
5331,21313IN,10.88191751,78.56820831
5332,16172IN,10.85510103,78.977985
5333,16174IN,23.4925233,83.35814383
5334,16175IN,26.60862346,82.06333678
5335,16176IN,19.7595549,84.82748865
5336,19163IN,15.01210621,74.8342039
5337,16178IN,26.66043641,79.13546097
5338,16180IN,19.61662553,73.48501208
5339,16182IN,23.19899074,87.76022057
5340,16184IN,28.83035932,79.66381356
5341,16186IN,28.36460732,78.69854094
5342,19477IN,28.32409064,79.93469751
5343,16189IN,27.90685767,95.67200381
5344,16190IN,24.81080202,94.43045298
5345,16191IN,26.20373451,93.68543119
5346,16192IN,9.102168432,77.34054082
5347,21617IN,8.61715,77.00727
5348,16193IN,13.02182008,75.84954784
5349,16194IN,22.85139007,76.38080955
5350,16195IN,27.83279027,92.93115946
5351,17333IN,11.99724573,76.41381878
5352,16200IN,8.881434946,77.37017273
5353,16201IN,19.67288104,85.02828531
5354,16206IN,26.288614,86.440206
5355,16207IN,11.08579178,77.16602238
5356,21084IN,10.85129708,77.11647395
5357,21085IN,10.85021382,77.11463271
5358,16208IN,10.75128169,79.48090769
5359,21618IN,10.06208,76.46979
5360,16197IN,12.9331099,76.01464466
5361,16211IN,24.469707,94.066688
5362,16215IN,19.91671431,77.90433836
5363,16217IN,12.88527123,75.52206912
5364,16219IN,26.14197479,93.93513207
5365,16238IN,23.44662535,86.64280687
5366,10327IN,12.97546262,77.59640452
5367,16221IN,29.67262187,78.91067316
5368,16214IN,11.08076176,78.67218749
5369,16223IN,26.79483968,95.05254889
5370,16226IN,27.80760812,81.13295974
5371,10375IN,13.4536381,75.08641398
5372,16951IN,30.75863356,77.09337857
5373,16228IN,29.071116,80.095273
5374,18158IN,31.9564332,75.13939806
5375,16237IN,18.76096053,83.75474757
5376,16229IN,27.50433903,80.18527098
5377,16230IN,11.56269042,76.20466141
5378,16231IN,8.9030808,76.99748671
5379,21620IN,8.61715,77.00727
5380,16227IN,12.82136337,77.09678235
5381,16233IN,17.54462352,82.23152703
5382,16250IN,9.65086908,76.6730928
5383,16235IN,33.9121,76.54067
5384,17559IN,26.56797883,93.47767635
5385,10429IN,22.80491062,88.90782048
5386,16239IN,29.25953847,76.40288149
5387,16240IN,33.335265,74.333111
5388,16241IN,32.04630312,74.93299604
5389,16242IN,11.96203766,78.41818094
5390,16243IN,19.80010254,84.78509436
5391,16245IN,13.420693,80.311928
5392,16251IN,19.95759783,84.95417108
5393,16254IN,25.47311301,92.199662
5394,10461IN,26.46327833,93.1108476
5395,18769IN,26.78439825,93.29463581
5396,16257IN,21.83482,83.9806404
5397,16258IN,22.93915731,72.52757517
5398,16260IN,26.30173523,83.06439649
5399,16262IN,22.94856528,82.27829358
5400,16264IN,30.93023454,76.79297587
5401,16267IN,9.10357969,77.38374633
5402,16266IN,20.01473936,84.84028283
5403,16270IN,21.44552563,71.53097071
5404,16271IN,22.87624899,76.08532971
5405,16272IN,11.50051903,76.83443474
5406,16275IN,26.89221447,88.7392709
5407,16332IN,26.8118814,83.6868687
5408,16333IN,29.3180259,79.01796182
5409,21086IN,21.24397803,73.34267484
5410,21087IN,19.15612836,72.89823182
5411,21088IN,17.27768867,73.46859813
5412,16273IN,32.59975279,76.73760545
5413,17476IN,27.3707645,81.91973122
5414,16274IN,28.07189606,80.08024361
5415,16278IN,27.44590219,75.85004379
5416,16279IN,32.85844853,76.18082311
5417,16286IN,18.28946399,82.83723294
5418,18327IN,23.32316237,72.62463824
5419,16281IN,23.33887059,88.70949306
5420,18196IN,26.45469769,75.25293372
5421,16282IN,19.16983487,83.34340871
5422,16283IN,28.86922294,79.2008217
5423,16284IN,27.43084729,82.50805343
5424,16287IN,21.01722998,86.22415488
5425,10564IN,23.8939881,88.49727856
5426,16288IN,25.25673263,80.16988954
5427,16289IN,27.371435,83.45898
5428,20279IN,28.45044,80.607575
5429,16292IN,20.39390767,78.3449302
5430,16295IN,22.80605654,88.56847168
5431,16296IN,23.65136917,82.08589443
5432,16294IN,13.34043386,75.78741396
5433,16297IN,22.63643512,87.85857018
5434,17478IN,30.89911045,78.29337037
5435,16298IN,26.94838772,76.23833342
5436,16299IN,24.78699541,82.23892906
5437,16300IN,20.05014619,73.48686569
5438,16475IN,22.49355904,73.59036974
5439,16301IN,29.75789946,73.9661853
5440,16302IN,30.54772165,78.90313345
5441,16303IN,23.56336084,88.11687946
5442,21586IN,25.50467,75.82079
5443,16304IN,19.90491886,84.80312723
5444,16305IN,34.29309215,75.19617217
5445,16306IN,12.59247416,75.18041935
5446,16307IN,12.50872913,75.9478015
5447,16308IN,28.08543117,77.92995668
5448,17480IN,26.7889005,80.78000261
5449,16309IN,27.7925499,75.67225996
5450,16533IN,18.90398968,73.88074033
5451,16312IN,13.26704797,78.07955012
5452,21089IN,17.06635009,79.29449421
5453,21090IN,19.64427617,84.68095932
5454,21091IN,12.95688167,77.59960155
5455,21092IN,13.51331021,76.95340776
5456,21093IN,19.63906825,84.71108348
5457,21094IN,17.43413782,78.49033815
5458,11684IN,29.78678476,78.06505944
5459,20208IN,22.51078845,73.92222004
5460,16313IN,34.21448739,78.81412389
5461,16357IN,22.84037467,75.90253727
5462,19009IN,16.37963556,74.85830628
5463,16487IN,29.13392439,80.01756411
5464,16488IN,30.21552145,78.40414124
5465,16390IN,27.04488196,93.21281385
5466,16391IN,28.33262213,93.66634705
5467,19688IN,27.54290576,75.81478422
5468,19689IN,26.83172282,82.12454472
5469,19690IN,25.55427642,80.57397309
5470,19691IN,22.4448851,87.62090039
5471,19692IN,28.52491373,78.2529058
5472,20339IN,26.36689598,83.59474936
5473,19693IN,25.62291221,86.65820495
5474,21671IN,19.59104,73.1679
5475,19694IN,27.22956296,72.77869421
5476,20019IN,26.44482934,91.57348064
5477,20831IN,19.378677,75.634129
5478,20341IN,28.50060074,78.18428121
5479,19695IN,10.21223366,78.36774165
5480,19696IN,27.36799834,80.77025191
5481,21673IN,23.6409,72.48784
5482,19697IN,26.62228758,79.60183315
5483,19698IN,22.65530244,88.48470782
5484,21674IN,29.05114,77.78791
5485,20342IN,27.50291051,78.31212603
5486,19699IN,19.60907593,73.39645772
5487,20343IN,28.45115243,80.74289194
5488,21675IN,14.41804,79.7341
5489,19700IN,29.2257906,77.65512269
5490,21677IN,18.62188,84.06527
5491,19701IN,24.81401623,81.76257759
5492,19702IN,25.83238928,82.35222059
5493,19703IN,27.47083986,82.56509244
5494,19704IN,27.12138011,76.02237269
5495,19705IN,26.418292,89.476512
5496,19706IN,22.39749108,74.08890806
5497,19707IN,15.57227855,78.53653282
5498,21678IN,28.09479,78.93507
5499,19708IN,22.4039607,74.02531548
5500,19711IN,28.43289615,76.09973092
5501,19712IN,29.58545347,74.06901812
5502,19713IN,27.2320884,73.28828579
5503,19714IN,18.43932889,80.18270555
5504,21679IN,27.02482,78.08
5505,21680IN,21.65899,71.82974
5506,19715IN,22.77742573,72.76012268
5507,19716IN,23.85273512,73.0071938
5508,19717IN,19.46240391,73.05457142
5509,19718IN,16.54005246,74.64832086
5510,21470IN,17.11015337,74.88479962
5511,19719IN,19.51461845,73.21678903
5512,19720IN,27.43006267,81.19228266
5513,19721IN,26.33881612,84.42090006
5514,20344IN,19.27000624,73.08055373
5515,19722IN,27.10403112,75.88607417
5516,21682IN,25.48071,86.16562
5517,19723IN,23.30801674,72.71711854
5518,19724IN,23.10023262,88.47749262
5519,19725IN,16.30734707,80.29635578
5520,19726IN,26.74657959,80.31258175
5521,19727IN,27.674673,81.918768
5522,16318IN,28.43320241,74.2997791
5523,16473IN,13.85354702,78.16672474
5524,16315IN,18.11178417,80.39510052
5525,17482IN,28.83949722,79.8194293
5526,21622IN,30.66947,76.9773
5527,21095IN,17.94521862,79.85247256
5528,21096IN,28.09452425,80.67892173
5529,21098IN,20.09546141,78.1851562
5530,21099IN,21.83127321,75.06669608
5531,19066IN,20.17384714,83.53716181
5532,16320IN,26.54675664,82.03921642
5533,16322IN,32.83275396,76.67198093
5534,16323IN,24.83728132,85.56428824
5535,17483IN,28.77764042,79.25244535
5536,16324IN,15.04105976,75.11612
5537,16325IN,26.5266469,87.06729034
5538,16326IN,29.58418792,74.7600983
5539,16327IN,26.86654762,78.84661803
5540,18770IN,25.43827899,78.38956003
5541,16269IN,23.37159782,79.3509424
5542,16328IN,21.42520987,74.89626904
5543,16329IN,26.85599578,84.94522704
5544,19275IN,25.61028714,76.28360052
5545,16330IN,27.77914168,77.88082202
5546,16331IN,23.9398639,75.74590823
5547,16334IN,26.35823005,85.29190478
5548,16523IN,22.45074533,73.36119692
5549,16335IN,19.81141544,84.95855913
5550,16337IN,24.83812793,93.06840267
5551,16382IN,24.01895783,92.00691863
5552,16338IN,21.34504218,73.8153586
5553,16339IN,33.313741,75.07641687
5554,17485IN,32.91346385,75.11911328
5555,16528IN,33.55854443,74.45342448
5556,18059IN,33.72934332,74.92174719
5557,16340IN,25.51037408,79.7878267
5558,21100IN,21.90478631,77.89275052
5559,21101IN,21.40016086,71.2441829
5560,16529IN,20.22618548,85.00734666
5561,16530IN,13.31702723,75.34863104
5562,16341IN,22.39161498,86.3514647
5563,16342IN,33.15825293,75.25232214
5564,17486IN,34.252417,74.384946
5565,10736IN,21.55868897,73.34615812
5566,16343IN,20.9471472,85.8189904
5567,16344IN,22.59988329,73.89562153
5568,16345IN,19.19872423,84.64250795
5569,16358IN,23.09759326,72.51892972
5570,16346IN,30.72558419,75.03788724
5571,16348IN,30.61509208,74.64877825
5572,16350IN,24.20639692,70.34079977
5573,16351IN,10.89148857,77.46714551
5574,17487IN,33.69271627,76.43132746
5575,18054IN,30.39481361,76.9578738
5576,19193IN,34.06676115,78.48525356
5577,16365IN,16.4333029,75.25466388
5578,21102IN,15.11958435,76.57720156
5579,21103IN,15.11870393,76.5636001
5580,21104IN,15.12196139,76.56891803
5581,17488IN,15.87275871,75.91288045
5582,21105IN,15.12136808,76.54777287
5583,21106IN,15.12047268,76.56801351
5584,19192IN,32.33372604,75.82950015
5585,16367IN,23.53858203,85.76629793
5586,17489IN,24.36402697,87.94169391
5587,16369IN,26.171429,87.059728
5588,16370IN,22.808477,88.926673
5589,16371IN,22.31933092,73.77426766
5590,16372IN,19.47328851,85.07396477
5591,16375IN,11.57786414,77.48144972
5592,16376IN,22.05598667,80.85670557
5593,21107IN,11.32586293,77.48704562
5594,21108IN,16.09936519,74.89448675
5595,21532IN,24.78369,84.39
5596,21110IN,23.49291844,77.45007164
5597,21109IN,25.45271009,85.25302094
5598,21112IN,14.77525222,74.67349994
5599,21113IN,16.09938085,74.90521749
5600,21114IN,20.81575245,78.58112253
5601,21115IN,10.85104753,77.08893072
5602,21116IN,15.43204737,75.68397766
5603,16377IN,12.96221566,75.68255068
5604,16378IN,25.03161108,82.11437872
5605,21587IN,26.23141,81.23143
5606,16384IN,20.11134706,86.02704999
5607,16385IN,25.50895044,88.18984114
5608,16396IN,28.8095609,76.19869443
5609,17002IN,29.18532262,77.16953031
5610,18055IN,31.73840315,75.16198444
5611,16398IN,19.37348485,83.08531924
5612,16397IN,22.944952,69.945003
5613,16401IN,22.36401949,82.41993328
5614,16402IN,24.17719269,86.77828956
5615,16480IN,24.27693557,87.93990572
5616,16403IN,17.75315326,76.11640253
5617,16422IN,26.68593736,75.27300556
5618,16423IN,27.51662743,82.45439293
5619,16404IN,20.66036652,85.76271823
5620,21316IN,22.84968238,75.81594988
5621,16525IN,16.44222316,74.22010372
5622,16427IN,29.28677807,78.92523303
5623,16485IN,26.5818258,79.19350869
5624,16405IN,25.90551953,84.44147593
5625,21602IN,8.30517,77.34858
5626,16444IN,8.635388792,77.80416692
5627,16412IN,27.31068732,80.38671712
5628,16413IN,28.81744016,78.20538925
5629,16439IN,23.99010886,75.35414608
5630,16352IN,23.89579089,80.24451131
5631,16440IN,22.66364534,87.91772497
5632,16406IN,27.49558569,74.75192254
5633,16443IN,21.83413357,87.42250011
5634,16442IN,28.95520083,79.88615978
5635,16441IN,28.93390962,76.03955432
5636,17492IN,21.62692382,71.36748349
5637,18057IN,31.28333572,77.21915577
5638,16445IN,19.50625538,82.61580898
5639,16410IN,16.43151648,74.28888945
5640,21009IN,20.912039,74.774308
5641,21010IN,21.817734,75.614122
5642,21011IN,21.720266,73.017984
5643,21012IN,22.317176,73.240601
5644,21013IN,21.283043,73.604685
5645,21014IN,24.346981,71.763262
5646,21015IN,23.540091,74.43368
5647,21016IN,22.595517,75.298512
5648,21017IN,21.743764,74.125751
5649,16484IN,23.59153141,74.57486834
5650,21018IN,21.827788,75.610361
5651,21019IN,21.739168,74.123983
5652,21020IN,24.354302,71.77062
5653,21021IN,21.014023,75.576971
5654,16414IN,22.83469672,73.322226
5655,21022IN,21.694425,72.979149
5656,16415IN,23.91089366,91.59084671
5657,16462IN,32.87512776,75.68838691
5658,16418IN,28.08679472,78.22720789
5659,16428IN,24.65905131,85.73924066
5660,16429IN,27.13006407,83.87306287
5661,17491IN,29.06163702,80.11064138
5662,21117IN,26.89024821,83.94309022
5663,20680IN,26.39802,86.219
5664,21118IN,26.67047275,82.03874377
5665,21119IN,26.89074787,83.93325409
5666,21684IN,24.40661,83.04081
5667,21120IN,22.99022545,79.19159694
5668,21121IN,26.88710448,83.93916666
5669,16431IN,32.33986701,76.47335563
5670,16500IN,29.1594876,79.51599797
5671,16449IN,27.23862617,88.72414468
5672,16450IN,27.30388085,88.7738597
5673,16451IN,27.51571291,95.39332665
5674,16435IN,19.31603802,82.82008836
5675,16436IN,22.19235554,78.23128577
5676,16424IN,25.59961659,84.14811862
5677,16426IN,23.45885467,88.52828727
5678,21122IN,23.96799918,85.47992137
5679,16452IN,24.98760843,85.03848443
5680,16419IN,21.04480815,83.73096947
5681,16420IN,19.57393118,82.54585868
5682,16447IN,21.9793822,86.94419106
5683,16425IN,21.44106468,83.28874776
5684,16438IN,25.05971165,81.84978219
5685,16453IN,29.84214008,78.42358316
5686,16454IN,25.14133389,82.79036372
5687,19742IN,25.16281068,93.35560929
5688,16455IN,21.61340357,79.40472463
5689,16456IN,27.12833728,95.31973154
5690,16481IN,24.01207258,76.86657909
5691,16457IN,25.62589619,83.67033394
5692,16458IN,17.50740273,79.61037255
5693,16471IN,21.27883848,83.37256518
5694,16489IN,21.4313027,81.67238107
5695,16461IN,24.01361617,85.84006168
5696,16463IN,22.55940029,85.06644845
5697,16466IN,30.3009152,78.02931929
5698,16464IN,29.89202509,74.16376335
5699,20209IN,24.55041262,94.30245446
5700,16467IN,22.983741,88.795351
5701,16433IN,32.7964032,77.80159173
5702,21685IN,32.46619,77.62885
5703,16491IN,29.55699191,75.91440643
5704,16492IN,26.435248,90.316032
5705,21472IN,26.95916978,91.43656537
5706,16494IN,23.17353392,72.78843476
5707,16496IN,18.92230708,83.30392232
5708,16499IN,28.60661687,94.78310644
5709,10912IN,25.52554936,76.24437974
5710,16502IN,19.564717,85.250255
5711,16501IN,20.16257734,84.80792181
5712,16268IN,34.23907185,75.59316908
5713,16505IN,19.91135799,85.3470725
5714,16520IN,19.40616727,82.83529058
5715,16506IN,19.21412155,83.14766572
5716,16510IN,28.45944315,94.76796917
5717,16507IN,26.80618572,80.35245154
5718,20780IN,26.959904,93.909713
5719,16511IN,19.87287731,84.94751569
5720,16513IN,30.52597253,77.72045247
5721,16518IN,15.13844952,77.70632235
5722,16478IN,21.57940813,73.79783439
5723,16356IN,24.99499915,74.30411241
5724,18058IN,31.86757001,75.37928117
5725,20345IN,30.24011141,77.468153
5726,19926IN,22.58054141,87.87188693
5727,21686IN,27.59718,77.62963
5728,19927IN,19.28748409,72.93303107
5729,19928IN,21.38019247,73.93118856
5730,21473IN,10.89072887,78.65105439
5731,19929IN,21.757925,72.158051
5732,19930IN,27.13766623,76.30164513
5733,21687IN,30.22377,77.30848
5734,21688IN,26.99178,75.72809
5735,21689IN,23.42307,87.32
5736,19931IN,23.88811749,91.96621358
5737,20211IN,25.56397935,78.12011085
5738,21690IN,22.29833,87.43203
5739,19932IN,23.8378627,73.94956169
5740,19933IN,28.56305815,75.98212044
5741,19924IN,26.63886584,85.46716917
5742,20346IN,31.92851711,77.59674723
5743,20212IN,20.20628594,85.80160301
5744,19934IN,25.9016123,83.2902149
5745,21474IN,27.62678486,77.71459127
5746,19935IN,18.61859048,74.53235706
5747,20835IN,11.226138,78.523984
5748,19936IN,24.47320062,73.97004921
5749,19937IN,32.96945961,74.8417227
5750,19938IN,23.1250284,75.95780296
5751,19939IN,18.69462941,74.62765312
5752,21694IN,19.59104,73.1679
5753,16682IN,30.41583414,77.11559344
5754,21695IN,13.07225,80.2437
5755,19941IN,11.14279195,77.28347891
5756,16783IN,26.52986771,92.91169546
5757,20213IN,29.91490108,78.80130896
5758,19942IN,19.69549103,73.28282434
5759,19943IN,28.07873278,76.62619816
5760,19944IN,24.69957641,74.09399752
5761,19945IN,19.7184627,73.10763171
5762,19946IN,30.024339,80.227219
5763,19947IN,27.14422949,76.26486214
5764,21697IN,14.77126,74.65093
5765,21698IN,20.46353,85.67635
5766,20214IN,13.212226,80.297091
5767,19948IN,26.11398669,86.31207293
5768,19949IN,19.03288519,74.57127424
5769,19950IN,20.67706498,86.02872067
5770,19951IN,26.530186,80.61893755
5771,19952IN,13.03635857,77.94783296
5772,19953IN,19.03190898,74.42728396
5773,19954IN,18.95247415,74.66299335
5774,19955IN,33.32638038,74.98734006
5775,19956IN,27.33768411,75.99816429
5776,19957IN,23.18619646,73.44010378
5777,20215IN,17.26359912,81.64741032
5778,21699IN,23.42307,87.32
5779,19958IN,32.33766709,77.41299631
5780,21700IN,31.67114,76.53618
5781,19959IN,19.5651662,73.10582098
5782,19960IN,24.81310917,82.05958773
5783,19961IN,22.87700929,75.92768193
5784,19962IN,19.34503051,79.17938343
5785,19963IN,21.3133566,85.43826925
5786,19964IN,25.72603225,73.73475845
5787,19965IN,21.90089727,71.85987477
5788,21702IN,13.07225,80.2437
5789,20216IN,12.00629232,76.07853252
5790,19966IN,21.32655132,71.07403314
5791,20217IN,10.39680076,76.51659069
5792,19967IN,22.00814466,78.46512454
5793,19968IN,24.97386127,73.15246271
5794,20218IN,8.959271663,77.18587787
5795,19969IN,27.18135349,75.96202694
5796,21703IN,9.44314,76.44194
5797,19970IN,27.68415045,74.26328901
5798,19971IN,29.4337265,74.74750492
5799,19972IN,22.52999571,87.50312104
5800,19973IN,26.91738202,78.22920683
5801,19974IN,17.01477085,81.45059915
5802,19975IN,27.29874347,78.26980829
5803,19976IN,28.72027307,76.00192675
5804,19977IN,19.18777857,73.29523309
5805,19978IN,26.78874598,82.49665751
5806,20219IN,13.29380156,77.76134877
5807,19979IN,26.05191033,73.70975992
5808,19980IN,23.28141177,76.36292998
5809,19981IN,27.67197948,74.36323479
5810,19982IN,10.921952,79.827479
5811,21705IN,23.6409,72.48784
5812,20220IN,17.63000874,79.62688529
5813,19983IN,17.64243954,82.47512618
5814,19984IN,25.08332741,75.06522898
5815,16521IN,25.82185845,86.05921479
5816,19985IN,23.67093053,88.05731025
5817,20221IN,13.399988,80.256953
5818,19986IN,23.77549427,88.30843536
5819,19987IN,22.39975232,87.9672197
5820,20222IN,19.14883759,84.61576907
5821,19988IN,16.69851023,80.22681595
5822,16524IN,34.19531233,76.8132328
5823,17966IN,23.37003875,91.78098004
5824,16366IN,15.54565422,76.99419351
5825,16538IN,34.04017134,74.53949986
5826,17656IN,24.80516614,94.22176035
5827,16541IN,23.695705,88.550134
5828,11029IN,22.617417,93.013466
5829,16548IN,18.1820788,78.08967748
5830,19335IN,30.39220748,80.57447096
5831,21707IN,12.85504,75.25847
5832,16574IN,18.41564383,83.10014054
5833,16575IN,8.833190149,77.44380525
5834,21625IN,8.61715,77.00727
5835,16563IN,24.22942179,79.27810275
5836,21371IN,26.07366831,74.96179206
5837,16564IN,25.51014207,88.19054448
5838,11291IN,24.05080686,88.5437057
5839,19034IN,20.16906496,84.76304366
5840,16562IN,26.0605945,94.84913928
5841,21603IN,10.85,77.08413
5842,16600IN,11.57331054,78.04897741
5843,11293IN,23.79617715,92.76884555
5844,16565IN,13.0459132,75.54887957
5845,16566IN,16.40394614,77.12049316
5846,16561IN,21.61080545,79.7178647
5847,18060IN,31.13687951,76.12476415
5848,21317IN,29.47757293,76.31881655
5849,21708IN,21.03525,82.23055
5850,19276IN,23.69310634,74.73227841
5851,16606IN,32.16283767,77.05320402
5852,16567IN,18.93190112,83.07488794
5853,16568IN,26.44463566,94.85214155
5854,16585IN,31.87099958,76.76762032
5855,17870IN,33.9467737,78.40237687
5856,16588IN,17.11881202,76.38816604
5857,19199IN,16.29414389,75.45976096
5858,16611IN,13.16683036,75.8525967
5859,16571IN,20.10252551,73.65298129
5860,16637IN,29.52439491,77.98718069
5861,16638IN,13.43406471,75.75863655
5862,18354IN,28.11522614,97.1285945
5863,16577IN,24.410915,88.220194
5864,16556IN,22.95315852,88.76091608
5865,18771IN,21.54692197,73.42475082
5866,16642IN,21.73119465,81.96689696
5867,16643IN,26.35259977,86.11232556
5868,16550IN,12.47387501,92.88836057
5869,16624IN,11.25385489,77.1202564
5870,21626IN,10.46953,76.31692
5871,16646IN,11.38873812,78.66051967
5872,16581IN,21.49781445,81.88586138
5873,16582IN,10.26455933,76.59498604
5874,16555IN,16.25921934,74.91535417
5875,11322IN,26.48312126,91.67456297
5876,16583IN,24.60619391,84.255799
5877,16584IN,20.58914143,85.77136208
5878,16603IN,10.95552388,76.82260854
5879,17507IN,11.36956059,77.0589713
5880,20919IN,11.521285,75.793137
5881,16589IN,26.3895812,91.78287058
