,ID3ROG3,Language,BibleStatus,Speakers,masonpop,masonresid,masonscore,Latitude,Longitude
278,18591CH,"Miao, Southern Mashan",1,17255,1.000717958,0.000717958,0.000360161,25.34257,106.30547
279,18592CH,"Miao, Western Mashan",1,24157,1.001005308,0.001005308,0.000504594,25.65179,106.12205
280,18596CH,Mili,1,31630,1.00131643,0.00131643,0.000660976,24.1251,100.62697
281,18599CH,"Minyag, Western",1,11573,1.000481401,0.000481401,0.000241258,29.6523,101.55141
282,18601CH,Cao Miao,1,57002,1.002372739,0.002372739,0.001191916,26.22409,109.55557
283,18610CH,Narua,1,57760,1.002404297,0.002404297,0.001207778,27.67626696,100.7678691
284,18612CH,Muda,1,3104,1.000128812,0.000128812,6.40E-05,22.19162,100.91354
285,18613CH,"Muji, Southern",1,29192,1.00121493,0.00121493,0.000609958,23.372293,103.391336
286,18614CH,Mulam,1,230955,1.009614897,0.009614897,0.004832095,24.81515,108.92802
287,18615CH,"Miao, Western Mashan",1,24157,1.001005308,0.001005308,0.000504594,26.48016752,107.5402294
288,18620CH,Naluo,1,50032,1.002082558,0.002082558,0.00104606,26.70587,103.1208
289,18621CH,Namuyi,1,8970,1.00037303,0.00037303,0.000186787,28.58291,101.8828
290,18629CH,"Nasu, Wumeng",1,380145,1.0158261,0.0158261,0.007954078,26.86222092,104.2914282
291,18635CH,"Nisu, Southwestern",1,16737,1.000696393,0.000696393,0.000349321,22.65784,101.59721
292,18637CH,"Nisu, Northern",1,261097,1.010869794,0.010869794,0.005462853,24.16434,101.84522
293,18654CH,Pholo,1,68750,1.002861842,0.002861842,0.001437757,23.80687,104.14317
294,18657CH,"Phowa, Hlepho",1,52126,1.002169737,0.002169737,0.00108988,23.57995,103.71347
295,18660CH,"Qiang, Southern",1,143932,1.005991882,0.005991882,0.003011032,31.55544008,103.3203342
296,18661CH,"Qiang, Southern",1,143932,1.005991882,0.005991882,0.003011032,31.8363558,103.6701125
297,18662CH,"Qiang, Southern",1,143932,1.005991882,0.005991882,0.003011032,32.0462228,103.6876014
298,18663CH,"Qiang, Southern",1,143932,1.005991882,0.005991882,0.003011032,31.5373786,103.5216664
299,18666CH,"Qiang, Southern",1,143932,1.005991882,0.005991882,0.003011032,31.44646131,103.5526434
300,18667CH,"Qiang, Southern",1,143932,1.005991882,0.005991882,0.003011032,31.78201177,103.5695864
301,18668CH,"Qiang, Southern",1,143932,1.005991882,0.005991882,0.003011032,31.56351032,103.4205371
302,18670CH,"Qiang, Southern",1,143932,1.005991882,0.005991882,0.003011032,25.5126177,100.5878042
303,18673CH,T'en,1,29359,1.001221882,0.001221882,0.000613452,26.46249826,107.5282502
304,18688CH,Talu,1,20264,1.000843232,0.000843232,0.000423128,27.45607595,100.7739034
305,18694CH,Talu,1,20264,1.000843232,0.000843232,0.000423128,26.54892,100.85029
306,18695CH,Tanglang,1,1382,1.00005712,5.71E-05,2.80E-05,26.78276,99.94
307,18707CH,Tsat,1,8508,1.000353796,0.000353796,0.00017712,18.31917,109.33558
308,18713CH,"Nasu, Wumeng",1,380145,1.0158261,0.0158261,0.007954078,27.32482503,103.7396819
309,18715CH,Wutunhua,1,3199,1.000132767,0.000132767,6.60E-05,35.28319,101.96094
310,18716CH,"Miao, Luopohe",1,106447,1.004431275,0.004431275,0.002226613,26.73948797,107.2591126
311,18727CH,T'en,1,29359,1.001221882,0.001221882,0.000613452,25.68206,107.30046
312,18738CH,Dzao Min,1,47735,1.001986927,0.001986927,0.000997992,24.93973,112.31452
313,18742CH,"Miao, Southern Qiandong",1,862651,1.035914196,0.035914196,0.018051106,25.58006,108.7147
314,18892CH,Phana',1,5854,1.000243302,0.000243302,0.000121581,21.24649195,101.2718203
315,19157CH,Khuen,1,17351,1.000721955,0.000721955,0.00036217,21.97561301,101.171571
316,19373CH,Kon Keu,1,10151,1.000422199,0.000422199,0.000211501,21.87203549,100.7815336
317,19580CH,Pa Di,1,1450,1.000059951,6.00E-05,2.94E-05,22.5187,103.949048
318,19610CH,Pela,1,4948,1.000205583,0.000205583,0.000102622,24.20945,97.91089
319,19622CH,Phula,1,19975,1.0008312,0.0008312,0.000417081,28.264,108.954
320,19656CH,Tseku,1,22786,1.00094823,0.00094823,0.000475904,29.336688,95.182264
321,19683CH,Katso,1,8453,1.000351506,0.000351506,0.000175969,24.56029,102.48499
322,19684CH,"Zhuang, Dai",1,111011,1.004621287,0.004621287,0.00232212,23.70445,103.81165
323,19797CH,Laomian,1,5459,1.000226857,0.000226857,0.000113315,22.98884,99.7867
324,19802CH,"Zhuang, Liuqian",1,416288,1.017330836,0.017330836,0.008710414,24.5943,110.61271
325,19803CH,"Zhuang, Eastern Hongshuihe",1,1338984,1.055745293,0.055745293,0.028018956,23.44379,109.79822
326,19806CH,"Zhuang, Qiubei",1,224140,1.009331169,0.009331169,0.004689483,24.33442,104.41844
327,20323CH,"Zhuang, Minz",1,184762,1.007691751,0.007691751,0.00386545,23.5572,105.45613
328,20553CH,Bumang,1,292,1.00001174,1.17E-05,5.19E-06,24.570972,99.134654
329,20588CH,Kua-nsi,1,5529,1.000229772,0.000229772,0.00011478,26.418554,100.33431
330,20589CH,Kuamasi,1,1093,1.000045088,4.51E-05,2.20E-05,26.409516,100.332358
331,20590CH,Sonaga,1,2210,1.000091592,9.16E-05,4.53E-05,26.531871,100.17719
332,20600CH,Biao,1,135221,1.005629218,0.005629218,0.002828744,23.923211,112.17716
333,20601CH,Chadong,1,23235,1.000966923,0.000966923,0.0004853,25.272555,110.284355
334,20602CH,Kathu,1,5579,1.000231853,0.000231853,0.000115827,24.051536,105.068759
335,20604CH,Lang'e,1,2234,1.000092591,9.26E-05,4.58E-05,26.685765,100.744867
336,20607CH,Phala,1,13553,1.000563834,0.000563834,0.000282692,23.221372,102.828157
337,20608CH,"Phola, Alo",1,540,1.000022065,2.21E-05,1.04E-05,23.103412,103.016335
338,20609CH,"Phowa, Labo",1,21893,1.000911051,0.000911051,0.000457217,23.71478,103.453264
339,20610CH,Phuma,1,8926,1.000371198,0.000371198,0.000185867,22.979741,103.796248
340,20611CH,Phupa,1,3348,1.00013897,0.00013897,6.91E-05,23.179151,103.533706
341,20612CH,Phuza,1,6695,1.000278316,0.000278316,0.00013918,23.461613,103.163214
342,20614CH,Thopho,1,535,1.000021857,2.19E-05,1.03E-05,24.138634,104.790708
343,20617CH,Zokhuo,1,17723,1.000737443,0.000737443,0.000369955,23.378517,104.252509
344,20627CH,"Phowa, Ani",1,10426,1.000433648,0.000433648,0.000217256,23.482803,103.470213
345,20628CH,Phupha,1,1603,1.000066321,6.63E-05,3.26E-05,23.365912,103.149813
346,20629CH,Sangkong,1,2135,1.00008847,8.85E-05,4.38E-05,25.018919,102.721726
347,21074CH,Alugu,1,3649,1.000151502,0.000151502,7.54E-05,23.016706,103.120791
348,21075CH,Khlula,1,35446,1.001475301,0.001475301,0.00074083,23.191304,104.303893
349,21077CH,Pholo,1,68750,1.002861842,0.002861842,0.001437757,23.795048,104.680461
350,21978CH,"Minyag, Eastern",1,2013,1.000083391,8.34E-05,4.12E-05,29.66,101.6
351,11399CK,"Malay, Cocos Islands",1,2295,1.000095131,9.51E-05,4.71E-05,-12.118159,96.896494
352,10132CM,Bankon,1,22338,1.000929578,0.000929578,0.000466529,4.37822,9.64981
353,10166CM,Afade,1,50879,1.002117821,0.002117821,0.001063785,12.24039,14.69057
354,10232CM,Akum,1,3493,1.000145007,0.000145007,7.22E-05,6.83834,9.99558
355,10270CM,Manta,1,9869,1.000410458,0.000410458,0.0002056,6.01368,9.58139
356,10279CM,Ambele,1,10133,1.000421449,0.000421449,0.000211125,5.93729,9.6208
357,10479CM,Atong,1,7977,1.000331689,0.000331689,0.000166008,6.04585,9.73302
358,10589CM,Bakaka,1,59590,1.002480485,0.002480485,0.001246073,4.77921,9.81829
359,10609CM,Balo,1,4265,1.000177148,0.000177148,8.83E-05,6.1284,9.69858
360,10694CM,Barombi,1,5441,1.000226108,0.000226108,0.000112939,4.64008,9.2535
361,10712CM,Bassossi,1,8814,1.000366536,0.000366536,0.000183523,5.28137,9.55139
362,10761CM,Beezen,1,839,1.000034514,3.45E-05,1.66E-05,6.81627,10.10574
363,10884CM,Bitare,1,87308,1.003634464,0.003634464,0.001826106,6.73336,11.849
364,10899CM,Bubia,1,2155,1.000089302,8.93E-05,4.42E-05,4.03026,9.24256
365,10910CM,Kendem,1,2792,1.000115823,0.000115823,5.75E-05,5.77348,9.62748
366,10928CM,Bomwali,1,66438,1.002765586,0.002765586,0.001389376,1.90302,15.82929
367,10975CM,Mundabli,1,290,1.000011657,1.17E-05,5.15E-06,6.57873,10.271
368,11040CM,Busam,1,2850,1.000118237,0.000118237,5.87E-05,5.86208,9.68104
369,11079CM,Caka,1,15013,1.000624618,0.000624618,0.000313245,6.27047,9.7832
370,11166CM,Evant,1,19381,1.00080647,0.00080647,0.00040465,6.22728,9.41846
371,11182CM,Zizilivakan,1,8551,1.000355586,0.000355586,0.000178019,10.37399,13.54067
372,11526CM,Dek,1,5472,1.000227399,0.000227399,0.000113588,11.01828,14.48328
373,11575CM,Tibea,1,3403,1.00014126,0.00014126,7.03E-05,5.29217,11.31603
374,11639CM,Mbule,1,154,1.000005995,6.00E-06,2.30E-06,4.50406,10.99442
375,11715CM,Efai,1,12929,1.000537855,0.000537855,0.000269634,3.817383,11.485502
376,11748CM,Eman,1,1970,1.0000816,8.16E-05,4.03E-05,6.22164,9.70254
377,12101CM,Hijuk,1,930,1.000038302,3.83E-05,1.85E-05,4.40676,10.91463
378,12272CM,Isu,1,22865,1.000951519,0.000951519,0.000477557,6.63731,9.96577
379,12474CM,Mbongno,1,2329,1.000096547,9.65E-05,4.78E-05,6.55787,11.47731
380,12802CM,Korop,1,30072,1.001251566,0.001251566,0.000628373,5.13095,8.86555
381,12809CM,Koshin,1,4021,1.000166989,0.000166989,8.32E-05,6.57935,10.29595
382,12950CM,Laimbue,1,10994,1.000457295,0.000457295,0.000229142,6.28794,10.14934
383,13173CM,Vemgo-Mabas,1,21699,1.000902975,0.000902975,0.000453157,10.80339,13.67735
384,13230CM,Majera,1,2234,1.000092591,9.26E-05,4.58E-05,11.16241,14.99821
385,13277CM,Ndemli,1,18242,1.00075905,0.00075905,0.000380815,4.67108,10.21929
386,13368CM,Gvoko,1,45900,1.001910531,0.001910531,0.000959593,10.98668,13.7821
387,13413CM,Njen,1,3286,1.000136389,0.000136389,6.78E-05,5.75046,9.90516
388,13623CM,Mbo',1,2647,1.000109786,0.000109786,5.45E-05,6.28058,11.10479
389,13630CM,Mbonga,1,4988,1.000207248,0.000207248,0.000103459,5.75001,13.64964
390,13661CM,Naki,1,6783,1.000281979,0.000281979,0.000141022,6.79962,10.27467
391,13676CM,Menka,1,9880,1.000410916,0.000410916,0.00020583,5.94479,9.69448
392,13715CM,Mungbam,1,2479,1.000102791,0.000102791,5.10E-05,6.57754,10.22675
393,13863CM,Malimba,1,4149,1.000172318,0.000172318,8.59E-05,3.76168,9.6487
394,13982CM,"Giziga, North",1,62188,1.002588647,0.002588647,0.001300439,10.6888,14.22968
395,14097CM,Yukuben,1,33752,1.001404775,0.001404775,0.000705381,6.944,10.0828
396,14226CM,Osatu,1,730,1.000029976,3.00E-05,1.44E-05,6.21005,9.80398
397,15093CM,Isu,1,22865,1.000951519,0.000951519,0.000477557,3.96758,9.36535
398,15411CM,Longto,1,7446,1.000309582,0.000309582,0.000154896,8.34979,13.06592
399,15415CM,Wom,1,52644,1.002191303,0.002191303,0.001100719,9.100752,12.900261
400,15446CM,Tsuvan,1,4368,1.000181436,0.000181436,9.05E-05,10.15636,13.62811
401,15646CM,Tuotomb,1,1484,1.000061367,6.14E-05,3.01E-05,4.65602,10.66044
402,15742CM,Usaghade,1,46552,1.001937676,0.001937676,0.000973237,4.72483,8.68242
403,15895CM,Wawa,1,7179,1.000298466,0.000298466,0.000149309,6.82544,11.76713
404,18991CM,Zhoa,1,3965,1.000164658,0.000164658,8.21E-05,6.535,10.16403
405,19046CM,Sharwa,1,9689,1.000402964,0.000402964,0.000201833,10.14014,13.56021
406,19165CM,Bati,1,8605,1.000357834,0.000357834,0.000179149,4.28472,11.05969
407,19286CM,Ngamambo,1,133061,1.005539291,0.005539291,0.002783543,5.87931,10.08198
408,19336CM,Beba,1,5467,1.00022719,0.00022719,0.000113483,6.3314,9.7415
409,19337CM,Bonkeng,1,5642,1.000234476,0.000234476,0.000117145,4.64327,9.75985
410,19338CM,Kuk,1,6447,1.000267991,0.000267991,0.000133991,6.42989,10.18098
411,19342CM,Ajumbu,1,290,1.000011657,1.17E-05,5.15E-06,6.53675,10.25353
412,19661CM,Fang,1,5361,1.000222777,0.000222777,0.000111265,6.54575,10.31349
413,19662CM,Nkongho,1,4151,1.000172402,0.000172402,8.59E-05,5.33567,9.80423
414,20547CM,Nyokon,1,5472,1.000227399,0.000227399,0.000113588,3.884633,11.500906
415,21985CM,Mbessa,1,26287,1.001093986,0.001093986,0.000549167,6.18,10.38
416,22329CM,Mbuk,1,615,1.000025188,2.52E-05,1.19E-05,6.58,10.37
417,10182CO,Macaguan,1,516,1.000021066,2.11E-05,9.88E-06,6.34045,-71.2754
418,10733CO,Embera-Baudo,1,6644,1.000276192,0.000276192,0.000138113,5.27747,-77.14491
419,11096CO,Carabayo,1,245,1.000009784,9.78E-06,4.21E-06,-1.78311,-69.92012
420,11708CO,"Tunebo, Barro Negro",1,3644,1.000151294,0.000151294,7.53E-05,6.12844,-72.0462
421,10254CT,Ali,1,50516,1.002102708,0.002102708,0.001056188,4.53941,18.07216
422,10638CT,"Banda, West Central",1,12251,1.000509628,0.000509628,0.000255446,6.14468,20.6178
423,10640CT,Banda-Mbres,1,7577,1.000315036,0.000315036,0.000157637,6.7058,19.77785
424,10641CT,Banda-Banda,1,145045,1.006038219,0.006038219,0.003034323,5.86349,20.42135
425,10642CT,Banda-Ndele,1,1752,1.000072524,7.25E-05,3.57E-05,7.90614,21.83532
426,10794CT,Ukhwejo,1,2888,1.000119819,0.000119819,5.95E-05,2.90792,16.27363
427,10901CT,Bofi,1,33918,1.001411686,0.001411686,0.000708855,4.00495,17.27875
428,11024CT,Buraka,1,5879,1.000244343,0.000244343,0.000122105,4.45167,20.73283
429,11841CT,Gbanziri,1,29563,1.001230375,0.001230375,0.000617721,4.8132,20.24685
430,11845CT,Gbaya-Bozoum,1,46908,1.001952497,0.001952497,0.000980686,6.10932,16.46547
431,11847CT,Gbayi,1,7216,1.000300006,0.000300006,0.000150083,5.53571,21.96816
432,11995CT,Gundi,1,19143,1.000796561,0.000796561,0.00039967,3.40651,15.77785
433,12520CT,Kara,1,6926,1.000287933,0.000287933,0.000144014,9.98995,22.97449
434,12824CT,Kpagua,1,5113,1.000212452,0.000212452,0.000106075,4.96828,20.16229
435,12827CT,Kpatili,1,6494,1.000269947,0.000269947,0.000134974,5.17124,21.85768
436,12984CT,Langbashe,1,66868,1.002783489,0.002783489,0.001398374,5.22074,20.03586
437,13345CT,Ngbaka Manza,1,41856,1.001742168,0.001742168,0.000874967,5.37786,18.40167
438,13618CT,Mbangi,1,3969,1.000164824,0.000164824,8.21E-05,4.682,21.98203
439,13792CT,Monzombo,1,33527,1.001395408,0.001395408,0.000700673,3.5849,18.58123
440,14592CT,Runga,1,101010,1.004204917,0.004204917,0.002112837,8.88147,20.71596
441,14729CT,"Sango, Riverain",1,43268,1.001800953,0.001800953,0.000904515,4.43589,21.00424
442,14760CT,Sara Kaba,1,19630,1.000816836,0.000816836,0.000409861,10.49681,22.08343
443,15116CT,Suma,1,72166,1.003004059,0.003004059,0.001509241,7.03897,16.96768
444,15764CT,Vale,1,7796,1.000324153,0.000324153,0.00016222,7.4821,18.52929
445,16070CT,Yulu,1,20131,1.000837694,0.000837694,0.000420345,8.8979,22.83007
446,19048CT,Ngundi,1,20794,1.000865297,0.000865297,0.000434219,2.355634,16.19374
447,19380CT,Ngando,1,471676,1.019636796,0.019636796,0.009869476,3.71666,17.64993
448,19381CT,Ngombe,1,674875,1.028096548,0.028096548,0.014121663,3.92961,15.22171
449,19396CT,Dendi,1,445601,1.01855122,0.01855122,0.009323825,4.47505,22.547
450,19007CV,Portuguese Sign Language,1,24542,1.001021337,0.001021337,0.000512651,14.91324798,-23.52064609
451,19007EI,Irish Sign Language,1,10039,1.000417536,0.000417536,0.000209158,53.31499,-6.36541
452,18809EK,Molengue,1,1185,1.000048919,4.89E-05,2.39E-05,1.3647,9.6086
453,19171EK,Seki,1,32481,1.00135186,0.00135186,0.000678784,2.10992,9.94026
454,20565ER,Dahalik,1,2934,1.000121734,0.000121734,6.05E-05,15.727539,40.079306
455,12400ET,Kachama-Ganjule,1,4431,1.000184059,0.000184059,9.18E-05,6.39592,37.92928
456,19490ET,Ganza,1,4566,1.000189679,0.000189679,9.46E-05,10.405077,34.431211
457,20994ET,Daats'iin,1,398,1.000016154,1.62E-05,7.41E-06,12.1756,35.4548
458,21986ET,Girirra,1,52543,1.002187098,0.002187098,0.001098606,5.842,42.1
459,20324EZ,"Silesian, Lower",1,23050,1.000959221,0.000959221,0.000481429,50.019,16.433
460,11751FG,Emerillon,1,432,1.000017569,1.76E-05,8.12E-06,3.39767,-53.80786
461,11923FJ,Gone Dau,1,811,1.000033348,3.33E-05,1.61E-05,-16.58861,178.59889
462,13097FJ,Lomaiviti,1,1810,1.000074939,7.49E-05,3.70E-05,-17.76878,178.75023
463,13938FM,Namonuito,1,961,1.000039593,3.96E-05,1.92E-05,8.798323,150.292282
464,14439FM,Ngatik Men's Creole,1,513,1.000020941,2.09E-05,9.81E-06,6.965064928,158.2083169
465,14472FM,Puluwatese,1,1394,1.00005762,5.76E-05,2.83E-05,6.689212,149.300342
466,20654FM,Ngatik Men's Creole,1,513,1.000020941,2.09E-05,9.81E-06,5.788366,157.157868
467,14410FP,Pitcairn-Norfolk,1,374,1.000015154,1.52E-05,6.91E-06,-23.144659,-135.033553
468,10643GB,Ndasa,1,11163,1.000464331,0.000464331,0.000232679,-1.89996,13.4766
469,12493GB,Kaningi,1,1902,1.000078769,7.88E-05,3.89E-05,-1.7175,13.61789
470,13614GB,Ombamba,1,44526,1.001853328,0.001853328,0.00093084,-1.01657,13.87158
471,15385GB,Teke-Tsaayi,1,253094,1.010536606,0.010536606,0.005295381,-2.09256,13.6105
472,19171GB,Seki,1,32481,1.00135186,0.00135186,0.000678784,0.92994,9.60867
473,14444GG,Pontic,1,386060,1.016072359,0.016072359,0.008077857,41.673225,44.865966
474,10637GH,Ligbi,1,32940,1.001370969,0.001370969,0.000688389,7.90901,-2.38744
475,10955GH,"Kulango, Bouna",1,312315,1.013002145,0.013002145,0.006534652,7.68959,-2.46956
476,12460GH,Kamara,1,8203,1.000341098,0.000341098,0.000170737,8.93891,-2.34944
477,12502GH,Kantosi,1,3773,1.000156664,0.000156664,7.80E-05,10.33261,-1.95415
478,13265GH,Nchumbulu,1,2954,1.000122567,0.000122567,6.09E-05,7.6302,-1.30881
479,14460GH,Kplang,1,2624,1.000108828,0.000108828,5.40E-05,8.06999,-0.81411
480,15878GH,Wasa,1,346517,1.014426071,0.014426071,0.007250371,5.62774,-2.14262
481,19022GH,Chala,1,4924,1.000204584,0.000204584,0.00010212,8.00089,0.50896
482,20572GH,Nkami,1,9723,1.00040438,0.00040438,0.000202545,6.947143,-2.124464
483,19416GJ,Grenadian English Creole,1,105847,1.004406295,0.004406295,0.002214057,12.15698,-61.6544
484,19631GM,Yeniche,1,18378,1.000764712,0.000764712,0.000383661,48.24834,8.47267
485,13658GR,"Romanian, Megleno",1,4887,1.000203043,0.000203043,0.000101346,41.06334,22.34388
486,14444GR,Pontic,1,386060,1.016072359,0.016072359,0.008077857,40.94852,22.98769
487,19007GR,Greek Sign Language,1,20553,1.000855263,0.000855263,0.000429176,38.05355,23.37624
488,16124GV,Baga Pokur,1,4018,1.000166864,0.000166864,8.32E-05,10.51911,-14.61657
489,19007GV,Guinean Sign Language,1,138325,1.005758447,0.005758447,0.002893699,9.553,-13.674
490,19398GV,Kakabe,1,13205,1.000549345,0.000549345,0.00027541,10.61076,-11.41791
491,20532GV,Kla-Dan,1,34355,1.00142988,0.00142988,0.000718,7.76119,-8.669157
492,18980HR,Istriot,1,22957,1.000955349,0.000955349,0.000479483,45.083208,13.64228
493,21829HR,Chakavian,1,79516,1.003310061,0.003310061,0.001663049,-8.96,125.04
494,22333HR,Ruthenian,1,1743,1.00007215,7.21E-05,3.56E-05,45.823019,16.051425
495,19007IC,Icelandic Sign Language,1,690,1.00002831,2.83E-05,1.35E-05,64.17306,-20.27305
496,10138ID,Abui,1,29358,1.001221841,0.001221841,0.000613431,-8.31078,124.59376
497,10176ID,Aghu,1,4933,1.000204958,0.000204958,0.000102308,-6.34522,140.09942
498,10278ID,Ambelau,1,9002,1.000374363,0.000374363,0.000187457,-3.85177,127.19418
499,10300ID,Ampanang,1,40303,1.001677512,0.001677512,0.000842469,-0.78618,116.38998
500,10402ID,Arandai,1,1610,1.000066613,6.66E-05,3.28E-05,-2.08016,132.98337
501,10423ID,Arguni,1,198,1.000007827,7.83E-06,3.22E-06,-2.647081,132.550199
502,10456ID,Asilulu,1,14132,1.000587939,0.000587939,0.000294809,-3.67074,127.9563
503,10459ID,"Asmat, North",1,1487,1.000061492,6.15E-05,3.02E-05,-4.85353,138.44492
504,10538ID,"Babar, North",1,1257,1.000051916,5.19E-05,2.54E-05,-7.83755,129.73746
505,10539ID,"Babar, Southeast",1,5610,1.000233144,0.000233144,0.000116475,-7.95521,129.79259
506,10549ID,Badui,1,27527,1.001145611,0.001145611,0.000575115,-7.27262,107.76377
507,10562ID,Bagusa,1,477,1.000019443,1.94E-05,9.06E-06,-1.98707,137.91052
508,10565ID,Baham,1,1839,1.000076146,7.61E-05,3.76E-05,-3.84714,133.0387
509,10567ID,Bahau,1,23902,1.000994692,0.000994692,0.000499258,0.30359,115.32472
510,10675ID,Barakai,1,5129,1.000213119,0.000213119,0.00010641,-6.6996,134.69361
511,10695ID,Barapasi,1,3611,1.00014992,0.00014992,7.46E-05,-2.341,137.07646
512,10701ID,Basap,1,18164,1.000755803,0.000755803,0.000379183,1.04283,117.6511
513,10708ID,Abinomn,1,423,1.000017194,1.72E-05,7.93E-06,-2.84838,138.89141
514,10726ID,Bati,1,8605,1.000357834,0.000357834,0.000179149,-3.61061,130.81359
515,10795ID,Bentong,1,26283,1.00109382,0.00109382,0.000549083,-4.758,119.7989
516,10897ID,Boano,1,9558,1.00039751,0.00039751,0.000199092,-2.9481,127.95508
517,10900ID,Bobot,1,8336,1.000346635,0.000346635,0.00017352,-3.44545,130.17015
518,10913ID,Boano,1,9558,1.00039751,0.00039751,0.000199092,0.50116,120.99322
519,10922ID,Bulungan,1,40205,1.001673432,0.001673432,0.000840418,2.79805,117.29013
520,10932ID,Nisa,1,844,1.000034722,3.47E-05,1.67E-05,-1.95517,137.60105
521,10934ID,Masiwang,1,1574,1.000065114,6.51E-05,3.20E-05,-3.29569,130.5935
522,10994ID,Bukat,1,759,1.000031183,3.12E-05,1.50E-05,1.24868,113.15692
523,10997ID,Bolango,1,24146,1.00100485,0.00100485,0.000504364,0.82728,123.07751
524,11015ID,Bunak,1,91886,1.003825059,0.003825059,0.001921906,-9.14291,125.14264
525,11019ID,Bungku,1,42053,1.00175037,0.00175037,0.00087909,-3.04463,122.2353
526,11041ID,Busami,1,1051,1.00004334,4.33E-05,2.11E-05,-1.75094,136.02177
527,11084ID,Koneq-koneq,1,76950,1.003203231,0.003203231,0.001609352,-3.4584,119.17463
528,11150ID,Erokwanas,1,282,1.000011324,1.13E-05,4.98E-06,-2.83578,132.70891
529,11193ID,Fayu,1,1597,1.000066071,6.61E-05,3.25E-05,-3.05797,136.78099
530,11260ID,Kubu,1,15803,1.000657507,0.000657507,0.000329776,-2.0791,103.39041
531,11481ID,"Damar, East",1,4345,1.000180478,0.000180478,9.00E-05,-7.157304,128.641055
532,11482ID,"Damar, West",1,1427,1.000058994,5.90E-05,2.89E-05,-7.12163,128.58383
533,11531ID,Demisa,1,741,1.000030434,3.04E-05,1.46E-05,-2.59698,136.55287
534,11580ID,Jangkang,1,44805,1.001864943,0.001864943,0.000936679,0.22567,110.60331
535,11623ID,Duano,1,25560,1.001063719,0.001063719,0.000533953,-0.16955,103.44726
536,11649ID,Dusun Deyah,1,37114,1.001544745,0.001544745,0.000775735,-2.00103,115.60785
537,11663ID,Duvle,1,1259,1.000051999,5.20E-05,2.54E-05,-3.19037,138.01225
538,11757ID,Emem,1,2577,1.000106872,0.000106872,5.30E-05,-3.75459,140.91024
539,11813ID,Gamkonora,1,2458,1.000101917,0.000101917,5.05E-05,1.3447,127.50474
540,11816ID,Gane,1,5256,1.000218406,0.000218406,0.000109067,-0.43198,127.96181
541,11854ID,Gebe,1,3599,1.00014942,0.00014942,7.44E-05,-0.17927,129.53231
542,12031ID,Iliuun,1,2173,1.000090052,9.01E-05,4.46E-05,-7.84511,125.89647
543,12047ID,Hamap,1,1745,1.000072233,7.22E-05,3.56E-05,-8.24647,124.53798
544,12110ID,Hitu,1,18654,1.000776203,0.000776203,0.000389437,-3.56847,128.19865
545,12135ID,Huaulu,1,503,1.000020525,2.05E-05,9.61E-06,-2.948,129.20108
546,12299ID,Morop,1,6631,1.000275651,0.000275651,0.000137841,-5.089,140.84997
547,12397ID,Kaburi,1,1030,1.000042465,4.25E-05,2.06E-05,-1.91414,132.50309
548,12409ID,Kafoa,1,1857,1.000076896,7.69E-05,3.79E-05,-8.36292,124.43976
549,12422ID,"Kaili, Unde",1,32646,1.001358729,0.001358729,0.000682237,-0.85192,119.68242
550,12425ID,Kaimbulawa,1,2835,1.000117613,0.000117613,5.84E-05,-5.65374,122.54133
551,12448ID,Tukang Besi North,1,169409,1.007052562,0.007052562,0.00354417,-5.500068058,123.7528885
552,12453ID,Arandai,1,1610,1.000066613,6.66E-05,3.28E-05,-2.24495,132.98754
553,12461ID,Kamaru,1,4511,1.000187389,0.000187389,9.35E-05,-5.15702,123.04269
554,12477ID,Kamoro,1,13291,1.000552926,0.000552926,0.00027721,-4.37125,135.9067
555,12495ID,Keninjal,1,40234,1.001674639,0.001674639,0.000841025,-0.51785,111.61137
556,12506ID,"Kanum, Ngkalmpw",1,639,1.000026187,2.62E-05,1.25E-05,-8.55215,140.86965
557,12507ID,"Kanum, Sota",1,552,1.000022565,2.26E-05,1.06E-05,-8.40173,140.97907
558,12515ID,Kapauri,1,243,1.0000097,9.70E-06,4.16E-06,-3.49018,139.72645
559,12576ID,Atohwaim,1,1601,1.000066238,6.62E-05,3.26E-05,-6.28482,138.63404
560,12580ID,Kauwera,1,658,1.000026978,2.70E-05,1.28E-05,-2.26126,138.17756
561,12589ID,"Kayan, Busang",1,7642,1.000317742,0.000317742,0.000158997,0.69311,115.33594
562,12590ID,Kayan Mahakam,1,2207,1.000091467,9.15E-05,4.53E-05,0.81609,114.54005
563,12591ID,"Kayan, Kayan River",1,3725,1.000154666,0.000154666,7.70E-05,1.94085,115.87521
564,12592ID,"Kayan, Mendalam",1,2771,1.000114948,0.000114948,5.71E-05,1.01615,113.18409
565,12593ID,"Kayan, Wahau",1,917,1.000037761,3.78E-05,1.83E-05,1.41768,116.62194
566,12595ID,Kayagar,1,14888,1.000619413,0.000619413,0.000310629,-6.37344,138.91848
567,12603ID,Kedang,1,35942,1.001495951,0.001495951,0.00075121,-8.24536,123.76931
568,12614ID,Kemak,1,87538,1.003644039,0.003644039,0.001830919,-9.04455,125.1372
569,12616ID,Kembayan,1,13845,1.00057599,0.00057599,0.000288803,0.69542,110.52011
570,12631ID,Ke'o,1,56508,1.002352172,0.002352172,0.001181578,-8.86955,121.2581
