,ID3ROG3,Language,BibleStatus,Speakers,masonpop,masonresid,masonscore,Latitude,Longitude
571,12633ID,Kepo',1,7041,1.000292721,0.000292721,0.000146421,-8.5742,120.84363
572,12636ID,Karey,1,702,1.00002881,2.88E-05,1.38E-05,-6.74132,134.37473
573,12689ID,Kimaghima,1,4939,1.000205208,0.000205208,0.000102434,-7.95174,138.44794
574,12704ID,Kioko,1,8412,1.000349799,0.000349799,0.000175111,-4.98748,122.94607
575,12715ID,Kirikiri,1,467,1.000019026,1.90E-05,8.85E-06,-2.98392,137.28005
576,12730ID,Koba,1,1003,1.000041341,4.13E-05,2.01E-05,-6.47534,134.60824
577,12733ID,Kodeoha,1,2298,1.000095256,9.53E-05,4.72E-05,-3.39475,120.94425
578,12762ID,Kompane,1,472,1.000019234,1.92E-05,8.96E-06,-5.64942,134.74284
579,12768ID,Komodo,1,1857,1.000076896,7.69E-05,3.79E-05,-8.58331,119.44481
580,12807ID,Kosare,1,368,1.000014905,1.49E-05,6.78E-06,-3.7666,140.16726
581,12813ID,Tsaukambo,1,954,1.000039301,3.93E-05,1.90E-05,-5.41807,140.21783
582,12838ID,Kulisusu,1,25651,1.001067508,0.001067508,0.000535858,-4.60946,123.05592
583,12844ID,Tukang Besi North,1,169409,1.007052562,0.007052562,0.00354417,-5.35075,123.14764
584,12844ID,Lasalimu,1,2338,1.000096921,9.69E-05,4.80E-05,-5.35075,123.14764
585,12868ID,Kur,1,4288,1.000178105,0.000178105,8.88E-05,-5.34184,131.98869
586,12915ID,Kwer,1,1234,1.000050959,5.10E-05,2.49E-05,-5.11502,139.91189
587,12927ID,Kuijau,1,22499,1.000936281,0.000936281,0.000469898,2.445251,117.716852
588,12951ID,Laiyolo,1,1020,1.000042049,4.20E-05,2.04E-05,-6.3503,120.47869
589,12974ID,"Pantar, Western",1,16635,1.000692146,0.000692146,0.000347187,-8.43217,124.05913
590,12998ID,Larike-Wakasihu,1,12757,1.000530694,0.000530694,0.000266035,-3.75381,127.94991
591,13001ID,Lasalimu,1,2338,1.000096921,9.69E-05,4.80E-05,-5.22541,123.11594
592,13011ID,Laura,1,14062,1.000585025,0.000585025,0.000293344,-9.43845,119.1986
593,13031ID,Limola,1,2885,1.000119694,0.000119694,5.95E-05,-2.63133,120.27109
594,13052ID,Liana-Seti,1,4746,1.000197173,0.000197173,9.84E-05,-3.11212,129.88625
595,13073ID,Lisabata-Nuniali,1,3314,1.000137555,0.000137555,6.84E-05,-2.94721,128.12768
596,13102ID,Sekak,1,584,1.000023897,2.39E-05,1.13E-05,0.59877,103.26754
597,13110ID,Lorang,1,255,1.0000102,1.02E-05,4.42E-06,-6.30143,134.41189
598,13136ID,Lubu,1,2020,1.000083682,8.37E-05,4.14E-05,0.66997,99.74324
599,13144ID,Luhu,1,11601,1.000482566,0.000482566,0.000241844,-3.32093,127.56446
600,13226ID,Mariri,1,322,1.000012989,1.30E-05,5.82E-06,-6.150429,134.880792
601,13286ID,Ndom,1,1583,1.000065488,6.55E-05,3.22E-05,-8.17773,138.00829
602,13326ID,"Ngad'a, Eastern",1,8592,1.000357293,0.000357293,0.000178877,-8.84101,121.11918
603,13327ID,Ngad'a,1,94080,1.003916401,0.003916401,0.001967818,-8.78947,120.9798
604,13423ID,"Makian, East",1,34975,1.001455692,0.001455692,0.000730974,0.06934,127.42407
605,13424ID,"Makian, West",1,46785,1.001947376,0.001947376,0.000978113,0.325221,127.395106
606,13425ID,Maklew,1,208,1.000008243,8.24E-06,3.43E-06,-7.74946,139.28742
607,13439ID,"Malay, Berau",1,23129,1.00096251,0.00096251,0.000483082,1.87501,117.80963
608,13456ID,Malimpung,1,9802,1.000407669,0.000407669,0.000204198,-3.70148,119.75923
609,13492ID,Mandobo Bawah,1,25703,1.001069673,0.001069673,0.000536946,-6.79131,140.58059
610,13508ID,Mangole,1,9802,1.000407669,0.000407669,0.000204198,-1.90593,125.71378
611,13512ID,Manipa,1,2684,1.000111326,0.000111326,5.52E-05,-3.33527,127.59737
612,13534ID,Marau,1,2831,1.000117446,0.000117446,5.83E-05,-1.67063,135.78307
613,13602ID,Ma'ya,1,5369,1.00022311,0.00022311,0.000111432,-1.12725,130.90079
614,13757ID,Modang,1,28375,1.001180916,0.001180916,0.000592861,1.11241,117.12144
615,13777ID,Molof,1,402,1.00001632,1.63E-05,7.49E-06,-3.42412,140.58994
616,13780ID,Momina,1,279,1.000011199,1.12E-05,4.92E-06,-4.80221,139.80214
617,13804ID,Baham,1,1839,1.000076146,7.61E-05,3.76E-05,-2.803305782,132.8457243
618,13875ID,Munggui,1,1458,1.000060284,6.03E-05,2.96E-05,-1.67082,135.922
619,14163ID,Sepa,1,4116,1.000170944,0.000170944,8.52E-05,-2.75976,132.06232
620,14171ID,Sikule,1,28911,1.001203231,0.001203231,0.000604077,2.68567,95.95636
621,14290ID,Panasuan,1,977,1.000040259,4.03E-05,1.95E-05,-2.24543,119.64983
622,14291ID,Pancana,1,7734,1.000321572,0.000321572,0.000160923,-5.24696,122.93732
623,14301ID,Pannei,1,11565,1.000481067,0.000481067,0.000241091,-3.22386,119.20554
624,14310ID,Papuma,1,1083,1.000044672,4.47E-05,2.17E-05,-1.74124,135.90905
625,14335ID,Patani,1,16821,1.00069989,0.00069989,0.000351079,0.34589,128.61672
626,14352ID,Pekal,1,41289,1.001718562,0.001718562,0.000863102,-3.12511,101.78762
627,14363ID,Aoheng,1,4889,1.000203127,0.000203127,0.000101388,0.93985,114.15354
628,14367ID,Perai,1,403,1.000016362,1.64E-05,7.51E-06,-7.62189,126.57225
629,14475ID,Punan Aput,1,695,1.000028518,2.85E-05,1.36E-05,1.41894,116.10056
630,14478ID,Kereho,1,652,1.000026728,2.67E-05,1.27E-05,0.40997,113.76592
631,14479ID,Punan Merah,1,255,1.0000102,1.02E-05,4.42E-06,0.50556,115.59086
632,14480ID,Punan Merap,1,278,1.000011158,1.12E-05,4.90E-06,3.10056,116.26444
633,14488ID,Putoh,1,11202,1.000465955,0.000465955,0.000233495,3.79744,116.38521
634,14522ID,Rasawa,1,350,1.000014155,1.42E-05,6.40E-06,-2.35074,136.40698
635,14540ID,Rembong,1,5869,1.000243927,0.000243927,0.000121895,-8.50865,120.95689
636,14555ID,Riantana,1,2242,1.000092925,9.29E-05,4.60E-05,-7.51848,138.46035
637,14557ID,Ribun,1,85732,1.00356885,0.00356885,0.001793126,-0.04245,110.52839
638,14562ID,Riung,1,25977,1.00108108,0.00108108,0.00054268,-8.50515,121.15357
639,14568ID,Roma,1,2596,1.000107663,0.000107663,5.34E-05,-7.5961,127.42288
640,14647ID,Sajau Basap,1,11145,1.000463582,0.000463582,0.000232302,2.27278,117.35654
641,14659ID,Masiwang,1,1574,1.000065114,6.51E-05,3.20E-05,-3.14472,130.53129
642,14670ID,Samarokena,1,726,1.000029809,2.98E-05,1.43E-05,-1.85799,138.34215
643,14718ID,Sula,1,93274,1.003882845,0.003882845,0.001950952,-2.09605,125.92869
644,14773ID,Sarudu,1,6202,1.000257791,0.000257791,0.000128864,-1.70245,119.34263
645,14787ID,Sauri,1,176,1.000006911,6.91E-06,2.76E-06,-2.39954,136.83599
646,14788ID,Sause,1,436,1.000017736,1.77E-05,8.20E-06,-3.21787,139.59875
647,14792ID,Saweru,1,441,1.000017944,1.79E-05,8.31E-06,-1.91219,136.29548
648,14793ID,Sawila,1,4230,1.000175691,0.000175691,8.76E-05,-8.28996,125.07563
649,14806ID,Seberuang,1,44805,1.001864943,0.001864943,0.000936679,0.23841,111.73891
650,14815ID,Segai,1,3688,1.000153126,0.000153126,7.63E-05,1.92121,116.94756
651,14819ID,Seit-Kaitetu,1,14107,1.000586898,0.000586898,0.000294285,-3.60978,128.0651
652,14826ID,Seko Tengah,1,3601,1.000149504,0.000149504,7.44E-05,-2.22089,119.82168
653,14835ID,"Murut, Selungai",1,1813,1.000075064,7.51E-05,3.70E-05,4.26357,116.48087
654,14847ID,Sempan,1,1663,1.000068819,6.88E-05,3.39E-05,-4.8526,137.52924
655,14928ID,"Awyu, Edera",1,4927,1.000204709,0.000204709,0.000102183,-7.01549,139.89159
656,14968ID,So'a,1,14660,1.000609921,0.000609921,0.000305858,-8.67731,121.0503
657,15076ID,Sowanda,1,301,1.000012115,1.21E-05,5.38E-06,-3.42675,140.94745
658,15111ID,Kimki,1,609,1.000024938,2.49E-05,1.18E-05,-4.37526,140.90299
659,15218ID,Talondo',1,1384,1.000057204,5.72E-05,2.80E-05,-2.45222,119.34945
660,15222ID,Tamagario,1,5802,1.000241137,0.000241137,0.000120493,-6.52651,138.96496
661,15235ID,Sepa,1,4116,1.000170944,0.000170944,8.52E-05,-3.36682,129.24344
662,15250ID,Kula,1,7030,1.000292263,0.000292263,0.000146191,-8.2315,124.99451
663,15269ID,"Tarangan, East",1,7044,1.000292845,0.000292845,0.000146484,-6.68361,134.32907
664,15276ID,Tunggare,1,753,1.000030933,3.09E-05,1.48E-05,-3.36175,135.58353
665,15303ID,Diebroud,1,403,1.000016362,1.64E-05,7.51E-06,-3.31531,138.83044
666,15317ID,Tefaro,1,149,1.000005787,5.79E-06,2.20E-06,-2.40719,136.78098
667,15321ID,Tela-Masbuar,1,1441,1.000059577,5.96E-05,2.92E-05,-8.01029,129.68677
668,15325ID,Sou Nama,1,26864,1.001118008,0.001118008,0.000561241,-3.42493,129.48922
669,15345ID,Teor,1,1830,1.000075772,7.58E-05,3.74E-05,-4.73638,131.73834
670,15372ID,Uma' Lasan,1,5330,1.000221487,0.000221487,0.000110616,2.702683,115.881981
671,15408ID,Kamang,1,6916,1.000287516,0.000287516,0.000143805,-8.25758,124.80097
672,15410ID,Manombai,1,10501,1.00043677,0.00043677,0.000218826,-5.99417,134.3191
673,15426ID,Wutung,1,1775,1.000073482,7.35E-05,3.62E-05,-2.778793,140.962045
674,15443ID,Tereweng,1,1124,1.000046379,4.64E-05,2.26E-05,-8.481423,124.280348
675,15474ID,Tidore,1,53634,1.00223252,0.00223252,0.001121436,0.37825,127.63533
676,15527ID,Tofanma,1,306,1.000012323,1.23E-05,5.48E-06,-3.76984,140.61634
677,15537ID,Kopkaka,1,526,1.000021483,2.15E-05,1.01E-05,-4.94429,139.83967
678,15548ID,Tombelala,1,7359,1.00030596,0.00030596,0.000153075,-2.5112,121.91525
679,15550ID,Tomini,1,31540,1.001312683,0.001312683,0.000659092,0.56451,120.88825
680,15617ID,Tugun,1,1872,1.00007752,7.75E-05,3.83E-05,-7.72878,126.71674
681,15620ID,Tukang Besi North,1,169409,1.007052562,0.007052562,0.00354417,-5.7478,123.94804
682,15666ID,Galolen,1,30855,1.001284165,0.001284165,0.000644758,-7.83807,126.49568
683,15705ID,Ulumanda',1,21553,1.000896896,0.000896896,0.000450102,-2.93232,118.98148
684,15736ID,Uruangnirin,1,525,1.000021441,2.14E-05,1.01E-05,-3.45561,132.74311
685,15771ID,Dumo,1,5585,1.000232103,0.000232103,0.000115952,-2.734474,140.912883
686,15817ID,Sou Upaa,1,11061,1.000460085,0.000460085,0.000230544,-3.08143,129.46758
687,15871ID,Warkay-Bipim,1,441,1.000017944,1.79E-05,8.31E-06,-5.78475,138.6346
688,15875ID,Waru,1,549,1.00002244,2.24E-05,1.06E-05,-3.4111,122.0534
689,15891ID,Watubela,1,6214,1.00025829,0.00025829,0.000129115,-4.4781,131.64254
690,15892ID,Batuley,1,4197,1.000174317,0.000174317,8.69E-05,-5.668395,134.78541
691,15907ID,Wemale,1,8486,1.00035288,0.00035288,0.000176659,-3.05663,128.82956
692,15908ID,Wemale,1,8486,1.00035288,0.00035288,0.000176659,-3.29437,128.53837
693,15911ID,Waritai,1,197,1.000007785,7.79E-06,3.20E-06,-3.16196,138.48481
694,15950ID,"Awyu, North",1,2286,1.000094756,9.48E-05,4.69E-05,-5.92181,140.07553
695,15991ID,Yaqay,1,16646,1.000692604,0.000692604,0.000347417,-6.64641,139.2981
696,18378ID,Lola,1,1038,1.000042799,4.28E-05,2.08E-05,-6.32251,134.87928
697,18746ID,Kangean,1,126161,1.005252025,0.005252025,0.002639152,-6.9757,115.34721
698,18950ID,Haji,1,17490,1.000727742,0.000727742,0.000365079,-4.58495,103.97931
699,18951ID,Jofotek-Bromnya,1,246,1.000009825,9.83E-06,4.23E-06,-2.33972,139.49986
700,18953ID,Kwinsu,1,612,1.000025063,2.51E-05,1.19E-05,-2.18149,139.29218
701,18954ID,Nasal,1,3595,1.000149254,0.000149254,7.43E-05,-4.86518,103.57189
702,18955ID,Uma' Lung,1,3817,1.000158496,0.000158496,7.90E-05,2.95898,117.16407
703,18966ID,"Lembata, West",1,9584,1.000398593,0.000398593,0.000199636,-8.50246,123.31517
704,18968ID,Lamalera,1,4794,1.000199172,0.000199172,9.94E-05,-8.54847,123.42843
705,18969ID,Levuka,1,4794,1.000199172,0.000199172,9.94E-05,-8.47339,123.43289
706,18970ID,Lewo Eleng,1,4794,1.000199172,0.000199172,9.94E-05,-8.34007,123.65376
707,19075ID,Kui,1,2823,1.000117113,0.000117113,5.82E-05,-8.38204,124.79122
708,19076ID,Laba,1,3157,1.000131019,0.000131019,6.51E-05,1.66269,127.58328
709,19169ID,Maba,1,12091,1.000502966,0.000502966,0.000252098,0.56609,128.46513
710,19290ID,Alor,1,42867,1.001784259,0.001784259,0.000896124,-8.22117,124.26291
711,19291ID,Awbono,1,488,1.0000199,1.99E-05,9.29E-06,-5.0499,139.67062
712,19295ID,Kehu,1,239,1.000009534,9.53E-06,4.08E-06,-3.15742,136.06005
713,19296ID,"Kanum, Smarky",1,101,1.000003789,3.79E-06,1.19E-06,-8.90091,140.93022
714,19298ID,Reta,1,904,1.00003722,3.72E-05,1.80E-05,-8.321888,124.34122
715,19299ID,Rajong,1,7041,1.000292721,0.000292721,0.000146421,-8.77984,120.70237
716,19300ID,Murkim,1,326,1.000013156,1.32E-05,5.90E-06,-4.15495,140.80586
717,19301ID,Rongga,1,5087,1.00021137,0.00021137,0.000105531,-8.84504,120.70813
718,19302ID,Trimuris,1,411,1.000016695,1.67E-05,7.68E-06,-2.15888,138.0242
719,19303ID,Wae Rana,1,3522,1.000146215,0.000146215,7.28E-05,-8.75299,120.76533
720,19397ID,"Malay, Balinese",1,28911,1.001203231,0.001203231,0.000604077,-8.36912,115.13424
721,19492ID,"Awyu, South",1,12428,1.000516997,0.000516997,0.00025915,-7.11156,139.56904
722,19493ID,Wanggom,1,1581,1.000065405,6.54E-05,3.22E-05,-5.5711,140.16868
723,19495ID,"Awyu, Jair",1,3026,1.000125565,0.000125565,6.24E-05,-6.74928,140.12041
724,19496ID,Mandobo Atas,1,13811,1.000574575,0.000574575,0.000288091,-6.00365,140.51521
725,19534ID,Ketum,1,1189,1.000049085,4.91E-05,2.40E-05,-5.32378,140.62455
726,19535ID,"Malay, Banda",1,4984,1.000207082,0.000207082,0.000103376,-4.556795,129.927119
727,19538ID,Bobongko,1,2035,1.000084307,8.43E-05,4.17E-05,-0.352,121.90144
728,19539ID,Adang,1,3189,1.000132351,0.000132351,6.58E-05,-8.18908,124.45263
729,19540ID,"Muyu, North",1,10530,1.000437977,0.000437977,0.000219432,-5.45666,140.83903
730,19543ID,"Muyu, South",1,5268,1.000218905,0.000218905,0.000109319,-6.01841,140.85042
731,19647ID,Galolen,1,30855,1.001284165,0.001284165,0.000644758,-7.9004,126.37037
732,20996ID,Kaera,1,5847,1.000243011,0.000243011,0.000121435,-8.322921,124.3
733,21003ID,Lewotobi,1,6379,1.00026516,0.00026516,0.000132568,-8.553,122.74
734,21467ID,Bungku,1,42053,1.00175037,0.00175037,0.00087909,-3.198813,122.149638
735,21838ID,Welaun,1,7455,1.000309957,0.000309957,0.000155084,25.24,110.19
736,11946IN,Groma,1,558,1.000022815,2.28E-05,1.08E-05,27.30168378,88.76858935
737,12329IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,27.53032662,78.46122893
738,12558IN,Chilisso,1,3798,1.000157705,0.000157705,7.86E-05,34.46723831,75.02641447
739,12558IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,34.46723831,75.02641447
740,15464IN,Tai Long,1,3134,1.000130061,0.000130061,6.47E-05,26.748738,84.902103
741,16211IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,24.469707,94.066688
742,16230IN,Aranadan,1,269,1.000010783,1.08E-05,4.71E-06,11.56269042,76.20466141
743,16305IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,34.29309215,75.19617217
744,16318IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,28.43320241,74.2997791
745,16367IN,Kaki Ae,1,1011,1.000041674,4.17E-05,2.02E-05,23.53858203,85.76629793
746,16414IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,22.83469672,73.322226
747,16521IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,25.82185845,86.05921479
748,16700IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,16.30710428,75.03339367
749,16718IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,33.37372748,75.29687067
750,16734IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,20.33329933,83.57269488
751,16735IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,33.86814878,74.82961655
752,16879IN,Chilisso,1,3798,1.000157705,0.000157705,7.86E-05,33.6882863,76.35341792
753,16879IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,33.6882863,76.35341792
754,16959IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,33.61706286,76.26561734
755,17019IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,22.875332,88.782938
756,17033IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,25.77450855,93.9395528
757,17161IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,29.29737839,77.32651958
758,17320IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,33.11420681,75.1110982
759,17321IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,33.70468064,76.05857274
760,17379IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,21.25561158,80.568749
761,17487IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,33.69271627,76.43132746
762,17527IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,27.25978048,72.81005763
763,17609IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,28.93903413,78.97201157
764,17667IN,Chilisso,1,3798,1.000157705,0.000157705,7.86E-05,29.87317141,78.19319602
765,17667IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,29.87317141,78.19319602
766,17692IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,30.36817632,78.03124286
767,17727IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,33.988373,75.315841
768,17745IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,21.96298611,87.65047618
769,17928IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,25.11898644,73.2742653
770,18036IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,33.50697537,76.42658204
771,18045IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,18.98433696,74.50301996
772,18084IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,24.249244,88.264717
773,18212IN,"Tamang, Eastern Gorkha",1,123921,1.005158767,0.005158767,0.002592278,26.843851,88.897953
774,18356IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,32.76765182,75.36241355
775,19655IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,28.78589917,78.71666563
776,19955IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,33.32638038,74.98734006
777,20226IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,27.181505,82.899373
778,20235IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,28.75771485,78.47019798
779,20381IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,28.78735279,77.10416051
780,20414IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,32.81479322,75.22304629
781,20421IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,22.10011946,80.84538523
782,20427IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,27.51784716,74.59740151
783,20694IN,Sentinel,1,252,1.000010075,1.01E-05,4.35E-06,11.584306,92.6874
784,21010IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,21.817734,75.614122
785,21012IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,22.317176,73.240601
786,21013IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,21.283043,73.604685
787,21016IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,22.595517,75.298512
788,21017IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,21.743764,74.125751
789,21018IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,21.827788,75.610361
790,21019IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,21.739168,74.123983
791,21021IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,21.014023,75.576971
792,21022IN,Sindhi Bhil,1,80842,1.003365266,0.003365266,0.001690797,21.694425,72.979149
793,21236IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,24.179,88.23
794,21496IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,33.75650005,74.34508171
795,21537IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,29.04256658,79.78943471
796,21558IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,32.672,76.362
797,21815IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,22.72786,88.73683
798,22304IN,Khah,1,28480,1.001185287,0.001185287,0.000595058,33.43915,75.86995
799,12648IR,Khalaj,1,54304,1.002260414,0.002260414,0.001135457,34.42237,50.32223
800,12667IR,Khorasani Turkish,1,980811,1.040833533,0.040833533,0.020523748,37.10927,58.4281
801,12849IR,Kumzari,1,6494,1.000269947,0.000269947,0.000134974,26.873549,56.392409
802,13250IR,Natanzi,1,9118,1.000379192,0.000379192,0.000189885,33.51868,51.90106
803,13262IR,Nayini,1,9069,1.000377152,0.000377152,0.000188859,32.88359,53.08805
804,14973IR,Soi,1,9141,1.000380149,0.000380149,0.000190366,31.85423,54.59641
805,18838IR,Lasgerdi,1,1199,1.000049501,4.95E-05,2.42E-05,35.40041,53.07842
806,18860IR,Shahmirzadi,1,1057,1.00004359,4.36E-05,2.12E-05,35.77796,53.32002
807,18864IR,Sorkhei,1,11956,1.000497346,0.000497346,0.000249273,35.45652,53.21897
808,13754IT,Mocheno,1,2059,1.000085306,8.53E-05,4.22E-05,46.08446,11.28322
809,10212IV,"Aizi, Tiagbamrin",1,14543,1.00060505,0.00060505,0.000303409,5.26624,-4.63987
810,10637IV,Ligbi,1,32940,1.001370969,0.001370969,0.000688389,7.85,-2.8
811,10955IV,"Kulango, Bouna",1,312315,1.013002145,0.013002145,0.006534652,9.17296,-3.07066
812,11248IV,Krobu,1,19399,1.000807219,0.000807219,0.000405027,5.8495,-4.49674
813,11473IV,Daho-Doo,1,7177,1.000298383,0.000298383,0.000149267,5.73489,-7.35734
814,11550IV,"Senoufo, Shempire",1,202877,1.00844593,0.00844593,0.004244528,10.46457,-6.36775
815,11720IV,Ega,1,3991,1.00016574,0.00016574,8.26E-05,5.56026,-5.41755
816,12661IV,Khisa,1,17552,1.000730323,0.000730323,0.000366376,9.74387,-3.83653
817,12898IV,Kodia,1,1640,1.000067862,6.79E-05,3.34E-05,5.46315,-6.28723
818,15848IV,Wan,1,43023,1.001790753,0.001790753,0.000899388,7.80828,-5.80755
819,15855IV,Wane,1,4108,1.000170611,0.000170611,8.50E-05,5.2,-6.4656
820,19378IV,Loma,1,3876,1.000160953,0.000160953,8.02E-05,9.40172,-3.47051
821,20532IV,Kla-Dan,1,34355,1.00142988,0.00142988,0.000718,7.638981,-7.512648
822,21069IV,Guebie,1,8670,1.00036054,0.00036054,0.00018051,6.423097,-5.964102
823,21456IV,Ngen,1,888,1.000036554,3.66E-05,1.77E-05,7.786525,-3.98673
824,22323IV,Goo,1,8203,1.000341098,0.000341098,0.000170737,7.47,-7.49
825,18981IZ,Koy Sanjaq Surat,1,972,1.000040051,4.01E-05,1.94E-05,36.04473,44.63562
826,12629KE,Nubi,1,61651,1.00256629,0.00256629,0.001289202,-1.32184,36.77488
827,18924KE,Olumarama,1,45988,1.001914195,0.001914195,0.000961434,0.21286,34.54713
828,18971KE,Keiyo,1,268383,1.011173131,0.011173131,0.005615322,0.29641,35.50243
829,19917KE,Olukhayo,1,73457,1.003057807,0.003057807,0.001536257,0.44484,34.2759
830,19918KE,Olushisa,1,37531,1.001562106,0.001562106,0.000784461,0.15286,34.57075
831,19919KE,Olumarachi,1,70142,1.002919794,0.002919794,0.001466886,0.34532,34.28737
832,11399KT,"Malay, Cocos Islands",1,2295,1.000095131,9.51E-05,4.71E-05,-10.426294,105.680478
833,19007KV,Albanian Sign Language,1,28955,1.001205063,0.001205063,0.000604998,42.670384,21.166988
834,10243LA,Alak,1,26723,1.001112138,0.001112138,0.000558291,15.55701,106.60577
835,10882LA,Bit,1,3370,1.000139886,0.000139886,6.96E-05,21.39764,102.01086
836,12243LA,Ir,1,6313,1.000262412,0.000262412,0.000131186,15.71087,106.55496
837,12490LA,Kang,1,69657,1.002899603,0.002899603,0.001456737,21.44166,101.91887
838,12503LA,"Katu, Western",1,29856,1.001242574,0.001242574,0.000623853,16.25412835,106.6713125
839,12668LA,Khua,1,10055,1.000418202,0.000418202,0.000209492,17.29717,105.93991
840,12688LA,Kim Mun,1,562825,1.023431588,0.023431588,0.01177688,21.17682,100.78016
841,12706LA,Kiorr,1,4915,1.000204209,0.000204209,0.000101932,20.7418,101.55716
842,12991LA,Laopang,1,13497,1.000561502,0.000561502,0.00028152,20.333614,100.463984
843,13129LA,Aheu,1,2212,1.000091676,9.17E-05,4.54E-05,18.2274,105.00563
844,13375LA,Nguon,1,2311,1.000095797,9.58E-05,4.74E-05,17.8947401,105.487752
845,13749LA,Mlabri,1,495,1.000020192,2.02E-05,9.44E-06,18.64028,101.30568
846,14174LA,Sila,1,4240,1.000176107,0.000176107,8.78E-05,21.14085,101.81608
847,14379LA,Phuan,1,363617,1.015137993,0.015137993,0.007608209,19.56112,103.29542
848,14382LA,Phunoi,1,45542,1.001895627,0.001895627,0.000952101,21.66473,102.15764
849,14442LA,Phong-Kniang,1,32295,1.001344116,0.001344116,0.000674892,19.99111,103.97737
850,14456LA,Phunoi,1,45542,1.001895627,0.001895627,0.000952101,21.38780291,101.9702488
851,14457LA,Phunoi,1,45542,1.001895627,0.001895627,0.000952101,21.22352077,101.9693608
852,14485LA,Puoc,1,43990,1.001831012,0.001831012,0.000919624,20.67061,103.79961
853,14631LA,Saek,1,4042,1.000167864,0.000167864,8.37E-05,17.88428,105.53223
854,14680LA,Samtao,1,14947,1.00062187,0.00062187,0.000311863,20.98434,100.95434
855,14758LA,Sapuan,1,5533,1.000229938,0.000229938,0.000114864,15.337,106.84751
856,15006LA,Sou,1,3372,1.00013997,0.00013997,6.96E-05,14.687,106.53974
857,15186LA,Tai Daeng,1,196576,1.008183601,0.008183601,0.004112672,20.02321,104.53134
858,15194LA,Tai Pao,1,12286,1.000511085,0.000511085,0.000256179,18.56485,104.65507
859,15272LA,Tareng,1,11535,1.000479819,0.000479819,0.000240463,15.48072,107.28091
860,15306LA,Tai Yo,1,4152,1.000172443,0.000172443,8.60E-05,18.197789,104.973929
861,16062LA,Yoy,1,20016,1.000832907,0.000832907,0.000417939,17.53765,105.59668
862,16144LA,Maleng,1,1865,1.000077229,7.72E-05,3.81E-05,17.85613,105.41277
863,16148LA,Nyaw,1,99027,1.004122359,0.004122359,0.00207134,18.319777,103.999119
864,18516LA,Kaduo,1,205987,1.008575408,0.008575408,0.004309609,22.430213,101.749705
