PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
16452,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,11698
16452,IN,hoc,0,Ho,Ho,S,101
16452,IN,jun,0,Juang,Juang,S,4
16452,IN,kan,0,Kannada,Kannada,S,1
16452,IN,kfy,0,Kumaoni,Kumaoni,S,672
16452,IN,khr,0,Kharia,Kharia,S,62
16452,IN,kru,0,Kurux,Kurux,S,89
16452,IN,kxv,0,Kuvi,Kuvi,S,142
16452,IN,mag,0,Magahi,Magahi,S,528731
16452,IN,mai,0,Maithili,Maithili,S,1519
16452,IN,mar,0,Marathi,Marathi,S,64
16452,IN,mkb,0,Mal Paharia,Mal Paharia,S,328
16452,IN,npi,0,Nepali,Nepali,S,3
16452,IN,nst,6169,"Naga, Tangshang","Naga, Tangshang: Tangsa",S,14
16452,IN,ory,0,Odia,Odia,S,293695
16452,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,95
16452,IN,peg,0,Pengo,Pengo,S,44
16452,IN,pwr,0,Powari,Powari,S,15117
16452,IN,sat,0,Santhali,Santhali,S,969
16452,IN,sck,0,Sadri,Sadri,S,1650
16452,IN,srb,0,Sora,Sora,S,270
16452,IN,tel,0,Telugu,Telugu,S,35
16452,IN,unr,0,Mundari,Mundari,S,569
16452,IN,unx,0,Munda,Munda,S,147
16453,IN,bho,0,Bhojpuri,Bhojpuri,S,52
16453,IN,gbm,0,Garhwali,Garhwali,S,2373
16453,IN,hin,0,Hindi,Hindi,P,30183
16453,IN,kfy,0,Kumaoni,Kumaoni,S,540
16454,IN,awa,0,Awadhi,Awadhi,S,230
16454,IN,ben,0,Bengali,Bengali,S,1021
16454,IN,bfy,0,Bagheli,Bagheli,S,9600
16454,IN,bho,0,Bhojpuri,Bhojpuri,S,160150
16454,IN,gbm,0,Garhwali,Garhwali,S,390
16454,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,40
16454,IN,guj,0,Gujarati,Gujarati,S,34
16454,IN,hin,0,Hindi,Hindi,P,197509
16454,IN,hlb,0,Halbi,Halbi,S,6
16454,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,3444
16454,IN,kfp,0,Korwa,Korwa,S,8
16454,IN,kru,0,Kurux,Kurux,S,42
16454,IN,mar,0,Marathi,Marathi,S,5
16454,IN,ory,0,Odia,Odia,S,20
16454,IN,tel,0,Telugu,Telugu,S,4
16455,IN,ahr,0,Ahirani,Ahirani,S,320
16455,IN,bgw,0,Bhatri,Bhatri,S,185
16455,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,740
16455,IN,guj,0,Gujarati,Gujarati,S,680
16455,IN,hin,0,Hindi,Hindi,S,37735
16455,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,27119
16455,IN,kan,0,Kannada,Kannada,S,279
16455,IN,knn,0,Konkani,Konkani,S,10
16455,IN,mar,0,Marathi,Marathi,P,289379
16455,IN,mup,0,Malvi,Malvi,S,70
16455,IN,noe,0,Nimadi,Nimadi,S,360
16455,IN,ory,0,Odia,Odia,S,295
16455,IN,tel,0,Telugu,Telugu,S,1078
16456,IN,hin,0,Hindi,Hindi,P,661
16456,IN,kfs,0,Bilaspuri,Bilaspuri,S,445
16457,IN,anp,0,Angika,Angika,S,420
16457,IN,asm,0,Assamese,Assamese,S,60
16457,IN,ben,0,Bengali,Bengali,S,73238
16457,IN,bfy,0,Bagheli,Bagheli,S,4770
16457,IN,bho,0,Bhojpuri,Bhojpuri,P,453930
16457,IN,dso,0,Desiya,Desiya,S,30
16457,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,24
16457,IN,hin,0,Hindi,Hindi,S,380505
16457,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,80
16457,IN,kan,0,Kannada,Kannada,S,152
16457,IN,mag,0,Magahi,Magahi,S,17878
16457,IN,mai,0,Maithili,Maithili,S,51450
16457,IN,ory,0,Odia,Odia,S,1760
16457,IN,trp,0,Kok Borok,Kok Borok,S,370
16458,IN,kan,0,Kannada,Kannada,S,7
16458,IN,mar,0,Marathi,Marathi,S,125
16458,IN,tel,0,Telugu,Telugu,P,15594
16461,IN,adi,0,Adi,Adi,S,28
16461,IN,asm,0,Assamese,Assamese,S,2101
16461,IN,ben,0,Bengali,Bengali,S,1942
16461,IN,bhb,0,Bhili,Bhili,S,65
16461,IN,bho,0,Bhojpuri,Bhojpuri,S,15
16461,IN,biy,0,Birhor,Birhor,P,7338
16461,IN,brx,0,Boro,Boro,S,6
16461,IN,dgo,0,Dogri,Dogri,S,1
16461,IN,esg,0,"Gondi, Aheri","Gondi, Aheri",S,6
16461,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,2
16461,IN,guj,0,Gujarati,Gujarati,S,44
16461,IN,hin,0,Hindi,Hindi,S,3547
16461,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,635
16461,IN,hoc,0,Ho,Ho,S,555
16461,IN,khr,0,Kharia,Kharia,S,33
16461,IN,kru,0,Kurux,Kurux,S,38
16461,IN,mai,0,Maithili,Maithili,S,60
16461,IN,mar,0,Marathi,Marathi,S,237
16461,IN,npi,0,Nepali,Nepali,S,68
16461,IN,ort,0,"Oriya, Adivasi","Oriya, Adivasi",S,390
16461,IN,ory,0,Odia,Odia,S,280
16461,IN,sat,0,Santhali,Santhali,S,1777
16461,IN,sck,0,Sadri,Sadri,S,448
16461,IN,tam,0,Tamil,Tamil,S,2
16461,IN,tel,0,Telugu,Telugu,S,13
16461,IN,unr,0,Mundari,Mundari,S,815
16461,IN,unx,0,Munda,Munda,S,232
16462,IN,dgo,0,Dogri,Dogri,P,640
16462,IN,kas,0,Kashmiri,Kashmiri,S,285
16462,IN,urd,0,Urdu,Urdu,S,75
16463,IN,asm,0,Assamese,Assamese,S,270
16463,IN,ben,0,Bengali,Bengali,S,329
16463,IN,bhb,0,Bhili,Bhili,S,1
16463,IN,bho,0,Bhojpuri,Bhojpuri,S,65
16463,IN,bix,0,Bijori,Bijori,P,7377
16463,IN,brx,0,Boro,Boro,S,2
16463,IN,hin,0,Hindi,Hindi,S,2681
16463,IN,kru,0,Kurux,Kurux,S,1
16463,IN,mag,0,Magahi,Magahi,S,54
16463,IN,mar,0,Marathi,Marathi,S,37
16463,IN,ory,0,Odia,Odia,S,3555
16463,IN,sat,0,Santhali,Santhali,S,97
16463,IN,unr,0,Mundari,Mundari,S,22
16463,IN,unx,0,Munda,Munda,S,189
16463,IN,urd,0,Urdu,Urdu,S,12
16464,IN,ben,0,Bengali,Bengali,S,1000
16464,IN,bgc,0,Haryanvi,Haryanvi,S,8390
16464,IN,bgq,0,Bagri,Bagri,S,30450
16464,IN,dhd,0,Dhundari,Dhundari,S,15940
16464,IN,guj,0,Gujarati,Gujarati,S,917
16464,IN,hin,0,Hindi,Hindi,P,297543
16464,IN,mtr,0,Mewari,Mewari,S,2290
16464,IN,ory,0,Odia,Odia,S,97563
16464,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,7570
16464,IN,rwr,0,Marwari,Marwari,S,198293
16464,IN,swv,0,Shekhawati,Shekhawati,S,1870
16464,IN,wbr,0,Wagdi,Wagdi,S,330
16464,IN,xnr,0,Kangri,Kangri,S,330
16466,IN,gbm,0,Garhwali,Garhwali,S,80
16466,IN,urd,0,Urdu,Urdu,P,7805
16467,IN,ben,0,Bengali,Bengali,P,5653
16471,IN,ben,0,Bengali,Bengali,S,37
16471,IN,brx,0,Boro,Boro,S,2
16471,IN,eng,0,English,English,S,16
16471,IN,gbj,0,"Gadaba, Bodo","Gadaba, Bodo",S,5
16471,IN,gdb,0,"Gadaba, Pottangi Ollar","Gadaba, Pottangi Ollar",S,2
16471,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,9
16471,IN,guj,0,Gujarati,Gujarati,S,3
16471,IN,hin,0,Hindi,Hindi,S,3774
16471,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,2369
16471,IN,hoc,0,Ho,Ho,S,708
16471,IN,kff,0,Koya,Koya,S,7
16471,IN,kfq,0,Korku,Korku,S,3
16471,IN,kha,0,Khasi,Khasi,S,2
16471,IN,khr,0,Kharia,Kharia,S,67
16471,IN,kru,0,Kurux,Kurux,S,196
16471,IN,kxv,0,Kuvi,Kuvi,S,253
16471,IN,lus,0,Mizo,Mizo,S,21
16471,IN,mar,0,Marathi,Marathi,S,5
16471,IN,mhu,0,Digaro-Mishmi,Digaro-Mishmi,S,3
16471,IN,mjw,0,Karbi,Karbi,S,4
16471,IN,mrg,0,Mising,Mising,S,2
16471,IN,nbi,0,"Naga, Mao","Naga, Mao",S,9
16471,IN,njn,0,"Naga, Liangmai","Naga, Liangmai",S,2
16471,IN,nst,6169,"Naga, Tangshang","Naga, Tangshang: Tangsa",S,2
16471,IN,onp,0,Sartang,Sartang,S,4
16471,IN,ory,0,Odia,Odia,P,84090
16471,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,30
16471,IN,peg,0,Pengo,Pengo,S,30
16471,IN,san,0,Sanskrit,Sanskrit,S,4
16471,IN,sat,0,Santhali,Santhali,S,7
16471,IN,tam,0,Tamil,Tamil,S,13
16471,IN,tel,0,Telugu,Telugu,S,21
16471,IN,unr,0,Mundari,Mundari,S,16284
16471,IN,unx,0,Munda,Munda,S,29174
16471,IN,urd,0,Urdu,Urdu,S,10
16473,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,590
16473,IN,kan,0,Kannada,Kannada,P,604279
16473,IN,knn,0,Konkani,Konkani,S,1400
16473,IN,mar,0,Marathi,Marathi,S,4120
16473,IN,tam,0,Tamil,Tamil,S,6145
16473,IN,tcy,0,Tulu,Tulu,S,13560
16473,IN,tel,0,Telugu,Telugu,S,122245
16475,IN,gbm,0,Garhwali,Garhwali,S,244
16475,IN,guj,0,Gujarati,Gujarati,P,24328
16475,IN,hin,0,Hindi,Hindi,S,5196
16475,IN,kfy,0,Kumaoni,Kumaoni,S,33
16478,IN,guj,0,Gujarati,Gujarati,P,18120
16478,IN,hin,0,Hindi,Hindi,S,1100
16478,IN,kfr,0,Kacchi,Kacchi,S,3749
16478,IN,mar,0,Marathi,Marathi,S,2410
16480,IN,ben,0,Bengali,Bengali,P,4250
16481,IN,hin,0,Hindi,Hindi,P,6630
16481,IN,mup,0,Malvi,Malvi,S,900
16484,IN,bhb,0,Bhili,Bhili,P,49001
16484,IN,dhd,0,Dhundari,Dhundari,S,93
16484,IN,guj,0,Gujarati,Gujarati,S,83
16484,IN,hin,0,Hindi,Hindi,S,4520
16484,IN,hoj,18802,Haroti,Haroti: Harauti,S,63
16484,IN,kfp,0,Korwa,Korwa,S,3
16484,IN,khn,0,Khandesi,Khandesi,S,47
16484,IN,mar,0,Marathi,Marathi,S,88
16484,IN,mtr,0,Mewari,Mewari,S,20418
16484,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,542
16484,IN,rwr,0,Marwari,Marwari,S,401
16484,IN,wbr,0,Wagdi,Wagdi,S,32246
16485,IN,hin,0,Hindi,Hindi,P,2014
16485,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,1
16485,IN,mup,0,Malvi,Malvi,S,375
16487,IN,awa,0,Awadhi,Awadhi,S,1881
16487,IN,ben,0,Bengali,Bengali,S,172
16487,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,437
16487,IN,bgc,0,Haryanvi,Haryanvi,S,220
16487,IN,bgq,0,Bagri,Bagri,S,18
16487,IN,bho,0,Bhojpuri,Bhojpuri,S,18
16487,IN,bht,0,Bhattiyali,Bhattiyali,S,40
16487,IN,bjj,0,Kanauji,Kanauji,S,3448
16487,IN,cdh,0,Chambeali,Chambeali,S,90
16487,IN,gbm,0,Garhwali,Garhwali,S,1427
16487,IN,hin,0,Hindi,Hindi,P,50491
16487,IN,kfs,0,Bilaspuri,Bilaspuri,S,380
16487,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,50
16487,IN,kfy,0,Kumaoni,Kumaoni,S,10318
16487,IN,mjl,0,Mandeali,Mandeali,S,231
16487,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,3216
16487,IN,srx,0,Sirmauri,Sirmauri,S,380
16487,IN,xnr,0,Kangri,Kangri,S,677
16488,IN,gbm,0,Garhwali,Garhwali,S,50
16488,IN,urd,0,Urdu,Urdu,P,955
16489,IN,asm,0,Assamese,Assamese,S,205
16489,IN,ben,0,Bengali,Bengali,S,4120
16489,IN,bhb,0,Bhili,Bhili,S,25
16489,IN,bix,0,Bijori,Bijori,S,5165
16489,IN,eng,0,English,English,S,2
16489,IN,esg,0,"Gondi, Aheri","Gondi, Aheri",S,10
16489,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,105
16489,IN,guj,0,Gujarati,Gujarati,S,8
16489,IN,hin,0,Hindi,Hindi,P,79201
16489,IN,hlb,0,Halbi,Halbi,S,28
16489,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,47255
16489,IN,hoc,0,Ho,Ho,S,25
16489,IN,kan,0,Kannada,Kannada,S,29
16489,IN,kdq,0,Koch,Koch,S,4
16489,IN,kff,0,Koya,Koya,S,6
16489,IN,kfq,0,Korku,Korku,S,2
16489,IN,khr,0,Kharia,Kharia,S,95
16489,IN,kru,0,Kurux,Kurux,S,1226
16489,IN,mag,0,Magahi,Magahi,S,4
16489,IN,mal,0,Malayalam,Malayalam,S,6
16489,IN,mar,0,Marathi,Marathi,S,19143
16489,IN,mjw,0,Karbi,Karbi,S,11
16489,IN,mkb,0,Mal Paharia,Mal Paharia,S,1
16489,IN,ory,0,Odia,Odia,S,18904
16489,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,73
16489,IN,pci,0,Duruwa,Duruwa,S,8
16489,IN,sat,0,Santhali,Santhali,S,37
16489,IN,sck,0,Sadri,Sadri,S,1480
16489,IN,tam,0,Tamil,Tamil,S,3
16489,IN,tel,0,Telugu,Telugu,S,13
16489,IN,unr,0,Mundari,Mundari,S,1067
16489,IN,unx,0,Munda,Munda,S,19
16489,IN,urd,0,Urdu,Urdu,S,1
16491,IN,kfr,0,Kacchi,Kacchi,S,50
16491,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,108
16491,IN,urd,0,Urdu,Urdu,S,20
16491,IN,xnr,0,Kangri,Kangri,S,7
16492,IN,adi,0,Adi,Adi,S,276
16492,IN,asm,0,Assamese,Assamese,S,497062
16492,IN,ben,0,Bengali,Bengali,S,26610
16492,IN,bhb,0,Bhili,Bhili,S,58
16492,IN,bod,0,"Tibetan, Central","Tibetan, Central",S,16
16492,IN,brx,0,Boro,Boro,P,1040621
16492,IN,der,0,Deori,Deori,S,135
16492,IN,dgo,0,Dogri,Dogri,S,1
16492,IN,dis,0,Dimasa,Dimasa,S,58
16492,IN,eng,0,English,English,S,131
16492,IN,gau,0,"Gadaba, Mudhili","Gadaba, Mudhili",S,1
16492,IN,grt,0,Garo,Garo,S,689
16492,IN,hin,0,Hindi,Hindi,S,1627
16492,IN,kdq,0,Koch,Koch,S,1
16492,IN,kfa,0,Kodava,Kodava,S,1
16492,IN,kha,0,Khasi,Khasi,S,102
16492,IN,kru,0,Kurux,Kurux,S,80
16492,IN,kxv,0,Kuvi,Kuvi,S,7
16492,IN,lax,0,Tiwa,Tiwa,S,51
16492,IN,lus,0,Mizo,Mizo,S,13
16492,IN,mal,0,Malayalam,Malayalam,S,14
16492,IN,mar,0,Marathi,Marathi,S,79
16492,IN,mhu,0,Digaro-Mishmi,Digaro-Mishmi,S,14
16492,IN,mjw,0,Karbi,Karbi,S,88
16492,IN,mni,0,Meitei,Meitei,S,1
16492,IN,mrg,0,Mising,Mising,S,517
16492,IN,nbi,0,"Naga, Mao","Naga, Mao",S,12
16492,IN,njm,0,"Naga, Angami","Naga, Angami",S,4
16492,IN,njo,0,"Naga, Ao","Naga, Ao",S,654
16492,IN,nkf,14523,"Naga, Inpui","Naga, Inpui: Naga, Kabui",S,3
16492,IN,npi,0,Nepali,Nepali,S,102
16492,IN,nst,6169,"Naga, Tangshang","Naga, Tangshang: Tangsa",S,8
16492,IN,ory,0,Odia,Odia,S,2
16492,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,4
16492,IN,pci,0,Duruwa,Duruwa,S,3
16492,IN,pck,0,"Chin, Paite","Chin, Paite",S,2
16492,IN,rah,0,Rabha,Rabha,S,997
16492,IN,sat,0,Santhali,Santhali,S,238
16492,IN,sip,0,Sikkimese,Sikkimese,S,2
16492,IN,tam,0,Tamil,Tamil,S,46
16492,IN,tcy,0,Tulu,Tulu,S,9
16492,IN,tel,0,Telugu,Telugu,S,3
16492,IN,trp,0,Kok Borok,Kok Borok,S,5
16492,IN,unr,0,Mundari,Mundari,S,1
16492,IN,unx,0,Munda,Munda,S,53
16492,IN,xac,0,Kachari,Kachari,S,1845
16494,IN,eng,0,English,English,S,400
16494,IN,guj,0,Gujarati,Gujarati,P,1094769
16494,IN,kfr,0,Kacchi,Kacchi,S,3375
16494,IN,knn,0,Konkani,Konkani,S,5740
16494,IN,mup,0,Malvi,Malvi,S,300
16494,IN,noe,0,Nimadi,Nimadi,S,160
16494,IN,saz,0,Saurashtra,Saurashtra,S,910
16494,IN,urd,0,Urdu,Urdu,S,120
16496,IN,bgw,0,Bhatri,Bhatri,S,100
16496,IN,dso,0,Desiya,Desiya,S,470
16496,IN,ory,0,Odia,Odia,P,13230
16496,IN,peg,0,Pengo,Pengo,S,740
16496,IN,uki,0,Kui,Kui,S,90
16499,IN,adi,6680,Adi,Adi: Bokar,P,4643
16499,IN,njz,0,Nyishi,Nyishi,S,3
16500,IN,ben,0,Bengali,Bengali,S,12
16500,IN,bjj,0,Kanauji,Kanauji,S,44
16500,IN,dgo,0,Dogri,Dogri,S,1
16500,IN,gbm,0,Garhwali,Garhwali,S,615
16500,IN,hin,0,Hindi,Hindi,S,1426
16500,IN,kfy,0,Kumaoni,Kumaoni,S,466
16500,IN,npi,0,Nepali,Nepali,S,24
16500,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,12
16500,IN,sip,0,Sikkimese,Sikkimese,S,7
16500,IN,tkb,0,Buksa,Buksa,P,56411
16500,IN,urd,0,Urdu,Urdu,S,8
16501,IN,ory,0,Odia,Odia,P,2332
16502,IN,ory,0,Odia,Odia,P,27054
16505,IN,bns,0,Bundeli,Bundeli,S,5
16505,IN,hin,0,Hindi,Hindi,S,20
16505,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,20
16505,IN,ory,0,Odia,Odia,S,1045
16505,IN,tam,0,Tamil,Tamil,S,20
16505,IN,tel,0,Telugu,Telugu,P,1356
16506,IN,ory,0,Odia,Odia,P,586
16507,IN,bjj,0,Kanauji,Kanauji,S,1
16507,IN,gbm,0,Garhwali,Garhwali,S,23
16507,IN,hin,0,Hindi,Hindi,P,4583
16507,IN,kfy,0,Kumaoni,Kumaoni,S,11
16510,IN,adi,0,Adi,Adi,P,3302
16510,IN,ben,0,Bengali,Bengali,S,1
16510,IN,brx,0,Boro,Boro,S,43
16510,IN,hin,0,Hindi,Hindi,S,2
16510,IN,mrg,0,Mising,Mising,S,10
16510,IN,njz,0,Nyishi,Nyishi,S,2
16510,IN,npi,0,Nepali,Nepali,S,2
16511,IN,ory,0,Odia,Odia,P,6198
16513,IN,hin,0,Hindi,Hindi,P,2615
16518,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,1870
16518,IN,hin,0,Hindi,Hindi,S,10
16518,IN,kan,0,Kannada,Kannada,S,416673
16518,IN,knn,0,Konkani,Konkani,S,6165
16518,IN,mal,0,Malayalam,Malayalam,S,2680
16518,IN,mar,0,Marathi,Marathi,S,1865
16518,IN,ory,0,Odia,Odia,S,520
16518,IN,tam,0,Tamil,Tamil,S,653240
16518,IN,tcy,0,Tulu,Tulu,S,1020
16518,IN,tel,0,Telugu,Telugu,P,2965773
16520,IN,bfw,0,Bondo,Bondo,P,9249
16520,IN,hin,0,Hindi,Hindi,S,2
16520,IN,kxv,0,Kuvi,Kuvi,S,29
16520,IN,ort,0,"Oriya, Adivasi","Oriya, Adivasi",S,72
16520,IN,ory,0,Odia,Odia,S,2830
16520,IN,peg,0,Pengo,Pengo,S,41
16520,IN,sat,0,Santhali,Santhali,S,23
16520,IN,tel,0,Telugu,Telugu,S,90
16520,IN,uki,0,Kui,Kui,S,3
16520,IN,unx,0,Munda,Munda,S,28
16521,IN,ahr,0,Ahirani,Ahirani,S,21130
16521,IN,anp,0,Angika,Angika,S,51490
16521,IN,asm,0,Assamese,Assamese,S,607570
16521,IN,awa,0,Awadhi,Awadhi,S,670990
16521,IN,ben,0,Bengali,Bengali,S,3044155
16521,IN,bfq,0,Badaga,Badaga,S,655
16521,IN,bft,0,Balti,Balti,S,620
16521,IN,bfy,0,Bagheli,Bagheli,S,102340
16521,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,44040
16521,IN,bgc,0,Haryanvi,Haryanvi,S,178800
16521,IN,bgq,0,Bagri,Bagri,S,96370
16521,IN,bgw,0,Bhatri,Bhatri,S,95
16521,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,1645
16521,IN,bho,0,Bhojpuri,Bhojpuri,S,1683633
16521,IN,bht,0,Bhattiyali,Bhattiyali,S,17240
16521,IN,bjj,0,Kanauji,Kanauji,S,591730
16521,IN,bns,0,Bundeli,Bundeli,S,192995
16521,IN,bra,0,Braj Bhasha,Braj Bhasha,S,46865
16521,IN,cdh,0,Chambeali,Chambeali,S,11270
16521,IN,cdj,0,Churahi,Churahi,S,21720
16521,IN,dgo,0,Dogri,Dogri,S,381833
16521,IN,dhd,0,Dhundari,Dhundari,S,611250
16521,IN,dhn,0,Dangi,Dangi,S,30
16521,IN,drd,0,Darmiya,Darmiya,S,260
16521,IN,dso,0,Desiya,Desiya,S,650
16521,IN,eng,0,English,English,S,7790
16521,IN,gbm,0,Garhwali,Garhwali,S,460858
16521,IN,gju,0,Gujari,Gujari,S,580
16521,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,245900
16521,IN,guj,0,Gujarati,Gujarati,S,2235392
16521,IN,hca,0,Andaman Hindi Creole,Andaman Hindi Creole,S,490
16521,IN,hin,0,Hindi,Hindi,P,29408775
16521,IN,hkh,0,Khah,Khah,S,4200
16521,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,219139
16521,IN,hns,0,"Hindustani, Sarnami","Hindustani, Sarnami",S,100
16521,IN,hoj,0,Haroti,Haroti,S,75635
16521,IN,idb,0,Indo-Portuguese,Indo-Portuguese,S,40
16521,IN,jnl,0,Rawat,Rawat,S,820
16521,IN,kan,0,Kannada,Kannada,S,1834244
16521,IN,kas,0,Kashmiri,Kashmiri,S,433410
16521,IN,kfa,0,Kodava,Kodava,S,960
16521,IN,kfk,0,Kinnauri,Kinnauri,S,2270
16521,IN,kfr,0,Kacchi,Kacchi,S,32670
16521,IN,kfs,0,Bilaspuri,Bilaspuri,S,41140
16521,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,5220
16521,IN,kfy,0,Kumaoni,Kumaoni,S,459520
16521,IN,khn,0,Khandesi,Khandesi,S,27870
16521,IN,knn,0,Konkani,Konkani,S,375918
16521,IN,kxp,0,"Koli, Wadiyari","Koli, Wadiyari",S,720
16521,IN,lbj,0,Ladakhi,Ladakhi,S,1585
16521,IN,mag,0,Magahi,Magahi,S,157300
16521,IN,mai,0,Maithili,Maithili,S,917412
16521,IN,mal,0,Malayalam,Malayalam,S,570543
16521,IN,mar,0,Marathi,Marathi,S,3076588
16521,IN,mjl,0,Mandeali,Mandeali,S,65120
16521,IN,mni,0,Meitei,Meitei,S,3560
16521,IN,mtr,0,Mewari,Mewari,S,167935
16521,IN,mup,0,Malvi,Malvi,S,180082
16521,IN,noe,0,Nimadi,Nimadi,S,48590
16521,IN,npi,0,Nepali,Nepali,S,74792
16521,IN,ory,0,Odia,Odia,S,1551602
16521,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,541920
16521,IN,peg,0,Pengo,Pengo,S,120
16521,IN,pgg,0,Pangwali,Pangwali,S,660
16521,IN,phr,3362,Pahari-Potwari,Pahari-Potwari: Poonch,S,220
16521,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,1100
16521,IN,rwr,0,Marwari,Marwari,S,957511
16521,IN,san,0,Sanskrit,Sanskrit,S,22954
16521,IN,sat,0,Santhali,Santhali,S,735
16521,IN,saz,0,Saurashtra,Saurashtra,S,135015
16521,IN,sck,0,Sadri,Sadri,S,2720
16521,IN,sip,0,Sikkimese,Sikkimese,S,10
16521,IN,skr,0,Saraiki,Saraiki,S,1100
16521,IN,snd,0,Sindhi,Sindhi,S,60815
16521,IN,spt,0,Spiti Bhoti,Spiti Bhoti,S,20
16521,IN,spv,0,Sambalpuri,Sambalpuri,S,4905
16521,IN,srx,0,Sirmauri,Sirmauri,S,3120
16521,IN,swv,0,Shekhawati,Shekhawati,S,276070
16521,IN,syl,0,Sylheti,Sylheti,S,1940
16521,IN,tam,0,Tamil,Tamil,S,2169847
16521,IN,tcy,0,Tulu,Tulu,S,158235
16521,IN,tel,0,Telugu,Telugu,S,3443352
16521,IN,trp,0,Kok Borok,Kok Borok,S,3785
16521,IN,unr,3302,Mundari,Mundari: Bhumij,S,80
16521,IN,wbr,0,Wagdi,Wagdi,S,8490
16521,IN,xnr,0,Kangri,Kangri,S,146920
16523,IN,guj,0,Gujarati,Gujarati,P,226804
16523,IN,hin,0,Hindi,Hindi,S,24308
16523,IN,knn,0,Konkani,Konkani,S,3790
16523,IN,mar,0,Marathi,Marathi,S,1670
16523,IN,noe,0,Nimadi,Nimadi,S,150
16523,IN,saz,0,Saurashtra,Saurashtra,S,1768
16524,IN,bft,0,Balti,Balti,S,220
16524,IN,bkk,0,Brokskat,Brokskat,P,40070
16524,IN,lbj,0,Ladakhi,Ladakhi,S,868
16524,IN,prx,0,Purig,Purig,S,7420
16525,IN,bgq,0,Bagri,Bagri,S,180
16525,IN,dhd,0,Dhundari,Dhundari,S,1510
16525,IN,eng,0,English,English,S,90
16525,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,44810
16525,IN,guj,0,Gujarati,Gujarati,S,73762
16525,IN,hin,0,Hindi,Hindi,S,20025
16525,IN,hoj,18802,Haroti,Haroti: Harauti,S,150
16525,IN,idb,0,Indo-Portuguese,Indo-Portuguese,S,40
16525,IN,kan,0,Kannada,Kannada,S,5543
16525,IN,kfr,0,Kacchi,Kacchi,S,620
16525,IN,knn,0,Konkani,Konkani,S,7970
16525,IN,mar,0,Marathi,Marathi,P,110496
16525,IN,mtr,0,Mewari,Mewari,S,340
16525,IN,rwr,0,Marwari,Marwari,S,4820
16525,IN,snd,0,Sindhi,Sindhi,S,6989
16525,IN,swv,0,Shekhawati,Shekhawati,S,170
16528,IN,dgo,0,Dogri,Dogri,S,881
16528,IN,gju,0,Gujari,Gujari,S,1050
16528,IN,hin,0,Hindi,Hindi,S,5323
16528,IN,kas,0,Kashmiri,Kashmiri,P,8938
16528,IN,lbj,0,Ladakhi,Ladakhi,S,20
16529,IN,ory,0,Odia,Odia,P,2221
16530,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,350
16530,IN,kan,0,Kannada,Kannada,P,1933
16530,IN,mal,0,Malayalam,Malayalam,S,4
16530,IN,tam,0,Tamil,Tamil,S,115
16530,IN,tcy,0,Tulu,Tulu,S,650
16533,IN,eng,0,English,English,S,30
16533,IN,guj,0,Gujarati,Gujarati,S,3179
16533,IN,hin,0,Hindi,Hindi,S,2700
16533,IN,kan,0,Kannada,Kannada,S,150
16533,IN,khn,0,Khandesi,Khandesi,S,680
16533,IN,mar,0,Marathi,Marathi,P,20855
