PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
19207,SZ,aln,0,"Albanian, Gheg","Albanian, Gheg",P,110221
19211,SZ,gsw,0,"German, Swiss","German, Swiss",S,
19211,SZ,hin,0,Hindi,Hindi,S,
19211,SZ,sin,0,Sinhala,Sinhala,P,
19211,SZ,urd,0,Urdu,Urdu,S,
19223,SZ,por,0,Portuguese,Portuguese,P,22536
19314,SZ,prs,0,Dari,Dari,P,18960
21846,SZ,gsw,0,"German, Swiss","German, Swiss",P,18525
11140,TD,eng,0,English,English,P,11762
11234,TD,fra,0,French,French,P,4360
11871,TD,deu,0,"German, Standard","German, Standard",P,2808
12057,TD,yue,0,"Chinese, Yue","Chinese, Yue",P,7122
14449,TD,por,0,Portuguese,Portuguese,P,2794
14771,TD,eng,0,English,English,P,
14771,TD,hns,10639,"Hindustani, Sarnami","Hindustani, Sarnami: Trinidad Bhojpuri",S,
15077,TD,spa,0,Spanish,Spanish,P,4258
15086,TD,acf,0,Lesser Antillean French Creole,Lesser Antillean French Creole,P,4091
15152,TD,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,2942
15578,TD,eng,0,English,English,P,756300
15579,TD,trf,0,Trinidadian English Creole,Trinidadian English Creole,P,10058
15741,TD,eng,0,English,English,P,2840
19007,TD,lst,0,Trinidad and Tobago Sign Language,Trinidad and Tobago Sign Language,P,7034
19576,TD,tgh,0,Tobagonian English Creole,Tobagonian English Creole,P,41234
10223,TH,ahk,0,Akha,Akha,P,58914
10326,TH,eng,0,English,English,P,
10329,TH,eng,0,English,English,P,749
10790,TH,ben,7966,Bengali,Bengali: Siripuria,P,34910
10881,TH,bzi,0,Bisu,Bisu,P,734
10892,TH,blk,0,Pa'o,Pa'o,P,
11029,TH,mya,0,Burmese,Burmese,P,207525
11140,TH,eng,0,English,English,P,44135
11164,TH,eng,0,English,English,P,57742
11234,TH,fra,0,French,French,P,13955
11277,TH,nod,0,"Thai, Northern","Thai, Northern",S,
11277,TH,sou,0,"Thai, Southern","Thai, Southern",S,
11277,TH,tha,0,Thai,Thai,P,
11277,TH,tts,0,"Thai, Northeastern","Thai, Northeastern",S,
11343,TH,cmn,8839,"Chinese, Mandarin","Chinese, Mandarin: Xinan Guanhua",S,
11343,TH,mnp,0,"Chinese, Min Bei","Chinese, Min Bei",P,
11344,TH,nan,0,"Chinese, Min Nan","Chinese, Min Nan",P,1507097
11359,TH,rhg,0,Rohingya,Rohingya,P,5020
11366,TH,cog,0,Chong,Chong,P,2026
11686,TH,bru,0,"Bru, Eastern","Bru, Eastern",P,25522
12053,TH,nan,6466,"Chinese, Min Nan","Chinese, Min Nan: Hokkien",P,8231
12054,TH,hak,0,"Chinese, Hakka","Chinese, Hakka",P,79516
12057,TH,yue,0,"Chinese, Yue","Chinese, Yue",P,39760
12106,TH,hin,0,Hindi,Hindi,P,23049
12111,TH,kkh,0,Khun,Khun,P,7022
12112,TH,mww,0,Hmong Daw,Hmong Daw,P,36230
12140,TH,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,88852
12289,TH,ium,0,Iu Mien,Iu Mien,P,45108
12309,TH,jhi,0,Jehai,Jehai,P,157
12322,TH,jpn,0,Japanese,Japanese,P,70982
12587,TH,kyu,0,"Kayah, Western","Kayah, Western",P,21974
12602,TH,meo,0,"Malay, Kedah","Malay, Kedah",P,1024
12649,TH,lbn,0,Rmeet,Rmeet,P,
12662,TH,khm,0,Khmer,Khmer,P,64959
12665,TH,blr,0,Blang,Blang,P,1385
12666,TH,nod,0,"Thai, Northern","Thai, Northern",P,
12666,TH,tha,0,Thai,Thai,S,
12700,TH,vie,2,Vietnamese,Vietnamese: South,P,122699
12701,TH,knq,0,Kintaq,Kintaq,P,143
12795,TH,kor,0,Korean,Korean,P,
12949,TH,lhu,85,Lahu,Lahu: Na,P,
12989,TH,lao,0,Lao,Lao,P,60591
12990,TH,soa,0,Thai Song,Thai Song,P,36116
13076,TH,lis,0,Lisu,Lisu,P,
13128,TH,xxx,0,Unknown,Language unknown,P,7022
13129,TH,thm,0,Aheu,Aheu,P,1578
13749,TH,mra,0,Mlabri,Mlabri,P,406
13769,TH,mwt,0,Moken,Moken,P,2108
13772,TH,mkm,0,Moklen,Moklen,P,4474
13845,TH,mpz,0,Mpi,Mpi,P,1556
14077,TH,cbn,0,Nyahkur,Nyahkur,P,1614
14094,TH,nyl,0,Nyeu,Nyeu,P,213
14178,TH,pce,0,"Palaung, Ruching","Palaung, Ruching",P,6234
14196,TH,sin,345,Sinhala,Sinhala: Sinhalese,P,
14250,TH,pdu,0,Kayan,Kayan,P,2799
14343,TH,mfa,0,"Malay, Pattani","Malay, Pattani",P,1533069
14377,TH,prt,0,Prai,Prai,P,20577
14379,TH,phu,0,Phuan,Phuan,P,209653
14383,TH,pht,0,Phu Thai,Phu Thai,P,492681
14483,TH,pan,761,"Punjabi, Eastern","Punjabi, Eastern: Punjabi",P,
14485,TH,puo,0,Puoc,Puoc,P,3608
14490,TH,kjt,0,"Karen, Phrae Pwo","Karen, Phrae Pwo",P,6301
14532,TH,eky,0,"Kayah, Eastern","Kayah, Eastern",P,18736
14533,TH,bwe,0,"Karen, Bwe","Karen, Bwe",P,2164
14631,TH,skb,0,Saek,Saek,P,
14839,TH,kns,0,Kensiu,Kensiu,P,
14881,TH,ksw,0,"Karen, S'gaw","Karen, S'gaw",P,211202
14966,TH,sss,0,So,So,P,
15067,TH,sou,0,"Thai, Southern","Thai, Southern",P,
15067,TH,tha,0,Thai,Thai,S,
15187,TH,blt,0,Tai Dam,Tai Dam,P,
15358,TH,brv,0,"Bru, Western","Bru, Western",P,24278
15361,TH,cja,0,"Cham, Western","Cham, Western",P,
15361,TH,cjm,0,"Cham, Eastern","Cham, Eastern",S,
15375,TH,lcp,0,"Lawa, Western","Lawa, Western",P,8878
15395,TH,kjp,0,"Karen, Pwo Eastern","Karen, Pwo Eastern",P,
15395,TH,pww,0,"Karen, Pwo Northern","Karen, Pwo Northern",S,
15460,TH,tha,0,Thai,Thai,S,
15460,TH,tts,0,"Thai, Northeastern","Thai, Northeastern",P,
15690,TH,ugo,0,Ugong,Ugong,P,518
15722,TH,sou,0,"Thai, Southern","Thai, Southern",S,
15722,TH,urk,1135,Urak Lawoi',Urak Lawoi': Urak Lawoi,P,
15727,TH,urd,0,Urdu,Urdu,P,7274
15741,TH,eng,0,English,English,P,20914
15759,TH,prk,0,"Wa, Parauk","Wa, Parauk",P,6955
16018,TH,lhi,0,Lahu Shi,Lahu Shi,P,15614
16053,TH,yno,0,Yong,Yong,P,14090
16062,TH,yoy,0,Yoy,Yoy,P,7967
16147,TH,tts,17417,"Thai, Northeastern","Thai, Northeastern: Central Isan",P,8789
16148,TH,nyw,0,Nyaw,Nyaw,P,81033
18205,TH,shn,0,Shan,Shan,P,99585
18211,TH,tam,18869,Tamil,Tamil: Tigalu,P,34856
18478,TH,cdo,0,"Chinese, Min Dong","Chinese, Min Dong",P,1002
18495,TH,hnj,0,Hmong Njua,Hmong Njua,P,
18495,TH,mww,10655,Hmong Daw,Hmong Daw: Mong Leng,S,
18566,TH,khb,0,Lu,Lu,P,91860
18725,TH,cuu,0,Tai Ya,Tai Ya,P,1039
18842,TH,mlf,0,Mal,Mal,P,4938
18878,TH,kjg,11973,Khmu,Khmu: Rok,P,
18888,TH,lwl,0,"Lawa, Eastern","Lawa, Eastern",P,
18888,TH,nod,0,"Thai, Northern","Thai, Northern",S,
18889,TH,tnz,0,Ten'edn,Ten'edn,P,360
18899,TH,aeu,0,Akeu,Akeu,P,422
19007,TH,bfk,0,Ban Khor Sign Language,Ban Khor Sign Language,S,
19007,TH,csd,0,Chiangmai Sign Language,Chiangmai Sign Language,S,
19007,TH,tsq,0,Thai Sign Language,Thai Sign Language,P,
19055,TH,kdt,0,Kuay,Kuay,P,
19055,TH,tha,0,Thai,Thai,S,
19055,TH,tts,0,"Thai, Northeastern","Thai, Northeastern",S,
19086,TH,mnw,0,Mon,Mon,P,120765
19206,TH,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",S,
19206,TH,tha,0,Thai,Thai,P,
19248,TH,tha,0,Thai,Thai,P,204
19250,TH,tvn,0,Tavoyan,Tavoyan,P,546
19254,TH,nod,17423,"Thai, Northern","Thai, Northern: Tai Wang",P,8789
19257,TH,xxx,0,Unknown,Language unknown,P,598
19258,TH,tha,17426,Thai,Thai: Khorat Thai,P,10997
19259,TH,xxx,0,Unknown,Language unknown,P,2102
19260,TH,xxx,0,Unknown,Language unknown,P,57983
19261,TH,xxx,0,Unknown,Language unknown,P,231
19262,TH,tha,0,Thai,Thai,P,6538
19263,TH,xxx,0,Unknown,Language unknown,P,2199
19264,TH,tha,0,Thai,Thai,P,34771
19271,TH,sou,17424,"Thai, Southern","Thai, Southern: Tak Bai",P,21974
19272,TH,xxx,0,Unknown,Language unknown,P,57456
19273,TH,xxx,0,Unknown,Language unknown,P,28729
19767,TH,sou,0,"Thai, Southern","Thai, Southern",S,
19767,TH,tha,0,Thai,Thai,P,
19921,TH,kxm,0,"Khmer, Northern","Khmer, Northern",P,1464040
20333,TH,pww,0,"Karen, Pwo Northern","Karen, Pwo Northern",P,84239
20733,TH,lhu,566,Lahu,Lahu: Nyi,P,3218
21531,TH,mqt,0,Mok,Mok,P,705
10429,TI,hyw,0,"Armenian, Western","Armenian, Western",P,9507
10705,TI,bak,0,Bashkort,Bashkort,P,8760
11065,TI,bel,0,Belarusian,Belarusian,P,6869
11382,TI,chv,0,Chuvash,Chuvash,P,4114
11597,TI,rus,0,Russian,Russian,P,3222
11865,TI,kat,0,Georgian,Georgian,P,1496
12076,TI,haz,0,Hazaragi,Hazaragi,P,1745
12599,TI,kaz,0,Kazakh,Kazakh,P,
12599,TI,rus,0,Russian,Russian,S,
12599,TI,tgk,0,Tajik,Tajik,S,
12795,TI,kor,0,Korean,Korean,P,
12795,TI,rus,0,Russian,Russian,S,
12795,TI,tgk,0,Tajik,Tajik,S,
12933,TI,kir,0,Kyrgyz,Kyrgyz,P,
12933,TI,rus,0,Russian,Russian,S,
12933,TI,tgk,0,Tajik,Tajik,S,
12952,TI,lbe,0,Lak,Lak,P,2244
14039,TI,rus,0,Russian,Russian,S,
14039,TI,tgk,0,Tajik,Tajik,S,
14039,TI,uzn,0,"Uzbek, Northern","Uzbek, Northern",P,
14256,TI,pbu,0,"Pashto, Northern","Pashto, Northern",P,
14256,TI,uzn,0,"Uzbek, Northern","Uzbek, Northern",S,
14322,TI,pes,0,"Persian, Iranian","Persian, Iranian",P,2756
14324,TI,paq,0,Parya,Parya,P,4731
14327,TI,pbt,0,"Pashto, Southern","Pashto, Southern",P,34611
14371,TI,kmr,0,"Kurdish, Northern","Kurdish, Northern",S,
14371,TI,pes,0,"Persian, Iranian","Persian, Iranian",P,
14598,TI,rus,0,Russian,Russian,P,
14598,TI,tgk,0,Tajik,Tajik,S,
14727,TI,sgy,0,Sanglechi,Sanglechi,P,2002
14921,TI,sgh,0,Shughni,Shughni,P,
14921,TI,tgk,0,Tajik,Tajik,S,
15201,TI,rus,0,Russian,Russian,S,
15201,TI,tgk,0,Tajik,Tajik,P,
15201,TI,uzn,0,"Uzbek, Northern","Uzbek, Northern",S,
15202,TI,abh,0,"Arabic, Tajiki Spoken","Arabic, Tajiki Spoken",P,
15202,TI,tgk,0,Tajik,Tajik,S,
15284,TI,rus,0,Russian,Russian,S,
15284,TI,tat,0,Tatar,Tatar,P,
15284,TI,uzn,0,"Uzbek, Northern","Uzbek, Northern",S,
15356,TI,bgn,0,"Balochi, Western","Balochi, Western",P,6783
15654,TI,tgk,0,Tajik,Tajik,S,
15654,TI,tuk,0,Turkmen,Turkmen,P,
15696,TI,rus,0,Russian,Russian,P,
15696,TI,tgk,0,Tajik,Tajik,S,
15696,TI,ukr,0,Ukrainian,Ukrainian,S,
15757,TI,auz,0,"Arabic, Uzbeki Spoken","Arabic, Uzbeki Spoken",P,
15757,TI,rus,0,Russian,Russian,S,
15757,TI,tgk,0,Tajik,Tajik,S,
15940,TI,tgk,0,Tajik,Tajik,P,
15940,TI,yai,0,Yagnobi,Yagnobi,S,
16013,TI,tgk,0,Tajik,Tajik,S,
16013,TI,yah,0,Yazgulyam,Yazgulyam,P,
18274,TI,azj,0,"Azerbaijani, North","Azerbaijani, North",S,
18274,TI,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,
18274,TI,tur,0,Turkish,Turkish,S,
18693,TI,tgk,0,Tajik,Tajik,S,
18693,TI,wbl,0,Wakhi,Wakhi,P,
19007,TI,xxx,0,Unknown,Language unknown,P,80277
19206,TI,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,
19206,TI,rus,0,Russian,Russian,S,
19206,TI,tgk,0,Tajik,Tajik,S,
20542,TI,isk,0,Ishkashimi,Ishkashimi,P,
20542,TI,rus,0,Russian,Russian,S,
20542,TI,tgk,0,Tajik,Tajik,S,
21363,TI,tgk,0,Tajik,Tajik,P,4765
21454,TI,aiq,0,Aimaq,Aimaq,P,1035
21652,TI,tgk,0,Tajik,Tajik,P,32154
21653,TI,rus,0,Russian,Russian,S,
21653,TI,tgk,0,Tajik,Tajik,P,
21654,TI,tgk,0,Tajik,Tajik,S,
21654,TI,uzn,0,"Uzbek, Northern","Uzbek, Northern",P,
12035,TK,hat,0,Haitian Creole,Haitian Creole,P,8280
15578,TK,tch,0,Turks and Caicos English Creole,Turks and Caicos English Creole,P,28858
15741,TK,eng,0,English,English,P,1368
19007,TK,xxx,0,Unknown,Language unknown,P,298
15535,TL,tkl,0,Tokelauan,Tokelauan,P,975
11164,TN,eng,0,English,English,P,741
13409,TN,num,15007,Niuafo'ou,Niuafo'ou: Niuafoou,P,733
13410,TN,ton,0,Tongan,Tongan,P,1744
15554,TN,ton,0,Tongan,Tongan,P,100618
19007,TN,xxx,0,Unknown,Language unknown,P,538
10154,TO,adq,0,Adangbe,Adangbe,P,4924
10156,TO,ade,4919,Adele,Adele: Upper,P,40216
10158,TO,ajg,0,Aja,Aja,P,240519
10185,TO,aug,0,Aguna,Aguna,P,18164
10218,TO,aka,0,Akan,Akan,P,87847
10221,TO,keu,0,Akebu,Akebu,P,89915
10325,TO,ahl,0,Igo,Igo,P,7386
10355,TO,cko,0,Anufo,Anufo,P,92146
10361,TO,ayg,4788,Ginyanga,Ginyanga: Anyanga,P,15388
10534,TO,bba,0,Baatonum,Baatonum,P,26561
10560,TO,bqg,0,Bago-Kusuntu,Bago-Kusuntu,P,13494
10706,TO,blo,0,Anii,Anii,P,
10836,TO,beh,0,Biali,Biali,P,3175
10842,TO,xon,0,Konkomba,Konkomba,P,110220
10983,TO,lef,0,Lelemi,Lelemi,P,8856
11042,TO,bib,0,Bisa,Bisa,P,14774
11169,TO,ewe,0,Ewe,Ewe,P,1849420
11222,TO,ewe,0,Ewe,Ewe,S,
11222,TO,fon,0,Fon,Fon,P,
11222,TO,fra,0,French,French,S,
11234,TO,fra,0,French,French,P,6816
11297,TO,aks,0,Akaselem,Akaselem,P,75726
11470,TO,dag,0,Dagbani,Dagbani,P,
11601,TO,dop,0,Lukpa,Lukpa,P,22945
11775,TO,fra,0,French,French,S,
11775,TO,fue,0,"Fulfulde, Borgu","Fulfulde, Borgu",P,
11786,TO,gaa,0,Ga,Ga,P,52662
11817,TO,gng,0,Ngangam,Ngangam,P,73336
11871,TO,deu,0,"German, Standard","German, Standard",P,794
12004,TO,gux,0,Gourmanchema,Gourmanchema,P,313361
12070,TO,hau,0,Hausa,Hausa,P,
12163,TO,xwl,0,"Gbe, Western Xwla","Gbe, Western Xwla",P,33831
12184,TO,ife,0,Ife,Ife,P,
12396,TO,kbp,0,Kabiye,Kabiye,P,1315445
12472,TO,xkb,4787,"Nago, Northern","Nago, Northern: Kambole",P,64052
12815,TO,kdh,0,Tem,Tem,P,288081
12830,TO,kef,0,Kpessi,Kpessi,P,6405
12831,TO,kpo,0,Ikposo,Ikposo,P,
12832,TO,kye,0,Krache,Krache,P,6197
12884,TO,kus,0,Kusaal,Kusaal,P,1577
13017,TO,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,8908
13112,TO,nmz,0,Nawdm,Nawdm,P,194481
13217,TO,mxl,0,"Gbe, Maxi","Gbe, Maxi",P,55257
13471,TO,maw,0,Mampruli,Mampruli,P,
13625,TO,mql,0,Mbelime,Mbelime,P,2833
13753,TO,mfq,0,Moba,Moba,P,
13802,TO,mos,14275,Moore,Moore: Yanga,P,43340
14051,TO,ntr,3011,Delo,Delo: Ntrubo,P,9739
14985,TO,tbz,4825,Ditammari,Ditammari: Tamberma,P,42227
15004,TO,soy,0,Miyobe,Miyobe,P,18341
15531,TO,wes,0,"Pidgin, Cameroon","Pidgin, Cameroon",P,4425
15813,TO,wci,0,"Gbe, Waci","Gbe, Waci",P,928093
16045,TO,wwa,0,Waama,Waama,P,22571
16057,TO,yor,0,Yoruba,Yoruba,P,131940
18887,TO,lam,4227,Lamba,Lamba: Lima,S,
18887,TO,las,0,Lama,Lama,P,
18922,TO,bsc,0,Oniyan,Oniyan,S,
18922,TO,bud,0,Ntcham,Ntcham,P,
18922,TO,fra,0,French,French,S,
18922,TO,xon,0,Konkomba,Konkomba,S,
19007,TO,fsl,0,French Sign Language,French Sign Language,P,86797
19053,TO,gej,0,Gen,Gen,P,518739
19575,TO,wud,0,Wudu,Wudu,P,2706
10332,TP,aoa,0,Angolar,Angolar,P,
10332,TP,cri,0,Saotomense,Saotomense,S,
11069,TP,kea,0,Kabuverdianu,Kabuverdianu,P,15588
11187,TP,fan,0,Fang,Fang,P,2736
11435,TP,cri,0,Saotomense,Saotomense,P,195792
14462,TP,cri,0,Saotomense,Saotomense,S,
14462,TP,pre,0,Principense,Principense,P,
19007,TP,xxx,0,Unknown,Language unknown,P,1711
10379,TS,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,285078
10395,TS,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,1265
12344,TS,jbn,14504,Nafusi,Nafusi: Jerbi,P,10643
13169,TS,ayl,0,"Arabic, Libyan Spoken","Arabic, Libyan Spoken",P,523897
13460,TS,mlt,0,Maltese,Maltese,P,3502
13587,TS,grr,0,Taznatit,Taznatit,P,5748
15641,TS,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,11018775
15642,TS,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,
15642,TS,fra,0,French,French,S,
19007,TS,tse,0,Tunisian Sign Language,Tunisian Sign Language,P,60232
19206,TS,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,600
19213,TS,xxx,0,Unknown,Language unknown,P,90456
20965,TS,jbn,0,Nafusi,Nafusi,P,4682
20966,TS,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,4065
20967,TS,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,853
20968,TS,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,8513
10153,TT,adb,0,Atauran,Atauran,P,6112
11015,TT,bfn,0,Bunak,Bunak,P,67241
11469,TT,ddg,0,Fataluku,Fataluku,P,45234
12025,TT,hbu,10509,Habun,Habun: Habu,P,3300
12054,TT,hak,0,"Chinese, Hakka","Chinese, Hakka",P,795
12179,TT,idt,0,Idate,Idate,P,16502
12430,TT,krd,0,Kairui-Midiki,Kairui-Midiki,P,18340
12614,TT,kem,0,Kemak,Kemak,P,75802
12954,TT,lka,0,Lakalei,Lakalei,P,3974
13234,TT,mkz,0,Makasae,Makasae,P,124703
13254,TT,nxa,0,Nauete,Nauete,P,18340
13428,TT,ddg,0,Fataluku,Fataluku,P,
13428,TT,lva,0,Makuva,Makuva,S,
13466,TT,mgm,4612,Mambae,Mambae: Mambai,P,160160
14449,TT,por,0,Portuguese,Portuguese,P,733
15450,TT,tet,0,Tetun,Tetun,P,77634
15536,TT,tkd,0,Tukudede,Tukudede,P,48293
15825,TT,wmh,0,Waima'a,Waima'a,P,21248
18503,TT,ind,0,Indonesian,Indonesian,P,3353
19007,TT,xxx,0,Unknown,Language unknown,P,10246
19153,TT,tdt,0,Tetun Dili,Tetun Dili,P,531338
19523,TT,bkx,0,Baikeno,Baikeno,P,85555
19647,TT,gal,9999,Galolen,Galolen: Galoli,P,15895
21001,TT,mjb,0,Makalero,Makalero,P,8175
21838,TT,wlh,0,Welaun,Welaun,P,5908
10125,TU,abq,0,Abaza,Abaza,P,13887
10130,TU,abk,0,Abkhaz,Abkhaz,P,
10130,TU,tur,0,Turkish,Turkish,S,
10161,TU,ady,0,Adyghe,Adyghe,P,
10161,TU,tur,0,Turkish,Turkish,S,
10252,TU,kiu,0,"Zazaki, Northern","Zazaki, Northern",P,203349
10429,TU,hyw,0,"Armenian, Western","Armenian, Western",P,67992
10464,TU,aii,7300,Assyrian Neo-Aramaic,Assyrian Neo-Aramaic: Iranian Koine,P,28516
10953,TU,bos,0,Bosnian,Bosnian,P,113507
10998,TU,bul,0,Bulgarian,Bulgarian,P,7485
11140,TU,eng,0,English,English,P,38958
11234,TU,fra,0,French,French,P,30480
11317,TU,che,8728,Chechen,Chechen: Ploskost,P,113431
11434,TU,crh,0,Crimean Tatar,Crimean Tatar,P,112083
11560,TU,diq,0,"Zazaki, Southern","Zazaki, Southern",P,1764909
11597,TU,rmt,9391,Domari,Domari: Yürük,P,35298
11659,TU,nld,0,Dutch,Dutch,P,34535
11675,TU,kbd,0,Kabardian,Kabardian,P,1194227
11798,TU,gag,0,Gagauz,Gagauz,P,5345
11865,TU,kat,10163,Georgian,Georgian: Imerxev,P,169330
11871,TU,deu,0,"German, Standard","German, Standard",P,6189
11880,TU,aln,0,"Albanian, Gheg","Albanian, Gheg",P,
11880,TU,als,0,"Albanian, Tosk","Albanian, Tosk",S,
11942,TU,ell,0,Greek,Greek,P,
11942,TU,tur,17821,Turkish,Turkish: Karamanli,S,
12051,TU,cmn,8839,"Chinese, Mandarin","Chinese, Mandarin: Xinan Guanhua",P,42609
12086,TU,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,43568
12088,TU,hrt,0,Hertevin,Hertevin,P,1299
12155,TU,hun,0,Hungarian,Hungarian,P,838
12247,TU,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",P,113431
12273,TU,ita,0,Italian,Italian,P,1869
12521,TU,krc,0,Karachay-Balkar,Karachay-Balkar,P,21172
12526,TU,azb,7465,"Azerbaijani, South","Azerbaijani, South: Tabriz",S,
12526,TU,kaa,11588,Karakalpak,Karakalpak: Southwest Karakalpak,P,
12599,TU,kaz,11757,Kazakh,Kazakh: China,P,8616
12848,TU,kum,0,Kumyk,Kumyk,P,1652
12877,TU,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,9090423
12933,TU,kir,12042,Kyrgyz,Kyrgyz: Southern Kirgiz,P,1701
13017,TU,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,101450
13049,TU,lez,0,Lezgi,Lezgi,P,3374
13186,TU,mkd,0,Macedonian,Macedonian,P,46403
13727,TU,lzz,12824,Laz,Laz: Xopa,P,104360
14229,TU,oss,0,Ossetic,Ossetic,P,41345
14371,TU,pes,0,"Persian, Iranian","Persian, Iranian",P,694581
14436,TU,bul,8445,Bulgarian,Bulgarian: Pomak,P,381812
14444,TU,pnt,0,Pontic,Pontic,P,5073
14570,TU,rmn,15997,"Romani, Balkan","Romani, Balkan: Arlijan",P,74420
14571,TU,ron,0,Romanian,Romanian,P,
14571,TU,tur,0,Turkish,Turkish,S,
14598,TU,rus,16118,Russian,Russian: South Russian,P,36890
14864,TU,srp,0,Serbian,Serbian,P,9838
14909,TU,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,26142
15077,TU,spa,0,Spanish,Spanish,P,1208
15152,TU,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,595146
15284,TU,tat,17246,Tatar,Tatar: Western Tatar,P,28941
15654,TU,tuk,17843,Turkmen,Turkmen: Yomut,P,1622
15727,TU,urd,0,Urdu,Urdu,P,24808
15741,TU,eng,0,English,English,P,25662
15755,TU,uig,0,Uyghur,Uyghur,P,25153
15756,TU,uzs,0,"Uzbek, Southern","Uzbek, Southern",P,4249
16058,TU,bgx,7617,Balkan Gagauz Turkish,Balkan Gagauz Turkish: Yuruk,P,
16058,TU,tur,0,Turkish,Turkish,S,
18274,TU,tur,0,Turkish,Turkish,P,60117300
18756,TU,tur,0,Turkish,Turkish,P,6392579
18805,TU,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,562364
18859,TU,azb,7465,"Azerbaijani, South","Azerbaijani, South: Tabriz",P,598919
18997,TU,tur,0,Turkish,Turkish,P,22720
19007,TU,tsm,0,Turkish Sign Language,Turkish Sign Language,P,427797
19243,TU,lad,0,Ladino,Ladino,S,
19243,TU,tur,0,Turkish,Turkish,P,
19615,TU,tru,0,Turoyo,Turoyo,P,74626
19766,TU,tur,0,Turkish,Turkish,P,18438
20119,TU,tur,0,Turkish,Turkish,P,1509
20327,TU,ayp,0,"Arabic, North Mesopotamian Spoken","Arabic, North Mesopotamian Spoken",P,576735
20455,TU,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,2805
20631,TU,tur,0,Turkish,Turkish,P,22686
12713,TV,gil,0,Kiribati,Kiribati,P,120
15667,TV,tvl,0,Tuvaluan,Tuvaluan,P,11530
10295,TW,ami,0,Amis,Amis,P,204726
10296,TW,szy,0,Sakizaya,Sakizaya,P,878
10328,TW,eng,0,English,English,P,2177
11140,TW,eng,0,English,English,P,2107
11277,TW,tha,0,Thai,Thai,P,64692
11344,TW,nan,0,"Chinese, Min Nan","Chinese, Min Nan",P,13516250
11619,TW,dru,0,Rukai,Rukai,P,
12051,TW,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,4595829
12054,TW,hak,0,"Chinese, Hakka","Chinese, Hakka",P,
12140,TW,cmn,20057,"Chinese, Mandarin","Chinese, Mandarin: Hui",P,57116
12322,TW,jpn,0,Japanese,Japanese,P,
12484,TW,bnn,0,Bunun,Bunun,P,
12484,TW,nan,0,"Chinese, Min Nan","Chinese, Min Nan",S,
12484,TW,xnb,0,Kanakanabu,Kanakanabu,S,
12581,TW,ckv,0,Kavalan,Kavalan,S,
12581,TW,nan,0,"Chinese, Min Nan","Chinese, Min Nan",P,
12700,TW,vie,0,Vietnamese,Vietnamese,P,225192
12795,TW,kor,0,Korean,Korean,P,
13437,TW,zlm,0,Malay,Malay,P,20648
14262,TW,pwn,0,Paiwan,Paiwan,P,98261
14494,TW,pyu,0,Puyuma,Puyuma,P,13718
14617,TW,bnn,0,Bunun,Bunun,P,
14617,TW,sxr,0,Saaroa,Saaroa,S,
14646,TW,xsy,0,Saisiyat,Saisiyat,P,
14811,TW,trv,0,Seediq,Seediq,P,9497
15175,TW,tgl,0,Tagalog,Tagalog,P,152915
15310,TW,tay,0,Atayal,Atayal,P,
15462,TW,nan,0,"Chinese, Min Nan","Chinese, Min Nan",P,
15462,TW,ssf,0,Thao,Thao,S,
15468,TW,bod,0,"Tibetan, Central","Tibetan, Central",P,2036
15597,TW,tsu,0,Tsou,Tsou,P,6680
15741,TW,eng,0,English,English,P,10027
15974,TW,tao,0,Yami,Yami,P,4515
18425,TW,bnn,0,Bunun,Bunun,P,
18503,TW,ind,0,Indonesian,Indonesian,P,257008
18605,TW,khk,0,"Mongolian, Halh","Mongolian, Halh",P,
18734,TW,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,101
18941,TW,trv,0,Seediq,Seediq,P,30529
18942,TW,nan,0,"Chinese, Min Nan","Chinese, Min Nan",P,3036
