ROL3,Language,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
tzj,Tz'utujil,1,4,N,4,,1981-2011,1955-1985,Y,Y,690,1,Christianity
tzh,Tzeltal,3,5,N,5,2001-2008,1993,1947-1967,Y,Y,363,1,Christianity
tzo,Tzotzil,7,4,N,5,1997-2001,1975-1995,1951-1995,Y,Y,757,1,Christianity
uuu,U,1,1,Y,0,,,,N,Y,,2,Buddhism
aoz,Uab Meto,2,5,N,5,2000,1948-1984,1941-1997,N,Y,,1,Christianity
uam,Uamue,,,N,0,,,,N,N,,,
ksj,Uare,1,5,N,3,,,1994-2016,Y,Y,ksj,1,Christianity
byc,Ubaghara,1,5,N,3,,,1984-1991,N,Y,,1,Christianity
uba,Ubang,1,4,N,1,,,,N,Y,,1,Christianity
ubi,Ubi,1,1,Y,2,,,,N,N,,6,Islam
ubr,Ubir,2,5,N,4,,1997-2015,1950-2012,N,Y,1242,1,Christianity
uda,Uda,1,4,N,1,,,,N,N,,1,Christianity
udi,Udi,6,3,N,0,,,,N,N,,1,Christianity
ude,Udihe,,,N,0,,,,N,N,,,
udm,Udmurt,8,3,N,5,2013-2014,1997,1847-2006,Y,N,,1,Christianity
udu,Uduk,4,4,N,4,,1963-2007,1947-1966,Y,Y,917,4,Ethnic Religions
ufi,Ufim,1,5,N,1,,,,N,N,,1,Christianity
ugn,Ugandan Sign Language,1,,N,3,,,2011-2014,N,N,,1,Christianity
uge,Ughele,1,5,N,1,,,,N,N,,1,Christianity
ugo,Ugong,1,1,Y,0,,,,N,Y,,2,Buddhism
uha,Uhami,1,4,N,1,,,,N,N,,4,Ethnic Religions
uis,Uisai,1,5,N,3,,,1986-2005,N,Y,,1,Christianity
udj,Ujir,1,2,N,0,,,,N,N,,6,Islam
kcf,Ukaan,1,4,N,1,,,,N,Y,,4,Ethnic Religions
ukh,Ukhwejo,1,5,N,1,,,,N,N,,1,Christianity
umi,Ukit,1,1,Y,1,,,,N,N,,4,Ethnic Religions
akd,Ukpet-Ehom,1,4,N,2,,,,N,Y,,1,Christianity
ukr,Ukrainian,53,4,N,5,1903-2020,1880-1997,1869-2016,Y,Y,634,1,Christianity
ukl,Ukrainian Sign Language,1,,N,3,,,1999,Y,N,,1,Christianity
uku,Ukue,1,4,N,1,,,,N,N,,4,Ethnic Religions
ukg,Ukuriguma,1,4,N,1,,,,N,N,,4,Ethnic Religions
ukq,Ukwa,1,1,Y,1,,,,N,N,,4,Ethnic Religions
ukw,Ukwuani-Aboh-Ndoni,1,5,N,3,,,2019,Y,Y,,1,Christianity
svb,Ulau-Suain,1,5,N,1,,,,N,Y,,1,Christianity
ulc,Ulch,1,1,Y,0,,,,N,N,,4,Ethnic Religions
uli,Ulithian,3,5,N,4,,1995-2003,Yes,N,N,,1,Christianity
ull,Ullatan,,,N,0,,,,N,N,,,
ulb,Ulukwumi,1,4,N,3,,,2020,Y,N,,1,Christianity
ulm,Ulumanda',1,1,Y,1,,,,N,N,,6,Islam
ulw,Ulwa,1,3,N,1,,,,N,N,,1,Christianity
yla,Ulwa,1,5,N,0,,,,N,N,,1,Christianity
ppk,Uma,1,4,N,4,,1996,1984-1989,N,Y,,1,Christianity
roe,Uma,1,5,N,1,,,,N,N,,1,Christianity
xky,Uma' Lasan,2,4,N,1,,,,N,Y,,1,Christianity
ulu,Uma' Lung,1,1,Y,1,,,,N,Y,,4,Ethnic Religions
gdn,Umanakaina,1,5,N,4,,1999-2013,1987-1994,N,Y,962,1,Christianity
uma,Umatilla,1,4,N,0,,,,N,N,,1,Christianity
ubu,Umbu-Ungu,1,5,N,4,,1995-2015,1967-1999,N,Y,1417,1,Christianity
umb,Umbundu,2,5,N,5,1963-2008,1897-1999,1889-2000,Y,Y,,1,Christianity
upi,Umeda,1,5,N,1,,,,N,N,,1,Christianity
xud,Umiida,,,N,0,,,,N,N,,,
umm,Umon,1,5,N,3,,,1895,N,Y,,1,Christianity
umo,Umotina,,,N,0,,,,N,N,,,
ump,Umpila,1,3,N,0,,,,N,Y,,1,Christianity
mtg,Una,1,4,N,4,,2007,1999,N,Y,mtg,1,Christianity
unm,Unami,,,N,0,,,,N,N,,,
bbn,Uneapa,1,5,N,1,,,,N,N,,1,Christianity
une,Uneme,1,4,N,2,,,,N,Y,,4,Ethnic Religions
xgu,Unggumi,,,N,0,,,,N,Y,,,
uni,Uni,1,5,N,3,,,2013-2019,N,N,,1,Christianity
xxx,Unknown,,,,,,,,,,,,
uln,Unserdeutsch,,,N,0,,,,N,N,,,
onu,Unua,1,5,N,3,,,1892-1950,N,N,,1,Christianity
unu,Unubahe,,,N,0,,,,N,N,,,
uro,Ura,1,5,N,4,,2019-2020,2008,N,N,,1,Christianity
uur,Ura,,,N,0,,,,N,N,,,
urk,Urak Lawoi',1,1,Y,4,,1998,1976,N,Y,402,4,Ethnic Religions
url,Urali,1,2,N,2,,,,N,Y,,5,Hinduism
urm,Urapmin,1,5,N,1,,,,N,N,,1,Christianity
ura,Urarina,1,2,N,4,,2006-2010,1973-1996,N,Y,692,4,Ethnic Religions
urt,Urat,1,5,N,4,,2016,1993,Y,Y,urt,1,Christianity
urd,Urdu,1178,1,Y,5,1843-2019,1758-2000,1747-1894,Y,Y,189,6,Islam
urh,Urhobo,1,5,N,5,1977,1951,1927-1963,Y,Y,,1,Christianity
uvh,Uri,1,5,N,4,,1984,1974,N,N,uvh,1,Christianity
uri,Urim,1,5,N,3,,,1981-2016,Y,Y,uri,1,Christianity
urx,Urimo,1,5,N,0,,,,N,N,,1,Christianity
upv,Uripiv-Wala-Rano-Atchin,1,5,N,4,,2005-2006,1893-1989,Y,Y,525,1,Christianity
ure,Uru,,,N,0,,,,N,N,,,
urz,Uru-Eu-Wau-Wau,2,2,N,2,,,,N,N,,4,Ethnic Religions
urp,Uru-Pa-In,1,2,N,1,,,,N,N,,4,Ethnic Religions
urn,Uruangnirin,1,2,N,1,,,,N,N,,4,Ethnic Religions
ugy,Uruguayan Sign Language,1,,N,3,,,2021,N,N,,1,Christianity
uum,Urum,2,3,N,1,,,,N,N,,1,Christianity
uss,us-Saare,1,2,N,2,,,,N,Y,,4,Ethnic Religions
usk,Usaghade,2,4,N,1,,,,N,N,,1,Christianity
wnu,Usan,1,5,N,4,,2001,1977,N,N,wnu,1,Christianity
usa,Usarufa,1,5,N,4,,1980-2015,1969,Y,Y,1233,1,Christianity
ush,Ushojo,3,1,Y,1,,,,N,N,,6,Islam
ulf,Usku,1,4,N,0,,,,N,N,,1,Christianity
usi,Usoi,1,3,N,4,,1995,Yes,Y,Y,,1,Christianity
usp,Uspanteko,1,4,N,4,,1999-2010,1978-1993,Y,Y,684,1,Christianity
uth,ut-Hun,1,2,N,4,,2017-2018,Yes,Y,Y,,4,Ethnic Religions
gel,Ut-Ma'in,1,1,Y,3,,,2009,Y,Y,,4,Ethnic Religions
omo,Utarmbung,1,5,N,1,,,,N,N,,1,Christianity
ute,Ute-Southern Paiute,2,4,N,3,,,2006-2020,N,Y,,1,Christianity
utu,Utu,1,5,N,1,,,,N,N,,1,Christianity
afe,Utugwang-Irungene-Afrike,1,4,N,3,,,2017-2018,Y,Y,,1,Christianity
evh,Uvbie,1,4,N,1,,,,N,N,,1,Christianity
usu,Uya,1,5,N,0,,,,N,N,,1,Christianity
duk,Uyajitaya,1,5,N,1,,,,N,N,,1,Christianity
uig,Uyghur,22,1,Y,5,1950-2018,1914-2005,1898-1995,Y,Y,453,6,Islam
uzn,"Uzbek, Northern",21,1,Y,5,2016-2017,1992-2010,1891-1992,Y,Y,uzn,6,Islam
uzs,"Uzbek, Southern",5,1,Y,3,,,2004-2006,Y,Y,,6,Islam
eze,Uzekwe,1,3,N,1,,,,N,Y,,1,Christianity
nmb,V'enen Taut,1,5,N,4,,1986,Yes,N,Y,,1,Christianity
vaa,Vaagri Booli,2,1,Y,3,,,1975-1979,N,Y,,5,Hinduism
piv,Vaeakau-Taumako,1,5,N,3,,,1918,N,Y,,1,Christianity
vaf,Vafsi,1,1,Y,0,,,,N,Y,,6,Islam
vgr,Vaghri,2,1,Y,1,,,,N,Y,,5,Hinduism
tva,Vaghua,1,5,N,1,,,,N,Y,,1,Christianity
vag,Vagla,1,5,N,5,2017,1977-2009,1969-2003,Y,Y,vag,4,Ethnic Religions
vai,Vai,2,1,Y,4,,2002,1995,Y,Y,,6,Islam
vap,Vaiphei,30,3,N,5,2006,1957-1989,1917-1989,Y,Y,1062,1,Christianity
vae,Vale,1,4,N,1,,,,N,N,,4,Ethnic Religions
vsv,Valencian Sign Language,,,N,1,,,,N,N,,,
vlp,Valpei,1,5,N,1,,,,N,N,,1,Christianity
mkt,Vamale,1,5,N,0,,,,N,N,,1,Christianity
mlr,Vame,1,4,N,3,,,2007,N,N,,4,Ethnic Religions
mpr,Vangunu,1,5,N,2,,,,N,Y,,1,Christianity
vau,Vanuma,1,5,N,2,,,,N,N,,1,Christianity
vao,Vao,1,5,N,2,,,,N,N,,1,Christianity
vah,Varhadi-Nagpuri,,,N,4,,2017,1834,Y,Y,,,
vrs,Varisi,1,5,N,4,,2004,1995,N,Y,,1,Christianity
vav,Varli,3,1,Y,3,,,2018,Y,Y,,5,Hinduism
vas,Vasavi,14,1,Y,4,,1930-2021,1998,Y,Y,,5,Hinduism
ved,Veddah,1,3,N,0,,,,N,N,,1,Christianity
val,Vehes,1,5,N,0,,,,N,N,,1,Christianity
vel,Veluws,,,N,1,,,,N,N,,,
vem,Vemgo-Mabas,2,4,N,1,,,,N,Y,,6,Islam
ven,Venda,2,5,N,5,1936-2017,1923-1989,1920-1989,Y,Y,280,4,Ethnic Religions
vec,Venetian,4,3,N,3,,,1859,N,N,,1,Christianity
vsl,Venezuelan Sign Language,1,,N,2,,,,N,N,,1,Christianity
bav,Vengo,1,4,N,4,,1993-2011,1985,N,Y,bav,1,Christianity
veo,Ventureno,,,N,0,,,,N,N,,,
vep,Veps,3,3,N,4,,2006,1992-1999,N,N,,1,Christianity
vra,Vera'a,1,5,N,3,,,1977,N,Y,,1,Christianity
ver,Verre,2,4,N,3,,,2013,Y,Y,,4,Ethnic Religions
vid,Vidunda,1,4,N,4,,2014-2015,2009-2012,Y,N,1221,1,Christianity
vig,Viemo,1,1,Y,2,,,,N,Y,,4,Ethnic Religions
vie,Vietnamese,37,2,N,5,1916-2020,1914-2011,1890-1989,Y,Y,193,2,Buddhism
snu,Viid,1,3,N,0,,,,N,Y,,1,Christianity
vif,Vili,2,4,N,4,,2019,Yes,Y,Y,,1,Christianity
svc,Vincentian English Creole,2,5,N,3,,,2006-2007,N,N,,1,Christianity
vmg,Vinitiri,1,5,N,1,,,,N,N,,1,Christianity
vin,Vinza,1,2,N,2,,,,N,N,,6,Islam
vic,Virgin Islands English Creole,3,5,N,3,,,2006,N,N,,1,Christianity
vis,Vishavan,,,N,2,,,,N,N,,,
vit,Viti,1,,N,1,,,,N,N,,,
vto,Vitou,1,1,Y,0,,,,N,N,,4,Ethnic Religions
wiv,Vitu,1,5,N,4,,2019,2001,Y,N,,1,Christianity
vot,Vod,,,N,0,,,,N,N,,,
kch,Vono,1,2,N,1,,,,N,Y,,4,Ethnic Religions
sde,Vori,1,5,N,2,,,,N,Y,,1,Christianity
vor,Voro,1,,N,1,,,,N,N,,,
vro,Voro,1,3,N,4,,1686-1905,Yes,N,N,309,1,Christianity
vum,Vumbu,1,4,N,0,,,,N,Y,,1,Christianity
vnp,Vunapu,1,5,N,1,,,,N,N,,1,Christianity
vun,Vunjo,1,5,N,5,1999-2019,1998-1999,1995,Y,Y,vun,1,Christianity
msn,Vures,1,5,N,1,,,,N,Y,,1,Christianity
vut,Vute,2,5,N,4,,2007,1988,N,Y,887,4,Ethnic Religions
wbi,Vwanji,1,5,N,4,,2019,1979–2014,Y,Y,,4,Ethnic Religions
wag,Wa'ema,1,5,N,1,,,,N,N,,1,Christianity
prk,"Wa, Parauk",4,5,N,5,2006-2012,1938-2019,1934-1935,N,N,,4,Ethnic Religions
wbm,"Wa, Vo",3,1,Y,5,2012-2016,Yes,2007,Y,Y,325,4,Ethnic Religions
wwa,Waama,2,2,N,4,,1994-2013,1986,Y,Y,,4,Ethnic Religions
wny,Waanyi,,,N,0,,,,N,N,,,
ssn,Waata,1,4,N,3,,,2015,Y,Y,,6,Islam
wbb,Wabo,1,4,N,0,,,,N,Y,,4,Ethnic Religions
kmx,Waboda,1,5,N,3,,,2008,N,N,,1,Christianity
wdg,Wadaginam,1,5,N,1,,,,N,N,,1,Christianity
wbq,Waddar,2,1,Y,3,,,2017,Y,Y,,5,Hinduism
xwd,Wadi Wadi,,,N,0,,,,N,N,,,
wdj,Wadjiginy,,,N,0,,,,N,Y,,,
wrx,Wae Rana,1,3,N,1,,,,N,N,,1,Christianity
waj,Waffa,1,5,N,4,,1975-2015,1969,N,N,1253,1,Christianity
abg,Wagama,1,5,N,0,,,,N,N,,1,Christianity
wgb,Wagawaga,1,5,N,1,,,,N,Y,,1,Christianity
wbr,Wagdi,93,1,Y,4,,2000,Yes,Y,Y,,5,Hinduism
fad,Wagi,1,5,N,3,,,2008-2016,N,N,fad,1,Christianity
waq,Wagiman,,,N,0,,,,N,N,,,
wgi,Wahgi,1,5,N,4,,1989-2001,1966-1979,N,Y,,1,Christianity
wbk,Waigali,1,1,Y,0,,,,N,Y,,6,Islam
wlr,Wailapa,1,5,N,1,,,,N,N,,1,Christianity
rro,Waima,2,5,N,4,,2002-2014,1947-1995,N,Y,rro,1,Christianity
wmh,Waima'a,1,3,N,1,,,,N,N,,1,Christianity
bao,Waimaha,2,4,N,4,,2009-2010,1975-1999,N,Y,231,4,Ethnic Religions
atr,Waimiri-Atroari,1,1,Y,0,,,,N,N,,4,Ethnic Religions
wli,Waioli,1,4,N,1,,,,N,N,,4,Ethnic Religions
waw,Waiwai,7,5,N,5,2002,1984,1966-1976,N,Y,,4,Ethnic Religions
wja,Waja,1,4,N,3,,,1926-2013,Y,Y,,4,Ethnic Religions
wbv,Wajarri,,,N,0,,,,N,N,,,
yui,Wajiara,2,4,N,3,,,1985-1986,N,Y,,1,Christianity
wav,Waka,1,4,N,1,,,,N,N,,4,Ethnic Religions
wkw,Wakawaka,,,N,0,,,,N,N,,,
wbl,Wakhi,4,1,Y,3,,,2001,N,Y,,6,Islam
waf,Wakona,,,N,0,,,,N,N,,,
lgl,Wala,1,5,N,4,,2007-2008,Yes,Y,Y,lgl,1,Christianity
wlw,Walak,1,4,N,4,,2019,1979,N,Y,,1,Christianity
wll,Wali,1,1,Y,1,,,,N,N,,6,Islam
wlx,Wali,1,1,Y,5,2009,1984,1968,Y,Y,,4,Ethnic Religions
wla,Walio,1,5,N,1,,,,N,N,,1,Christianity
waa,Walla Walla,1,4,N,0,,,,N,N,,1,Christianity
wls,Wallisian,4,4,N,5,2011,Yes,1971,N,N,,1,Christianity
wln,Walloon,3,3,N,3,,,1934,N,N,,1,Christianity
wmt,Walmajarri,1,5,N,3,,,1971-1989,N,Y,1430,1,Christianity
van,Walman,1,5,N,0,,,,N,Y,,1,Christianity
wae,Walser,4,3,N,4,,2011,Yes,N,N,,1,Christianity
ola,Walungge,4,1,Y,0,,,,N,Y,,2,Buddhism
wmc,Wamas,1,5,N,1,,,,N,N,,1,Christianity
wmb,Wambaya,1,4,N,0,,,,N,N,,1,Christianity
wms,Wambon,1,4,N,3,,,2013-2015,Y,Y,,1,Christianity
wme,Wambule,6,1,Y,4,,2019,Yes,N,Y,,8,Other / Small
wad,Wamesa,1,4,N,3,,,1911-1994,Y,Y,,1,Christianity
cou,Wamey,2,2,N,4,,2018,Yes,Y,Y,,4,Ethnic Religions
wam,Wampanoag,,,N,5,1663-1685,1661,1655-1664,N,N,,,
lbq,Wampar,1,5,N,4,,1984,1973,N,Y,,1,Christianity
hub,Wampis,1,4,N,4,,1975-2013,1965-2010,Y,Y,720,4,Ethnic Religions
waz,Wampur,1,5,N,1,,,,N,N,,1,Christianity
wan,Wan,1,2,N,1,,,,N,Y,,4,Ethnic Religions
wnb,Wanambre,1,5,N,1,,,,N,N,,1,Christianity
gvc,Wanano,2,5,N,4,,1982-2011,1968,N,Y,1056,1,Christianity
wnp,Wanap,1,5,N,1,,,,N,Y,,4,Ethnic Religions
wbh,Wanda,1,4,N,2,,,,N,N,,1,Christianity
mfi,Wandala,2,1,Y,4,,1988-2012,1967,N,Y,mfi,6,Islam
wdd,Wandji,1,4,N,2,,,,N,Y,,1,Christianity
hwa,Wane,1,4,N,1,,,,N,N,,4,Ethnic Religions
wne,Waneci,4,1,Y,3,,,2021,Y,N,,6,Islam
wyb,Wangaaybuwan-Ngiyambaa,,,N,0,,,,N,N,,,
wng,Wanggom,1,4,N,1,,,,N,N,,1,Christianity
wgg,Wangkangurru,,,N,0,,,,N,N,,,
jub,Wannu,1,4,N,2,,,,N,Y,,4,Ethnic Religions
wno,Wano,1,2,N,4,,Yes,1979,N,Y,,4,Ethnic Religions
wnc,Wantoat,2,5,N,4,,1975-2016,1973,N,Y,wnc,1,Christianity
wnk,Wanukaka,1,4,N,2,,,,N,N,,4,Ethnic Religions
auc,Waorani,3,5,N,4,,1992-2014,1964-1981,N,Y,230,4,Ethnic Religions
juk,Wapan,1,4,N,4,,1994-2006,1914,Y,Y,,1,Christianity
juw,Wapha,1,4,N,1,,,,N,N,,4,Ethnic Religions
wap,Wapishana,2,5,N,4,,2012-2014,1975-1998,N,Y,451,1,Christianity
wao,Wappo,,,N,0,,,,N,N,,,
aml,War-Jaintia,5,3,N,2,,,,N,N,,1,Christianity
tci,Wara,1,5,N,1,,,,N,N,,1,Christianity
wbf,Wara,1,2,N,2,,,,N,Y,,4,Ethnic Religions
byz,Waran,2,5,N,4,,2019,2000-2002,N,Y,,1,Christianity
wba,Warao,3,4,N,4,,1974-2004,1960-1996,Y,N,,4,Ethnic Religions
war,Waray-Waray,1,4,N,5,1937-1984,1928,1908-1962,Y,Y,,1,Christianity
wrr,Wardaman,1,5,N,0,,,,N,N,,1,Christianity
wsa,Warembori,1,4,N,0,,,,N,Y,,4,Ethnic Religions
wai,Wares,1,4,N,0,,,,N,N,,1,Christianity
wrs,Waris,2,4,N,4,,2003-2016,1987,N,Y,wrs,1,Christianity
wbe,Waritai,1,4,N,1,,,,N,N,,1,Christianity
wji,Warji,1,4,N,3,,,2012-2013,Y,Y,,6,Islam
bgv,Warkay-Bipim,1,2,N,1,,,,N,Y,,4,Ethnic Religions
wrl,Warlmanpa,,,N,0,,,,N,N,,,
wbp,Warlpiri,1,5,N,4,,2001,1985-2001,N,Y,1355,1,Christianity
wrn,Warnang,1,1,Y,1,,,,N,N,,6,Islam
wbt,Warnman,,,N,0,,,,N,Y,,,
wrp,Waropen,1,4,N,3,,,2019,Y,Y,,1,Christianity
gnt,Wartha Thuntai,1,4,N,1,,,,N,N,,4,Ethnic Religions
wru,Waru,1,1,Y,1,,,,N,N,,6,Islam
wrm,Warumungu,1,4,N,0,,,,N,Y,,4,Ethnic Religions
wrv,Waruna,1,4,N,1,,,,N,N,,4,Ethnic Religions
wrg,Warungu,,,N,0,,,,N,N,,,
hrw,Warwar Feni,1,5,N,3,,,2011-2013,N,N,,1,Christianity
wss,Wasa,1,5,N,1,,,,N,Y,,1,Christianity
wac,Wasco-Wishram,,,N,0,,,,N,N,,,
gsp,Wasembo,1,5,N,1,,,,N,N,,1,Christianity
was,Washo,,,N,0,,,,N,Y,,,
wsk,Waskia,1,5,N,4,,1985-2014,1978,Y,Y,,1,Christianity
wsu,Wasu,,,N,0,,,,N,N,,,
wtk,Watakataui,1,5,N,4,,2014,1991,Y,N,,1,Christianity
wtf,Watiwa,1,5,N,1,,,,N,N,,1,Christianity
wah,Watubela,1,2,N,1,,,,N,N,,6,Islam
kop,Waube,1,5,N,1,,,,N,N,,1,Christianity
wau,Waura,1,2,N,3,,,1997-2008,Y,Y,,4,Ethnic Religions
wuy,Wauyai,1,4,N,0,,,,N,N,,1,Christianity
www,Wawa,1,2,N,1,,,,N,N,,6,Islam
wow,Wawonii,1,1,Y,0,,,,N,Y,,6,Islam
wxa,Waxianghua,1,1,Y,1,,,,N,N,,4,Ethnic Religions
oym,Wayampi,2,4,N,4,,2003-2015,Yes,Y,Y,1352,1,Christianity
way,Wayana,3,4,N,4,,1979,1970,N,Y,,4,Ethnic Religions
wyr,Wayoro,,,N,0,,,,N,N,,,
vay,Wayu,2,1,Y,1,,,,N,Y,,5,Hinduism
guc,Wayuu,2,4,N,4,,2002-2010,1944-1989,Y,Y,guc,4,Ethnic Religions
wob,We Northern,1,4,N,4,,1984-2012,1979,N,Y,wob,4,Ethnic Religions
gxx,We Southern,1,4,N,4,,1982-2020,Yes,Y,Y,,4,Ethnic Religions
wec,We Western,1,2,N,4,,1991,Yes,N,N,,4,Ethnic Religions
wed,Wedau,1,5,N,4,,1927-1983,1897-2010,N,Y,1416,1,Christianity
mtp,Weenhayek,2,5,N,4,,1997-2006,1980,N,Y,560,1,Christianity
weh,Weh,1,5,N,4,,2022,Yes,N,Y,,1,Christianity
wew,Wejewa,1,4,N,4,,1970-1971,1949-1977,Y,Y,,1,Christianity
wlh,Welaun,2,4,N,1,,,,N,N,,1,Christianity
klh,Weliki,1,5,N,1,,,,N,N,,1,Christianity
cym,Welsh,8,4,N,5,1588-2015,1567-1936,1567-2011,Y,Y,221,1,Christianity
weo,Wemale,2,4,N,1,,,,N,Y,,1,Christianity
weg,Wergaia,,,N,0,,,,N,N,,,
aon,Weri,1,5,N,4,,2003,2007,N,Y,,1,Christianity
kvw,Wersing,1,4,N,3,,,2020,N,Y,,1,Christianity
wbs,West Bengal Sign Language,,,N,0,,,,N,N,,,
vls,West Flemish,13,3,N,3,,,1980-2003,N,Y,,1,Christianity
amw,Western Neo-Aramaic,3,3,N,4,,2017,Yes,N,N,,1,Christianity
wep,Westphalien,,,N,3,,,2003,N,N,,,
woy,Weyto,,,N,0,,,,N,N,,,
tnp,Whitesands,1,5,N,4,,1923-2014,1895-1909,N,Y,1420,1,Christianity
ssj,Wia,1,5,N,1,,,,N,N,,1,Christianity
tua,Wiarumus,1,5,N,0,,,,N,N,,1,Christianity
mzh,Wichi Lhamtes Guisnay,2,5,N,5,2002,Yes,Yes,N,N,528,1,Christianity
wlv,Wichi Lhamtes Vejoz,1,4,N,4,,1962,1919-1989,N,Y,,1,Christianity
wic,Wichita,,,N,0,,,,N,Y,,,
wij,Wik-Iiyanh,1,5,N,1,,,,N,N,,4,Ethnic Religions
wih,Wik-Me'anha,,,N,0,,,,N,N,,,
wim,Wik-Mungkan,1,5,N,4,,1984-1985,1969-1981,N,Y,1332,1,Christianity
wig,Wik-Ngathana,1,5,N,0,,,,N,Y,,1,Christianity
wik,Wikalkan,,,N,0,,,,N,Y,,,
wua,Wikngenchera,,,N,0,,,,N,N,,,
kst,Winye,1,4,N,3,,,1994-2010,N,Y,,4,Ethnic Religions
gdr,Wipi,1,5,N,4,,2001-2014,2003,N,Y,946,1,Christianity
wrh,Wiradjuri,,,N,0,,,,N,N,,,
wgu,Wirangu,,,N,0,,,,N,N,,,
hto,"Witoto, Minika",1,4,N,4,,1985-2011,1973,N,Y,1061,1,Christianity
huu,"Witoto, Murui",3,4,N,4,,1978-2016,1963-1980,Y,N,596,1,Christianity
hux,"Witoto, Nipode",2,2,N,3,,,1960-1961,N,Y,,4,Ethnic Religions
wiu,Witu,1,5,N,4,,1990-2015,1967-1968,N,Y,1286,1,Christianity
wiy,Wiyot,,,N,0,,,,N,N,,,
wog,Wogamusin,1,5,N,1,,,,N,Y,,1,Christianity
woc,Wogeo,1,5,N,1,,,,N,N,,1,Christianity
wbw,Woi,1,4,N,1,,,,N,N,,1,Christianity
jod,Wojenaka,2,1,Y,2,,,,N,N,,6,Islam
wle,Wolane,1,1,Y,2,,,,N,Y,,6,Islam
wod,Wolani,1,4,N,3,,,1984-1995,N,Y,,4,Ethnic Religions
wal,Wolaytta,1,5,N,5,1997-2003,1981-2010,1934-1943,Y,Y,,1,Christianity
woe,Woleaian,3,5,N,2,,,,N,N,,1,Christianity
wlo,Wolio,2,1,Y,3,,,2014-2019,Y,Y,,6,Islam
wol,Wolof,13,1,Y,4,,1987-2010,1873-1997,Y,Y,,6,Islam
wof,"Wolof, Gambian",1,1,Y,3,,,1882-1976,N,Y,,6,Islam
wmo,Wom,1,5,N,0,,,,N,Y,,1,Christianity
wom,Wom,2,4,N,1,,,,N,Y,,1,Christianity
won,Wongo,1,5,N,3,,,1938-1940,N,Y,,1,Christianity
wor,Woria,,,N,0,,,,N,N,,,
jud,Worodougou,1,1,Y,3,,,2018,Y,N,,6,Islam
wro,Worrorra,,,N,3,,,1930-1943,N,Y,,,
wtw,Wotu,1,1,Y,0,,,,N,N,,6,Islam
noa,Woun Meu,2,3,N,4,,1988-2019,1972-1982,Y,Y,1082,1,Christianity
wud,Wudu,1,2,N,2,,,,N,Y,,4,Ethnic Religions
bqm,Wumboko,1,3,N,2,,,,N,N,,1,Christianity
wum,Wumbvu,2,5,N,2,,,,N,N,,1,Christianity
wub,Wunambal,,,N,0,,,,N,N,,,
bse,Wushi,1,3,N,2,,,,N,Y,,1,Christianity
wsi,Wusi,1,5,N,1,,,,N,Y,,1,Christianity
wut,Wutung,2,5,N,1,,,,N,Y,,1,Christianity
wuh,Wutunhua,1,1,Y,1,,,,N,N,,2,Buddhism
wuv,Wuvulu-Aua,1,5,N,4,,2005-2015,Yes,N,Y,1288,1,Christianity
udl,Wuzlam,1,4,N,3,,,2004,N,Y,,6,Islam
wym,Wymysorys,,,N,0,,,,N,N,,,
kao,Xaasongaxango,3,1,Y,4,,2006-2008,1997,Y,Y,,6,Islam
xkr,Xakriaba,,,N,0,,,,N,N,,,
xan,Xamtanga,1,3,N,4,,2018,2005-2009,Y,N,,1,Christianity
ane,Xaracuu,1,4,N,1,,,,N,N,,1,Christianity
axx,Xaragure,1,4,N,0,,,,N,N,,1,Christianity
xav,Xavante,1,4,N,4,,2004-2011,1970-1993,Y,Y,683,1,Christianity
xer,Xerente,1,4,N,4,,2007,1970-1990,N,Y,,1,Christianity
xet,Xeta,,,N,0,,,,N,N,,,
xho,Xhosa,5,5,N,5,1859-2014,1846-1987,1833-1987,Y,Y,282,1,Christianity
sjo,Xibe,1,1,Y,4,,2013,Yes,N,Y,,4,Ethnic Religions
xin,Xinca,,,N,0,,,,N,N,,,
xnq,Xingoni,1,2,N,3,,,2010-2020,N,N,,6,Islam
xiy,Xipaya,,,N,0,,,,N,N,,,
xii,Xiri,,,N,0,,,,N,N,,,
xir,Xiriana,,,N,3,,,2018,N,N,,,
xok,Xokleng,1,2,N,3,,,1985,N,Y,,4,Ethnic Religions
nmn,Xoo,3,2,N,2,,,,N,Y,,4,Ethnic Religions
xoo,Xukuru,,,N,2,,,,N,N,,,
muu,Yaaku,1,2,N,0,,,,N,N,,4,Ethnic Religions
ybn,Yabaana,,,N,0,,,,N,N,,,
yar,Yabarana,1,2,N,0,,,,N,N,,4,Ethnic Religions
jae,Yabem,1,5,N,4,,1924-1980,1908-1980,Y,Y,,1,Christianity
ybm,Yaben,1,5,N,1,,,,N,N,,1,Christianity
ybo,Yabong,1,5,N,1,,,,N,N,,1,Christianity
ekr,Yace,1,4,N,3,,,1980,Y,Y,,4,Ethnic Religions
ydg,Yadgha,2,1,Y,0,,,,N,Y,,6,Islam
rys,Yaeyama,1,1,Y,0,,,,N,N,,2,Buddhism
ygr,Yagaria,1,5,N,4,,1977-2008,1969-1977,N,Y,,1,Christianity
yai,Yagnobi,,,N,0,,,,N,N,,,
ygm,Yagomi,1,5,N,0,,,,N,N,,1,Christianity
