,PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion,ID3ROG3
5702,16666,IN,kfq,0,Korku,Korku,S,7,49,1,Y,4,NA,2018,1900-1981,Y,Y,NA,5,Hinduism,16666IN
5703,16666,IN,mtr,0,Mewari,Mewari,S,1860,289,1,Y,4,NA,2021,1815,Y,Y,NA,5,Hinduism,16666IN
5704,16666,IN,rwr,0,Marwari,Marwari,S,291,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism,16666IN
5705,16666,IN,swv,0,Shekhawati,Shekhawati,S,8,251,1,Y,4,NA,2017-2021,2015,Y,Y,NA,5,Hinduism,16666IN
5706,16666,IN,wbr,0,Wagdi,Wagdi,S,6795,93,1,Y,4,NA,2000,Yes,Y,Y,NA,5,Hinduism,16666IN
5707,16671,IN,bfy,0,Bagheli,Bagheli,S,150,214,1,Y,4,NA,1821-2020,Yes,Y,Y,NA,5,Hinduism,16671IN
5708,16671,IN,bgq,0,Bagri,Bagri,S,7100,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism,16671IN
5709,16671,IN,bns,0,Bundeli,Bundeli,S,5860,319,1,Y,4,NA,2010,Yes,Y,Y,NA,5,Hinduism,16671IN
5710,16671,IN,dhd,0,Dhundari,Dhundari,S,21220,355,1,Y,4,NA,2017,2014,Y,Y,NA,5,Hinduism,16671IN
5711,16671,IN,hoj,18802,Haroti,Haroti: Harauti,S,1400,152,1,Y,4,NA,1821-1822,Yes,Y,Y,NA,5,Hinduism,16671IN
5712,16671,IN,mtr,0,Mewari,Mewari,S,85650,289,1,Y,4,NA,2021,1815,Y,Y,NA,5,Hinduism,16671IN
5713,16671,IN,mup,0,Malvi,Malvi,S,25330,294,1,Y,4,NA,1826-2015,Yes,Y,Y,NA,5,Hinduism,16671IN
5714,16671,IN,noe,0,Nimadi,Nimadi,S,200,194,1,Y,3,NA,NA,2018,Y,Y,NA,5,Hinduism,16671IN
5715,16671,IN,rwr,0,Marwari,Marwari,S,40450,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism,16671IN
5716,16673,IN,ahr,0,Ahirani,Ahirani,S,12770,135,1,Y,4,NA,2017-2020,Yes,Y,Y,NA,5,Hinduism,16673IN
5717,16673,IN,anp,0,Angika,Angika,S,80,204,1,Y,3,NA,NA,2010-2011,Y,Y,NA,5,Hinduism,16673IN
5718,16673,IN,bfy,0,Bagheli,Bagheli,S,5720,214,1,Y,4,NA,1821-2020,Yes,Y,Y,NA,5,Hinduism,16673IN
5719,16673,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,120,149,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16673IN
5720,16673,IN,bgc,0,Haryanvi,Haryanvi,S,2675,349,1,Y,4,NA,2017-2020,2001,Y,Y,NA,5,Hinduism,16673IN
5721,16673,IN,bgq,0,Bagri,Bagri,S,1320,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism,16673IN
5722,16673,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,55,69,1,Y,4,NA,2017,Yes,Y,Y,NA,6,Islam,16673IN
5723,16673,IN,bho,0,Bhojpuri,Bhojpuri,S,13769,538,1,Y,4,NA,1998-2007,1911-1982,Y,Y,NA,5,Hinduism,16673IN
5724,16673,IN,bjj,0,Kanauji,Kanauji,S,14345,337,1,Y,4,NA,1821,Yes,Y,Y,NA,5,Hinduism,16673IN
5725,16673,IN,bns,0,Bundeli,Bundeli,S,13395,319,1,Y,4,NA,2010,Yes,Y,Y,NA,5,Hinduism,16673IN
5726,16673,IN,bra,0,Braj Bhasha,Braj Bhasha,S,2250,192,1,Y,4,NA,1824-1999,1822,Y,Y,NA,5,Hinduism,16673IN
5727,16673,IN,dgo,0,Dogri,Dogri,S,240,259,1,Y,4,NA,1826-2017,1883-1971,Y,Y,NA,5,Hinduism,16673IN
5728,16673,IN,dhd,0,Dhundari,Dhundari,S,10010,355,1,Y,4,NA,2017,2014,Y,Y,NA,5,Hinduism,16673IN
5729,16673,IN,gbm,0,Garhwali,Garhwali,S,3780,350,1,Y,4,NA,1827-1994,1876-1966,Y,Y,NA,5,Hinduism,16673IN
5730,16673,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,16951,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism,16673IN
5731,16673,IN,hoj,18802,Haroti,Haroti: Harauti,S,110,152,1,Y,4,NA,1821-1822,Yes,Y,Y,NA,5,Hinduism,16673IN
5732,16673,IN,idb,0,Indo-Portuguese,Indo-Portuguese,S,150,19,3,N,4,NA,1826-1852,1819-1851,N,N,NA,1,Christianity,16673IN
5733,16673,IN,kfr,0,Kacchi,Kacchi,S,6570,249,1,Y,4,NA,2010-2013,2013,Y,Y,NA,5,Hinduism,16673IN
5734,16673,IN,kfs,0,Bilaspuri,Bilaspuri,S,410,157,1,Y,4,NA,2017,Yes,N,Y,NA,5,Hinduism,16673IN
5735,16673,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,460,105,1,Y,4,NA,2017,1932-1998,Y,Y,NA,5,Hinduism,16673IN
5736,16673,IN,kfy,0,Kumaoni,Kumaoni,S,1670,327,1,Y,4,NA,1825,1825-2007,Y,Y,NA,5,Hinduism,16673IN
5737,16673,IN,khn,0,Khandesi,Khandesi,S,31370,212,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16673IN
5738,16673,IN,mag,0,Magahi,Magahi,S,60,274,1,Y,4,NA,1818-2016,1890-2009,Y,Y,NA,5,Hinduism,16673IN
5739,16673,IN,mai,0,Maithili,Maithili,S,1720,408,1,Y,4,NA,1986-2010,Yes,Y,Y,1302,5,Hinduism,16673IN
5740,16673,IN,mjl,0,Mandeali,Mandeali,S,1630,169,1,Y,4,NA,2017,1970,Y,Y,2769,5,Hinduism,16673IN
5741,16673,IN,mtr,0,Mewari,Mewari,S,5560,289,1,Y,4,NA,2021,1815,Y,Y,NA,5,Hinduism,16673IN
5742,16673,IN,mup,0,Malvi,Malvi,S,18210,294,1,Y,4,NA,1826-2015,Yes,Y,Y,NA,5,Hinduism,16673IN
5743,16673,IN,noe,0,Nimadi,Nimadi,S,6020,194,1,Y,3,NA,NA,2018,Y,Y,NA,5,Hinduism,16673IN
5744,16673,IN,rwr,0,Marwari,Marwari,S,60210,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism,16673IN
5745,16673,IN,srx,0,Sirmauri,Sirmauri,S,20,46,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16673IN
5746,16673,IN,swv,0,Shekhawati,Shekhawati,S,4770,251,1,Y,4,NA,2017-2021,2015,Y,Y,NA,5,Hinduism,16673IN
5747,16673,IN,tcy,0,Tulu,Tulu,S,4210,239,2,N,4,NA,1847-2010,1842-1912,Y,Y,NA,5,Hinduism,16673IN
5748,16673,IN,wbr,0,Wagdi,Wagdi,S,200,93,1,Y,4,NA,2000,Yes,Y,Y,NA,5,Hinduism,16673IN
5749,16673,IN,xnr,0,Kangri,Kangri,S,4680,251,1,Y,4,NA,2017,1969-2007,Y,Y,NA,5,Hinduism,16673IN
5750,16676,IN,bgq,0,Bagri,Bagri,S,22300,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism,16676IN
5751,16676,IN,bra,0,Braj Bhasha,Braj Bhasha,S,200,192,1,Y,4,NA,1824-1999,1822,Y,Y,NA,5,Hinduism,16676IN
5752,16676,IN,dhd,0,Dhundari,Dhundari,S,80860,355,1,Y,4,NA,2017,2014,Y,Y,NA,5,Hinduism,16676IN
5753,16676,IN,hoj,18802,Haroti,Haroti: Harauti,S,12210,152,1,Y,4,NA,1821-1822,Yes,Y,Y,NA,5,Hinduism,16676IN
5754,16676,IN,kfr,0,Kacchi,Kacchi,S,680,249,1,Y,4,NA,2010-2013,2013,Y,Y,NA,5,Hinduism,16676IN
5755,16676,IN,mtr,0,Mewari,Mewari,S,128250,289,1,Y,4,NA,2021,1815,Y,Y,NA,5,Hinduism,16676IN
5756,16676,IN,mup,0,Malvi,Malvi,S,3880,294,1,Y,4,NA,1826-2015,Yes,Y,Y,NA,5,Hinduism,16676IN
5757,16676,IN,rwr,0,Marwari,Marwari,S,273880,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism,16676IN
5758,16676,IN,swv,0,Shekhawati,Shekhawati,S,31210,251,1,Y,4,NA,2017-2021,2015,Y,Y,NA,5,Hinduism,16676IN
5759,16676,IN,wbr,0,Wagdi,Wagdi,S,3900,93,1,Y,4,NA,2000,Yes,Y,Y,NA,5,Hinduism,16676IN
5760,16677,IN,bho,0,Bhojpuri,Bhojpuri,S,5000,538,1,Y,4,NA,1998-2007,1911-1982,Y,Y,NA,5,Hinduism,16677IN
5761,16678,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,36,149,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16678IN
5762,16678,IN,cdh,0,Chambeali,Chambeali,S,28,100,1,Y,4,NA,2017,1883-1979,Y,Y,NA,5,Hinduism,16678IN
5763,16678,IN,kfs,0,Bilaspuri,Bilaspuri,S,1786,157,1,Y,4,NA,2017,Yes,N,Y,NA,5,Hinduism,16678IN
5764,16678,IN,mjl,0,Mandeali,Mandeali,S,217,169,1,Y,4,NA,2017,1970,Y,Y,2769,5,Hinduism,16678IN
5765,16678,IN,srx,0,Sirmauri,Sirmauri,S,5,46,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16678IN
5766,16678,IN,xnr,0,Kangri,Kangri,S,297,251,1,Y,4,NA,2017,1969-2007,Y,Y,NA,5,Hinduism,16678IN
5767,16681,IN,gau,0,"Gadaba, Mudhili","Gadaba, Mudhili",S,30,22,1,Y,4,NA,2019,2016,Y,Y,NA,5,Hinduism,16681IN
5768,16681,IN,hoc,0,Ho,Ho,S,9,109,1,Y,4,NA,1991-1997,1915-1987,Y,Y,NA,9,Unknown,16681IN
5769,16681,IN,jun,0,Juang,Juang,S,8,43,1,Y,4,NA,2016,Yes,Y,Y,NA,5,Hinduism,16681IN
5770,16681,IN,kff,0,Koya,Koya,S,5,78,1,Y,4,NA,1997-2016,1882-1889,Y,Y,NA,5,Hinduism,16681IN
5771,16681,IN,ort,0,"Oriya, Adivasi","Oriya, Adivasi",S,21,22,2,N,4,NA,2010-2011,1977-1988,Y,Y,NA,5,Hinduism,16681IN
5772,16681,IN,pci,0,Duruwa,Duruwa,S,12,63,1,Y,4,NA,2019,2000-2003,Y,Y,NA,5,Hinduism,16681IN
5773,16682,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,230,149,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16682IN
5774,16682,IN,bgc,0,Haryanvi,Haryanvi,S,1720,349,1,Y,4,NA,2017-2020,2001,Y,Y,NA,5,Hinduism,16682IN
5775,16682,IN,bgq,0,Bagri,Bagri,S,10,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism,16682IN
5776,16682,IN,kfs,0,Bilaspuri,Bilaspuri,S,640,157,1,Y,4,NA,2017,Yes,N,Y,NA,5,Hinduism,16682IN
5777,16682,IN,mjl,0,Mandeali,Mandeali,S,990,169,1,Y,4,NA,2017,1970,Y,Y,2769,5,Hinduism,16682IN
5778,16682,IN,xnr,0,Kangri,Kangri,S,5940,251,1,Y,4,NA,2017,1969-2007,Y,Y,NA,5,Hinduism,16682IN
5779,16684,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,70,69,1,Y,4,NA,2017,Yes,Y,Y,NA,6,Islam,16684IN
5780,16685,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,20,149,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16685IN
5781,16685,IN,bgc,0,Haryanvi,Haryanvi,S,2310,349,1,Y,4,NA,2017-2020,2001,Y,Y,NA,5,Hinduism,16685IN
5782,16685,IN,bgq,0,Bagri,Bagri,S,140,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism,16685IN
5783,16692,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,3270,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism,16692IN
5784,16692,IN,mtr,0,Mewari,Mewari,S,6620,289,1,Y,4,NA,2021,1815,Y,Y,NA,5,Hinduism,16692IN
5785,16692,IN,mup,0,Malvi,Malvi,S,9620,294,1,Y,4,NA,1826-2015,Yes,Y,Y,NA,5,Hinduism,16692IN
5786,16692,IN,noe,0,Nimadi,Nimadi,S,5430,194,1,Y,3,NA,NA,2018,Y,Y,NA,5,Hinduism,16692IN
5787,16692,IN,rwr,0,Marwari,Marwari,S,6315,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism,16692IN
5788,16693,IN,tcy,0,Tulu,Tulu,P,64168,239,2,N,4,NA,1847-2010,1842-1912,Y,Y,NA,5,Hinduism,16693IN
5789,16695,IN,dso,0,Desiya,Desiya,S,580,103,2,N,4,NA,2010-2020,2010,Y,Y,NA,5,Hinduism,16695IN
5790,16695,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,15921,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism,16695IN
5791,16695,IN,kxv,0,Kuvi,Kuvi,S,60,155,2,N,4,NA,1987-2020,1916-1962,Y,Y,NA,5,Hinduism,16695IN
5792,16696,IN,anp,0,Angika,Angika,S,163420,204,1,Y,3,NA,NA,2010-2011,Y,Y,NA,5,Hinduism,16696IN
5793,16696,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,24,149,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16696IN
5794,16696,IN,bgc,0,Haryanvi,Haryanvi,S,96158,349,1,Y,4,NA,2017-2020,2001,Y,Y,NA,5,Hinduism,16696IN
5795,16696,IN,bgq,0,Bagri,Bagri,S,39575,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism,16696IN
5796,16696,IN,bho,0,Bhojpuri,Bhojpuri,S,309529,538,1,Y,4,NA,1998-2007,1911-1982,Y,Y,NA,5,Hinduism,16696IN
5797,16696,IN,bjj,0,Kanauji,Kanauji,S,114230,337,1,Y,4,NA,1821,Yes,Y,Y,NA,5,Hinduism,16696IN
5798,16696,IN,bns,0,Bundeli,Bundeli,S,12562,319,1,Y,4,NA,2010,Yes,Y,Y,NA,5,Hinduism,16696IN
5799,16696,IN,bra,0,Braj Bhasha,Braj Bhasha,S,360,192,1,Y,4,NA,1824-1999,1822,Y,Y,NA,5,Hinduism,16696IN
5800,16696,IN,dhd,0,Dhundari,Dhundari,S,2541,355,1,Y,4,NA,2017,2014,Y,Y,NA,5,Hinduism,16696IN
5801,16696,IN,gbm,0,Garhwali,Garhwali,S,212,350,1,Y,4,NA,1827-1994,1876-1966,Y,Y,NA,5,Hinduism,16696IN
5802,16696,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,89,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism,16696IN
5803,16696,IN,kfs,0,Bilaspuri,Bilaspuri,S,12,157,1,Y,4,NA,2017,Yes,N,Y,NA,5,Hinduism,16696IN
5804,16696,IN,kfy,0,Kumaoni,Kumaoni,S,722,327,1,Y,4,NA,1825,1825-2007,Y,Y,NA,5,Hinduism,16696IN
5805,16696,IN,mag,0,Magahi,Magahi,S,71375,274,1,Y,4,NA,1818-2016,1890-2009,Y,Y,NA,5,Hinduism,16696IN
5806,16696,IN,mai,0,Maithili,Maithili,S,334910,408,1,Y,4,NA,1986-2010,Yes,Y,Y,1302,5,Hinduism,16696IN
5807,16696,IN,mtr,0,Mewari,Mewari,S,278,289,1,Y,4,NA,2021,1815,Y,Y,NA,5,Hinduism,16696IN
5808,16696,IN,mup,0,Malvi,Malvi,S,1229,294,1,Y,4,NA,1826-2015,Yes,Y,Y,NA,5,Hinduism,16696IN
5809,16696,IN,rwr,0,Marwari,Marwari,S,22215,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism,16696IN
5810,16696,IN,sjp,0,Surjapuri,Surjapuri,S,980,33,1,Y,3,NA,NA,2010-2011,Y,Y,NA,5,Hinduism,16696IN
5811,16696,IN,swv,0,Shekhawati,Shekhawati,S,17070,251,1,Y,4,NA,2017-2021,2015,Y,Y,NA,5,Hinduism,16696IN
5812,16696,IN,wbr,0,Wagdi,Wagdi,S,2,93,1,Y,4,NA,2000,Yes,Y,Y,NA,5,Hinduism,16696IN
5813,16696,IN,xnr,0,Kangri,Kangri,S,18,251,1,Y,4,NA,2017,1969-2007,Y,Y,NA,5,Hinduism,16696IN
5814,16697,IN,bns,0,Bundeli,Bundeli,S,300,319,1,Y,4,NA,2010,Yes,Y,Y,NA,5,Hinduism,16697IN
5815,16697,IN,bra,0,Braj Bhasha,Braj Bhasha,S,100,192,1,Y,4,NA,1824-1999,1822,Y,Y,NA,5,Hinduism,16697IN
5816,16697,IN,dhd,0,Dhundari,Dhundari,S,28600,355,1,Y,4,NA,2017,2014,Y,Y,NA,5,Hinduism,16697IN
5817,16697,IN,hoj,18802,Haroti,Haroti: Harauti,S,64670,152,1,Y,4,NA,1821-1822,Yes,Y,Y,NA,5,Hinduism,16697IN
5818,16697,IN,mtr,0,Mewari,Mewari,S,53240,289,1,Y,4,NA,2021,1815,Y,Y,NA,5,Hinduism,16697IN
5819,16697,IN,mup,0,Malvi,Malvi,S,31230,294,1,Y,4,NA,1826-2015,Yes,Y,Y,NA,5,Hinduism,16697IN
5820,16697,IN,rwr,0,Marwari,Marwari,S,28970,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism,16697IN
5821,16697,IN,swv,0,Shekhawati,Shekhawati,S,4620,251,1,Y,4,NA,2017-2021,2015,Y,Y,NA,5,Hinduism,16697IN
5822,16698,IN,bgw,0,Bhatri,Bhatri,S,140,97,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16698IN
5823,16698,IN,dso,0,Desiya,Desiya,S,650,103,2,N,4,NA,2010-2020,2010,Y,Y,NA,5,Hinduism,16698IN
5824,16698,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,150,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism,16698IN
5825,16698,IN,kxv,0,Kuvi,Kuvi,S,40,155,2,N,4,NA,1987-2020,1916-1962,Y,Y,NA,5,Hinduism,16698IN
5826,16698,IN,peg,0,Pengo,Pengo,S,400,108,1,Y,4,NA,2020,2017,Y,Y,NA,5,Hinduism,16698IN
5827,16700,IN,ahr,0,Ahirani,Ahirani,S,173,135,1,Y,4,NA,2017-2020,Yes,Y,Y,NA,5,Hinduism,16700IN
5828,16700,IN,bhb,0,Bhili,Bhili,S,2111,122,1,Y,4,NA,1930,1916-1996,Y,Y,NA,5,Hinduism,16700IN
5829,16700,IN,bho,0,Bhojpuri,Bhojpuri,S,2716,538,1,Y,4,NA,1998-2007,1911-1982,Y,Y,NA,5,Hinduism,16700IN
5830,16700,IN,bjj,0,Kanauji,Kanauji,S,327,337,1,Y,4,NA,1821,Yes,Y,Y,NA,5,Hinduism,16700IN
5831,16700,IN,esg,0,"Gondi, Aheri","Gondi, Aheri",S,40,37,1,Y,4,NA,2021,1962-2019,Y,Y,NA,5,Hinduism,16700IN
5832,16700,IN,gbm,0,Garhwali,Garhwali,S,70,350,1,Y,4,NA,1827-1994,1876-1966,Y,Y,NA,5,Hinduism,16700IN
5833,16700,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,990,118,1,Y,4,NA,1994-1996,1872-1987,Y,Y,NA,5,Hinduism,16700IN
5834,16700,IN,hlb,0,Halbi,Halbi,S,1,78,1,Y,4,NA,2002-2017,1989-1998,Y,Y,NA,5,Hinduism,16700IN
5835,16700,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,1058,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism,16700IN
5836,16700,IN,kfb,0,"Kolami, Northwestern","Kolami, Northwestern",S,319,30,1,Y,4,NA,2005-2006,Yes,Y,Y,NA,5,Hinduism,16700IN
5837,16700,IN,kfp,0,Korwa,Korwa,S,37,70,1,Y,4,NA,2021,2016,Y,Y,NA,5,Hinduism,16700IN
5838,16700,IN,kfq,0,Korku,Korku,S,558,49,1,Y,4,NA,2018,1900-1981,Y,Y,NA,5,Hinduism,16700IN
5839,16700,IN,kfr,0,Kacchi,Kacchi,S,20001,249,1,Y,4,NA,2010-2013,2013,Y,Y,NA,5,Hinduism,16700IN
5840,16700,IN,kfy,0,Kumaoni,Kumaoni,S,326,327,1,Y,4,NA,1825,1825-2007,Y,Y,NA,5,Hinduism,16700IN
5841,16700,IN,khn,0,Khandesi,Khandesi,S,63,212,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16700IN
5842,16700,IN,kxp,0,"Koli, Wadiyari","Koli, Wadiyari",S,1680,65,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16700IN
5843,16700,IN,kxv,0,Kuvi,Kuvi,S,1,155,2,N,4,NA,1987-2020,1916-1962,Y,Y,NA,5,Hinduism,16700IN
5844,16700,IN,mup,0,Malvi,Malvi,S,1910,294,1,Y,4,NA,1826-2015,Yes,Y,Y,NA,5,Hinduism,16700IN
5845,16700,IN,noe,0,Nimadi,Nimadi,S,1100,194,1,Y,3,NA,NA,2018,Y,Y,NA,5,Hinduism,16700IN
5846,16700,IN,saz,0,Saurashtra,Saurashtra,S,2250,42,1,Y,4,NA,2001,1978-1988,Y,Y,NA,5,Hinduism,16700IN
5847,16700,IN,sbn,0,Sindhi Bhil,Sindhi Bhil,S,22,14,2,N,1,NA,NA,NA,N,Y,NA,6,Islam,16700IN
5848,16700,IN,tcy,0,Tulu,Tulu,S,10,239,2,N,4,NA,1847-2010,1842-1912,Y,Y,NA,5,Hinduism,16700IN
5849,16700,IN,wsg,0,"Gondi, Adilabad","Gondi, Adilabad",S,164,34,1,Y,4,NA,2018,1962,Y,N,NA,5,Hinduism,16700IN
5850,16702,IN,bho,0,Bhojpuri,Bhojpuri,S,6630,538,1,Y,4,NA,1998-2007,1911-1982,Y,Y,NA,5,Hinduism,16702IN
5851,16703,IN,bho,0,Bhojpuri,Bhojpuri,S,3750,538,1,Y,4,NA,1998-2007,1911-1982,Y,Y,NA,5,Hinduism,16703IN
5852,16703,IN,dgo,0,Dogri,Dogri,S,50,259,1,Y,4,NA,1826-2017,1883-1971,Y,Y,NA,5,Hinduism,16703IN
5853,16705,IN,bfy,0,Bagheli,Bagheli,S,7020,214,1,Y,4,NA,1821-2020,Yes,Y,Y,NA,5,Hinduism,16705IN
5854,16705,IN,bns,0,Bundeli,Bundeli,S,30530,319,1,Y,4,NA,2010,Yes,Y,Y,NA,5,Hinduism,16705IN
5855,16705,IN,dhd,0,Dhundari,Dhundari,S,2710,355,1,Y,4,NA,2017,2014,Y,Y,NA,5,Hinduism,16705IN
5856,16705,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,169631,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism,16705IN
5857,16705,IN,kxv,0,Kuvi,Kuvi,S,50,155,2,N,4,NA,1987-2020,1916-1962,Y,Y,NA,5,Hinduism,16705IN
5858,16705,IN,mup,0,Malvi,Malvi,S,1140,294,1,Y,4,NA,1826-2015,Yes,Y,Y,NA,5,Hinduism,16705IN
5859,16705,IN,noe,0,Nimadi,Nimadi,S,4090,194,1,Y,3,NA,NA,2018,Y,Y,NA,5,Hinduism,16705IN
5860,16705,IN,rwr,0,Marwari,Marwari,S,120,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism,16705IN
5861,16705,IN,unx,0,Munda,Munda,S,30,132,3,N,4,NA,2020,2017,Y,Y,NA,5,Hinduism,16705IN
5862,16706,IN,ahr,0,Ahirani,Ahirani,S,1469,135,1,Y,4,NA,2017-2020,Yes,Y,Y,NA,5,Hinduism,16706IN
5863,16706,IN,bgq,0,Bagri,Bagri,S,4238,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism,16706IN
5864,16706,IN,bhb,0,Bhili,Bhili,S,21577,122,1,Y,4,NA,1930,1916-1996,Y,Y,NA,5,Hinduism,16706IN
5865,16706,IN,dhd,0,Dhundari,Dhundari,S,27063,355,1,Y,4,NA,2017,2014,Y,Y,NA,5,Hinduism,16706IN
5866,16706,IN,dhn,0,Dangi,Dangi,S,1231,41,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16706IN
5867,16706,IN,esg,0,"Gondi, Aheri","Gondi, Aheri",S,1,37,1,Y,4,NA,2021,1962-2019,Y,Y,NA,5,Hinduism,16706IN
5868,16706,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,5,118,1,Y,4,NA,1994-1996,1872-1987,Y,Y,NA,5,Hinduism,16706IN
5869,16706,IN,kfq,0,Korku,Korku,S,6,49,1,Y,4,NA,2018,1900-1981,Y,Y,NA,5,Hinduism,16706IN
5870,16706,IN,kfr,0,Kacchi,Kacchi,S,80,249,1,Y,4,NA,2010-2013,2013,Y,Y,NA,5,Hinduism,16706IN
5871,16706,IN,khn,0,Khandesi,Khandesi,S,152,212,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism,16706IN
5872,16706,IN,kxv,0,Kuvi,Kuvi,S,2,155,2,N,4,NA,1987-2020,1916-1962,Y,Y,NA,5,Hinduism,16706IN
5873,16706,IN,mtr,0,Mewari,Mewari,S,286,289,1,Y,4,NA,2021,1815,Y,Y,NA,5,Hinduism,16706IN
5874,16706,IN,noe,0,Nimadi,Nimadi,S,4220,194,1,Y,3,NA,NA,2018,Y,Y,NA,5,Hinduism,16706IN
5875,16706,IN,rwr,0,Marwari,Marwari,S,14689,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism,16706IN
5876,16706,IN,swv,0,Shekhawati,Shekhawati,S,11362,251,1,Y,4,NA,2017-2021,2015,Y,Y,NA,5,Hinduism,16706IN
5877,16707,IN,dhd,0,Dhundari,Dhundari,S,144,355,1,Y,4,NA,2017,2014,Y,Y,NA,5,Hinduism,16707IN
5878,16707,IN,mtr,0,Mewari,Mewari,S,39,289,1,Y,4,NA,2021,1815,Y,Y,NA,5,Hinduism,16707IN
5879,16707,IN,rwr,0,Marwari,Marwari,P,683,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism,16707IN
5880,16707,IN,wbr,0,Wagdi,Wagdi,S,5,93,1,Y,4,NA,2000,Yes,Y,Y,NA,5,Hinduism,16707IN
5881,16708,IN,bhb,0,Bhili,Bhili,S,28,122,1,Y,4,NA,1930,1916-1996,Y,Y,NA,5,Hinduism,16708IN
5882,16708,IN,dhw,0,Danuwar,Danuwar,S,293,2,1,Y,3,NA,NA,1976,N,Y,NA,5,Hinduism,16708IN
5883,16708,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,70,118,1,Y,4,NA,1994-1996,1872-1987,Y,Y,NA,5,Hinduism,16708IN
5884,16708,IN,hlb,0,Halbi,Halbi,S,5,78,1,Y,4,NA,2002-2017,1989-1998,Y,Y,NA,5,Hinduism,16708IN
5885,16708,IN,hne,0,Chhattisgarhi,Chhattisgarhi,P,28107,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism,16708IN
