,ID3ROG3,Latitude,Longitude,PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
21910,15173RP,6.45338,125.42625,15173,RP,klg,0,Tagakaulo,Tagakaulo,P,NA,1,5,N,3,NA,NA,1964-2011,Y,Y,NA,4,Ethnic Religions
21911,11047RP,17.22394,121.09113,11047,RP,kyb,0,"Kalinga, Butbut","Kalinga, Butbut",P,NA,1,5,N,4,NA,2016,2012,N,Y,NA,1,Christianity
21912,13137RP,17.3879,121.0365,13137,RP,knb,0,"Kalinga, Lubuagan","Kalinga, Lubuagan",P,NA,1,4,N,4,NA,2013,1970-2005,Y,N,NA,4,Ethnic Religions
21913,13182RP,17.66834,121.07311,13182,RP,kkg,0,"Kalinga, Mabaka Valley","Kalinga, Mabaka Valley",P,NA,1,2,N,2,NA,NA,NA,N,N,NA,4,Ethnic Religions
21914,13182RP,17.66834,121.07311,13182,RP,kmk,0,"Kalinga, Limos","Kalinga, Limos",S,NA,1,4,N,4,NA,2003-2004,1977-1985,N,Y,1274,4,Ethnic Religions
21915,13198RP,17.17939,121.23579,13198,RP,kmd,11410,"Kalinga, Majukayang","Kalinga, Majukayang: Kalinga, Madukayang",P,NA,1,4,N,4,NA,2014,Yes,N,N,NA,1,Christianity
21916,14020RP,17.60813,121.38057,14020,RP,kmk,0,"Kalinga, Limos","Kalinga, Limos",P,NA,1,4,N,4,NA,2003-2004,1977-1985,N,Y,1274,4,Ethnic Religions
21917,15045RP,17.29358,121.06787,15045,RP,ksc,0,"Kalinga, Southern","Kalinga, Southern",P,NA,1,4,N,4,NA,1986,1977,N,N,1328,4,Ethnic Religions
21918,13121RP,17.34407,121.31148,13121,RP,kml,11402,"Kalinga, Tanudan","Kalinga, Tanudan: Tanudan, Mangali",P,NA,1,4,N,4,NA,2019,1980-1987,N,Y,NA,4,Ethnic Religions
21919,12464RP,8.10796,126.31393,12464,RP,kyk,0,Kamayo,Kamayo,P,NA,1,4,N,3,NA,NA,2019,Y,Y,NA,1,Christianity
21920,12498RP,17.12722,120.80177,12498,RP,xnn,0,"Kankanay, Northern","Kankanay, Northern",P,138410,1,4,N,4,NA,1984,1967-2005,Y,Y,1344,4,Ethnic Religions
21921,12533RP,16.56551,120.95636,12533,RP,ibl,0,Ibaloi,Ibaloi,S,NA,1,4,N,4,NA,1978,1965,Y,Y,NA,4,Ethnic Religions
21922,12533RP,16.56551,120.95636,12533,RP,kyj,0,Karao,Karao,P,NA,1,2,N,3,NA,NA,1998,N,N,NA,4,Ethnic Religions
21923,20331RP,10.004423,122.811809,20331,RP,kyn,11653,"Binukidnon, Northern","Binukidnon, Northern: Karolanos",P,21962,1,4,N,2,NA,NA,NA,N,N,NA,1,Christianity
21924,20555RP,10.30144,125.205417,20555,RP,cbw,0,Kinabalian,Kinabalian,P,17045,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
21925,10352RP,10.81307,122.2969,10352,RP,krj,0,Kinaray-A,Kinaray-A,P,634941,1,5,N,4,NA,2009-2011,1982-1985,Y,Y,krj,1,Christianity
21926,13107RP,12.31393,121.92622,13107,RP,loc,0,Inonhan,Inonhan,P,NA,1,5,N,4,NA,2000,Yes,Y,N,NA,1,Christianity
21927,13203RP,9.49196,122.76927,13203,RP,kyn,0,"Binukidnon, Northern","Binukidnon, Northern",S,NA,1,4,N,2,NA,NA,NA,N,N,NA,1,Christianity
21928,13203RP,9.49196,122.76927,13203,RP,mtw,0,"Binukidnon, Southern","Binukidnon, Southern",P,NA,1,4,N,2,NA,NA,NA,N,N,NA,4,Ethnic Religions
21929,19184RP,17.82912964,121.5468877,19184,RP,ibg,0,Ibanag,Ibanag,S,NA,1,5,N,4,NA,1911-1989,1907-1989,Y,Y,NA,1,Christianity
21930,19184RP,17.82912964,121.5468877,19184,RP,itv,10997,Itawit,Itawit: Malaweg,P,NA,2,5,N,4,NA,1992-2009,1978-1981,Y,Y,NA,1,Christianity
21931,13447RP,11.85639,121.91924,13447,RP,akl,0,Aklanon,Aklanon,S,NA,2,5,N,3,NA,NA,1988-1996,Y,Y,NA,1,Christianity
21932,14722RP,7.50481,126.40932,14722,RP,mry,0,Mandaya,Mandaya,P,NA,3,4,N,2,NA,NA,NA,N,Y,NA,4,Ethnic Religions
21933,20332RP,7.529787,126.491369,20332,RP,mry,0,Mandaya,Mandaya,P,6194,3,4,N,2,NA,NA,NA,N,Y,NA,4,Ethnic Religions
21934,19521RP,7.40301,126.41672,19521,RP,mry,13594,Mandaya,"Mandaya: Mandaya, Sangab",P,11227,3,4,N,2,NA,NA,NA,N,Y,NA,4,Ethnic Religions
21935,10186RP,8.62731,125.74174,10186,RP,msm,0,"Manobo, Agusan","Manobo, Agusan",P,NA,2,4,N,4,NA,1999-2011,1962-1995,Y,Y,979,4,Ethnic Religions
21936,10472RP,7.7789,125.4992,10472,RP,atd,0,"Manobo, Ata","Manobo, Ata",P,NA,1,4,N,4,NA,2000,1974-1981,N,Y,1003,4,Ethnic Religions
21937,10862RP,8.15933,124.89245,10862,RP,bkd,0,Binukid,Binukid,P,NA,1,5,N,4,NA,1986-2017,1956-1979,Y,Y,1117,4,Ethnic Religions
21938,18844RP,6.411184097,124.3371603,18844,RP,atd,0,"Manobo, Ata","Manobo, Ata",S,NA,1,4,N,4,NA,2000,1974-1981,N,Y,1003,4,Ethnic Religions
21939,18844RP,6.411184097,124.3371603,18844,RP,mta,13641,"Manobo, Cotabato","Manobo, Cotabato: Blit",P,NA,2,2,N,4,NA,1988-2005,1964-1997,Y,Y,1316,4,Ethnic Religions
21940,11386RP,9.1793,124.72128,11386,RP,mkx,13640,"Manobo, Kinamiging","Manobo, Kinamiging: Manobo, Cinamiguin",P,NA,1,5,N,2,NA,NA,NA,N,N,NA,4,Ethnic Religions
21941,11426RP,6.496340963,124.3625662,11426,RP,ilk,0,Bogkalot,Bogkalot,S,NA,1,5,N,4,NA,1982-2004,1964-1965,Y,Y,NA,4,Ethnic Religions
21942,11426RP,6.496340963,124.3625662,11426,RP,mta,0,"Manobo, Cotabato","Manobo, Cotabato",P,NA,2,2,N,4,NA,1988-2005,1964-1997,Y,Y,1316,4,Ethnic Religions
21943,11551RP,7.85664,126.01817,11551,RP,mbd,0,"Manobo, Dibabawon","Manobo, Dibabawon",P,NA,1,4,N,4,NA,1978-1987,1967,N,Y,1326,4,Ethnic Religions
21944,11551RP,7.85664,126.01817,11551,RP,mdb,0,Morigi,Morigi,S,NA,1,5,N,2,NA,NA,NA,N,Y,NA,1,Christianity
21945,12092RP,8.61202,125.07083,12092,RP,bkd,0,Binukid,Binukid,S,NA,1,5,N,4,NA,1986-2017,1956-1979,Y,Y,1117,4,Ethnic Religions
21946,12092RP,8.61202,125.07083,12092,RP,mba,0,Higaonon,Higaonon,P,NA,1,4,N,4,NA,2009,1987,N,N,NA,4,Ethnic Religions
21947,18843RP,7.34448,124.76579,18843,RP,ilk,0,Bogkalot,Bogkalot,S,NA,1,5,N,4,NA,1982-2004,1964-1965,Y,Y,NA,4,Ethnic Religions
21948,18843RP,7.34448,124.76579,18843,RP,mbi,0,"Manobo, Ilianen","Manobo, Ilianen",P,NA,1,4,N,4,NA,1989,1961-1981,N,Y,1310,4,Ethnic Religions
21949,15483RP,7.72124,125.15971,15483,RP,mbt,0,"Manobo, Matigsalug","Manobo, Matigsalug",P,NA,2,4,N,4,NA,2010-2011,1972-2005,Y,Y,1002,4,Ethnic Religions
21950,14113RP,7.29141,125.09018,14113,RP,obo,0,"Manobo, Obo","Manobo, Obo",P,NA,1,4,N,4,NA,2011-2016,1941-1999,Y,Y,425,4,Ethnic Religions
21951,14512RP,8.2934,126.26598,14512,RP,kyk,0,Kamayo,Kamayo,S,NA,1,4,N,3,NA,NA,2019,Y,Y,NA,1,Christianity
21952,14512RP,8.2934,126.26598,14512,RP,mqk,0,"Manobo, Rajah Kabunsuwan","Manobo, Rajah Kabunsuwan",P,NA,1,4,N,2,NA,NA,NA,N,N,NA,4,Ethnic Religions
21953,14767RP,5.84903,125.49902,14767,RP,mbs,0,"Manobo, Sarangani","Manobo, Sarangani",P,NA,1,5,N,4,NA,1982,1967-1985,Y,Y,1243,4,Ethnic Religions
21954,19188RP,7.829433759,125.3628514,19188,RP,mbt,13648,"Manobo, Matigsalug","Manobo, Matigsalug: Tigwa",P,13323,2,4,N,4,NA,2010-2011,1972-2005,Y,Y,1002,4,Ethnic Religions
21955,18945RP,8.62731,125.74174,18945,RP,msm,20747,"Manobo, Agusan","Manobo, Agusan: Umayam",P,7343,2,4,N,4,NA,1999-2011,1962-1995,Y,Y,979,4,Ethnic Religions
21956,19520RP,7.2864,126.164,19520,RP,msk,0,Mansaka,Mansaka,P,85805,1,2,N,4,NA,1975,1959-1968,N,Y,1246,4,Ethnic Religions
21957,13564RP,12.21453,123.63579,13564,RP,msb,0,Masbatenyo,Masbatenyo,P,NA,1,5,N,4,NA,1993,1972-1991,Y,N,1222,1,Christianity
21958,13774RP,7.95926,117.02259,13774,RP,pwm,0,Molbog,Molbog,P,24519,2,1,Y,4,NA,2012,1977,Y,Y,NA,6,Islam
21959,10165RP,15.23154,120.16443,10165,RP,sbl,0,"Sambal, Botolan","Sambal, Botolan",P,NA,1,4,N,4,NA,1982-2014,1966-1974,N,Y,1343,4,Ethnic Religions
21960,10477RP,11.12966717,122.8955267,10477,RP,atk,0,Ati,Ati,P,NA,1,2,N,2,NA,NA,NA,N,Y,NA,4,Ethnic Religions
21961,10477RP,11.12966717,122.8955267,10477,RP,ilk,0,Bogkalot,Bogkalot,S,NA,1,5,N,4,NA,1982-2004,1964-1965,Y,Y,NA,4,Ethnic Religions
21962,10477RP,11.12966717,122.8955267,10477,RP,krj,0,Kinaray-A,Kinaray-A,S,NA,1,5,N,4,NA,2009-2011,1982-1985,Y,Y,krj,1,Christianity
21963,13464RP,9.44744,125.54843,13464,RP,mmn,0,Minamanwa,Minamanwa,P,NA,1,1,Y,4,NA,1982,1966-1967,N,Y,1327,4,Ethnic Religions
21964,14273RP,10.11148,119.02539,14273,RP,bya,0,Batak,Batak,P,NA,1,2,N,3,NA,NA,1972,N,Y,NA,4,Ethnic Religions
21965,14273RP,10.11148,119.02539,14273,RP,cyo,0,Cuyonon,Cuyonon,S,NA,2,5,N,4,NA,1982,1939-1966,Y,Y,NA,1,Christianity
21966,14273RP,10.11148,119.02539,14273,RP,tbk,0,"Tagbanwa, Calamian","Tagbanwa, Calamian",S,NA,1,4,N,4,NA,2002-2009,1968-1994,Y,Y,1438,4,Ethnic Religions
21967,10972RP,8.83891,117.87051,10972,RP,plc,0,"Palawano, Central","Palawano, Central",S,NA,2,5,N,4,NA,1964,1959-1962,N,Y,NA,4,Ethnic Religions
21968,10972RP,8.83891,117.87051,10972,RP,plw,0,"Palawano, Brooke's Point","Palawano, Brooke's Point",P,NA,1,1,Y,4,NA,2013-2014,1992-2000,N,Y,1358,4,Ethnic Religions
21969,11130RP,8.77013,117.83815,11130,RP,plc,0,"Palawano, Central","Palawano, Central",P,NA,2,5,N,4,NA,1964,1959-1962,N,Y,NA,4,Ethnic Religions
21970,11130RP,8.77013,117.83815,11130,RP,plw,0,"Palawano, Brooke's Point","Palawano, Brooke's Point",S,NA,1,1,Y,4,NA,2013-2014,1992-2000,N,Y,1358,4,Ethnic Religions
21971,15071RP,8.67624,117.36004,15071,RP,plv,0,"Palawano, Southwest","Palawano, Southwest",P,NA,1,4,N,4,NA,2014,Yes,N,Y,NA,4,Ethnic Religions
21972,14315RP,17.04111,122.37028,14315,RP,prf,0,Paranan,Paranan,P,NA,1,4,N,4,NA,2006-2013,1988-2003,Y,Y,438,1,Christianity
21973,14446RP,10.63766352,124.3128144,14446,RP,msb,0,Masbatenyo,Masbatenyo,S,NA,1,5,N,4,NA,1993,1972-1991,Y,N,1222,1,Christianity
21974,14572RP,12.45287,122.46982,14572,RP,rol,16071,Romblomanon,Romblomanon: Romblon,P,NA,1,5,N,4,NA,2013-2018,1992-2011,Y,Y,NA,1,Christianity
21975,14031RP,6.00388,121.67171,14031,RP,sse,0,"Sama, Balangingih","Sama, Balangingih",P,101491,2,1,Y,4,NA,2008,1979-2009,Y,Y,NA,6,Islam
21976,14295RP,6.27922,120.54545,14295,RP,slm,0,"Sama, Pangutaran","Sama, Pangutaran",P,52247,1,1,Y,4,NA,1994,1979-1986,N,N,NA,6,Islam
21977,10121RP,12.42636,124.16645,10121,RP,abx,0,Inabaknon,Inabaknon,P,NA,1,5,N,4,NA,1996,1981,N,N,1091,1,Christianity
21978,15065RP,5.18088,119.97331,15065,RP,ssb,0,"Sama, Southern","Sama, Southern",P,255912,2,1,Y,3,NA,NA,1979-2016,Y,Y,NA,6,Islam
21979,18873RP,5.23976,120.11817,18873,RP,sml,16236,"Sama, Central","Sama, Central: Dilaut-badjao",P,133736,2,1,Y,4,NA,1987-2012,1966-2008,Y,Y,NA,6,Islam
21980,15494RP,15.5797,120.0948,15494,RP,xsb,0,Sambal,Sambal,P,NA,1,4,N,4,NA,1999-2000,1938-1979,Y,Y,1318,1,Christianity
21981,14724RP,5.40063,125.38747,14724,RP,snl,0,Sangil,Sangil,P,9910,1,1,Y,3,NA,NA,1981-2014,Y,Y,NA,6,Islam
21982,11138RP,8.12701,123.01765,11138,RP,syb,0,"Subanen, Central","Subanen, Central",P,NA,1,5,N,4,NA,1992,1973-1983,N,Y,1325,4,Ethnic Religions
21983,20582RP,8.241972,123.575532,20582,RP,sfe,0,"Subanen, Eastern","Subanen, Eastern",P,8240,1,2,N,3,NA,NA,2020,Y,N,NA,4,Ethnic Religions
21984,12992RP,7.53449,123.13047,12992,RP,laa,0,"Subanen, Southern","Subanen, Southern",P,NA,1,4,N,4,NA,1982,1939-1967,N,Y,NA,4,Ethnic Religions
21985,15612RP,8.5232,123.58754,15612,RP,stb,0,"Subanen, Northern","Subanen, Northern",P,NA,1,1,Y,4,NA,2011,2011,Y,N,NA,4,Ethnic Religions
21986,19665RP,7.43356,122.11626,19665,RP,skn,0,"Subanon, Kolibugan","Subanon, Kolibugan",P,30913,1,5,N,3,NA,NA,2014,Y,Y,NA,6,Islam
21987,15100RP,7.986498891,122.6640683,15100,RP,suc,0,"Subanon, Western","Subanon, Western",P,NA,1,5,N,4,NA,1996-2021,1971-1974,Y,Y,1324,1,Christianity
21988,15115RP,11.24728,122.55113,15115,RP,krj,0,Kinaray-A,Kinaray-A,S,NA,1,5,N,4,NA,2009-2011,1982-1985,Y,Y,krj,1,Christianity
21989,15131RP,9.14563,125.89586,15131,RP,sgd,0,Surigaonon,Surigaonon,P,487042,1,5,N,2,NA,NA,NA,N,Y,NA,1,Christianity
21990,15169RP,13.02115,121.30537,15169,RP,tdy,0,Tadyawan,Tadyawan,P,NA,1,1,Y,1,NA,NA,NA,N,Y,NA,4,Ethnic Religions
21991,15172RP,6.9712,125.17494,15172,RP,bgs,0,Tagabawa,Tagabawa,P,NA,1,4,N,4,NA,2004,1952-2005,Y,Y,1116,4,Ethnic Religions
21992,10135RP,9.54263,118.49736,10135,RP,tbw,0,Tagbanwa,Tagbanwa,P,NA,1,4,N,4,NA,1992,1968-1996,N,N,tbw,4,Ethnic Religions
21993,11139RP,10.52904738,119.2813169,11139,RP,cyo,0,Cuyonon,Cuyonon,P,NA,2,5,N,4,NA,1982,1939-1966,Y,Y,NA,1,Christianity
21994,11139RP,10.52904738,119.2813169,11139,RP,tgt,0,"Tagbanwa, Central","Tagbanwa, Central",S,NA,NA,NA,N,2,NA,NA,NA,N,N,NA,NA,NA
21995,12445RP,12.07158,120.0938,12445,RP,tbk,0,"Tagbanwa, Calamian","Tagbanwa, Calamian",P,NA,1,4,N,4,NA,2002-2009,1968-1994,Y,Y,1438,4,Ethnic Religions
21996,20544RP,8.946497,126.115155,20544,RP,tgn,0,Tandaganon,Tandaganon,P,121760,1,4,N,2,NA,NA,NA,N,N,NA,1,Christianity
21997,19189RP,8.83852068,117.5713675,19189,RP,plc,0,"Palawano, Central","Palawano, Central",P,474,2,5,N,4,NA,1964,1959-1962,N,Y,NA,4,Ethnic Religions
21998,15295RP,5.95478,121.11477,15295,RP,tsg,0,Tausug,Tausug,P,1336953,3,1,Y,4,NA,1985-2018,1918-2005,Y,Y,1319,6,Islam
21999,19156RP,12.89681,121.17652,19156,RP,bnj,0,Bangon,Bangon,P,NA,1,5,N,4,NA,1996,1980,N,Y,NA,1,Christianity
22000,15502RP,6.77321,124.12673,15502,RP,ilk,0,Bogkalot,Bogkalot,S,NA,1,5,N,4,NA,1982-2004,1964-1965,Y,Y,NA,4,Ethnic Religions
22001,15502RP,6.77321,124.12673,15502,RP,tiy,0,Teduray,Teduray,P,NA,1,4,N,4,NA,1983-2002,1955,Y,Y,1266,4,Ethnic Religions
22002,15470RP,6.20377,124.53755,15470,RP,ilk,0,Bogkalot,Bogkalot,S,NA,1,5,N,4,NA,1982-2004,1964-1965,Y,Y,NA,4,Ethnic Religions
22003,15956RP,6.56306,122.05304,15956,RP,yka,0,Yakan,Yakan,P,194405,2,1,Y,4,NA,1984-2019,1959-2003,Y,Y,1388,6,Islam
22004,16047RP,16.70149,121.71773,16047,RP,gad,0,Gaddang,Gaddang,S,NA,1,5,N,3,NA,NA,2020,Y,Y,NA,1,Christianity
22005,16047RP,16.70149,121.71773,16047,RP,ibg,0,Ibanag,Ibanag,S,NA,1,5,N,4,NA,1911-1989,1907-1989,Y,Y,NA,1,Christianity
22006,16047RP,16.70149,121.71773,16047,RP,yog,0,Yogad,Yogad,P,NA,1,4,N,1,NA,NA,NA,N,Y,NA,4,Ethnic Religions
22007,14410PC,-24.40022,-128.30157,14410,PC,pih,0,Pitcairn-Norfolk,Pitcairn-Norfolk,P,NA,4,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
22008,19007PL,52.00414,20.76105,19007,PL,pso,0,Polish Sign Language,Polish Sign Language,P,75479,1,NA,N,1,NA,NA,NA,N,N,NA,1,Christianity
22009,12523PL,52.238718,20.980153,12523,PL,kdr,0,Karaim,Karaim,S,NA,1,1,Y,3,NA,NA,1841-1842,N,N,NA,4,Ethnic Religions
22010,12559PL,54.31638,18.60668,12559,PL,csb,0,Kashubian,Kashubian,P,NA,2,3,N,4,NA,1995,Yes,Y,N,NA,1,Christianity
22011,12552PL,49.52645,21.56635,12552,PL,rmc,0,"Romani, Carpathian","Romani, Carpathian",P,NA,9,4,N,4,NA,2014,1936-1996,Y,Y,992,1,Christianity
22012,14601PL,49.55809378,22.2121392,14601,PL,rue,0,Rusyn,Rusyn,P,10896,6,4,N,3,NA,NA,1874-2009,N,Y,NA,1,Christianity
22013,19679PL,50.96564,16.94911,19679,PL,szl,0,Silesian,Silesian,P,777782,1,3,N,4,NA,2017,Yes,N,N,NA,1,Christianity
22014,20324PL,50.16829,18.8308,20324,PL,sli,0,"Silesian, Lower","Silesian, Lower",P,11797,2,3,N,1,NA,NA,NA,N,N,NA,1,Christianity
22015,13017PO,38.734678,-9.130587,13017,PO,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,19531,120,2,N,3,NA,NA,1939-1981,N,Y,NA,6,Islam
22016,13819PO,37.02390014,-7.930390739,13819,PO,ary,0,"Arabic, Moroccan Spoken","Arabic, Moroccan Spoken",P,5827,27,1,Y,4,NA,2012,1902-1952,Y,Y,558,6,Islam
22017,10466PO,41.499,-6.271,10466,PO,ast,0,Asturian,Asturian,P,NA,2,3,N,4,NA,1997,1871-1991,N,N,NA,1,Christianity
22018,11069PO,41.10997994,-8.624528072,11069,PO,kea,0,Kabuverdianu,Kabuverdianu,P,NA,18,4,N,3,NA,NA,1936-2013,Y,Y,NA,1,Christianity
22019,19007PO,38.54741,-8.53355,19007,PO,psr,0,Portuguese Sign Language,Portuguese Sign Language,P,20282,2,NA,N,1,NA,NA,NA,N,N,NA,1,Christianity
22020,11435PO,38.751416,-9.155161,11435,PO,cri,0,Saotomense,Saotomense,P,9435,2,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
22021,13732PO,41.54586,-6.39882,13732,PO,mwl,0,Mirandese,Mirandese,P,13710,1,3,N,3,NA,NA,2011-2014,N,N,mwl,1,Christianity
22022,11081PO,40.07343,-7.84867,11081,PO,rmq,0,Calo,Calo,P,5055,7,4,N,3,NA,NA,1837-1872,Y,Y,1412,1,Christianity
22023,19007RQ,18.399789,-66.084048,19007,RQ,psl,0,Puerto Rican Sign Language,Puerto Rican Sign Language,P,19939,1,NA,N,1,NA,NA,NA,N,N,NA,1,Christianity
22024,10376QA,25.31234834,51.40391219,10376,QA,afb,0,"Arabic, Gulf Spoken","Arabic, Gulf Spoken",P,NA,18,1,Y,3,NA,NA,2013,Y,Y,NA,6,Islam
22025,11722QA,25.3878678,51.42841632,11722,QA,arz,0,"Arabic, Egyptian Spoken","Arabic, Egyptian Spoken",P,58050,39,4,N,4,NA,2012,1905-2007,Y,Y,NA,6,Islam
22026,13017QA,25.26172212,51.51238564,13017,QA,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,279278,120,2,N,3,NA,NA,1939-1981,N,Y,NA,6,Islam
22027,14276QA,25.32153588,51.48631297,14276,QA,ajp,0,"Arabic, South Levantine Spoken","Arabic, South Levantine Spoken",P,387378,38,1,Y,3,NA,NA,1940-1946,Y,Y,NA,6,Islam
22028,10759QA,25.266058,51.535509,10759,QA,ars,0,"Arabic, Najdi Spoken","Arabic, Najdi Spoken",P,58050,12,1,Y,3,NA,NA,2004-2013,N,N,NA,6,Islam
22029,15104QA,25.28012635,51.54190909,15104,QA,apd,0,"Arabic, Sudanese Spoken","Arabic, Sudanese Spoken",P,58050,80,1,Y,4,NA,1978-2005,1927-1964,Y,Y,NA,6,Islam
22030,15152QA,25.36332882,51.49589851,15152,QA,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,279278,120,2,N,3,NA,NA,1939-1981,N,Y,NA,6,Islam
22031,15034QA,25.28741136,51.46982585,15034,QA,bcc,0,"Balochi, Southern","Balochi, Southern",P,58050,110,1,Y,4,NA,1999-2001,1992-1994,Y,Y,rom,6,Islam
22032,10380QA,25.30389849,51.47634401,10380,QA,afb,0,"Arabic, Gulf Spoken","Arabic, Gulf Spoken",P,271046,18,1,Y,3,NA,NA,2013,Y,Y,NA,6,Islam
22033,10663RE,-21.10848251,55.54191404,10663,RE,rcf,0,Reunion Creole French,Reunion Creole French,P,4404,5,4,N,3,NA,NA,2017,Y,Y,NA,1,Christianity
22034,18946RE,-21.25618,55.44523,18946,RE,swb,0,"Comorian, Maore","Comorian, Maore",P,NA,6,1,Y,4,NA,1994-2021,1983,Y,Y,NA,6,Islam
22035,19403RE,-20.905721,55.443502,19403,RE,wni,0,"Comorian, Ndzwani","Comorian, Ndzwani",P,3642,3,1,Y,3,NA,NA,2011,N,Y,NA,6,Islam
22036,11412RE,-20.927356,55.473745,11412,RE,zdj,0,"Comorian, Ngazidja","Comorian, Ngazidja",P,4854,3,1,Y,3,NA,NA,1976-2007,Y,Y,NA,6,Islam
22037,11234RE,-21.32008428,55.47808807,11234,RE,rcf,0,Reunion Creole French,Reunion Creole French,S,NA,5,4,N,3,NA,NA,2017,Y,Y,NA,1,Christianity
22038,11982RE,-21.27144,55.52569,11982,RE,rcf,0,Reunion Creole French,Reunion Creole French,S,NA,5,4,N,3,NA,NA,2017,Y,Y,NA,1,Christianity
22039,12057RE,-20.87804943,55.447174,12057,RE,rcf,0,Reunion Creole French,Reunion Creole French,S,NA,5,4,N,3,NA,NA,2017,Y,Y,NA,1,Christianity
22040,12054RE,-20.903016,55.477846,12054,RE,rcf,0,Reunion Creole French,Reunion Creole French,S,NA,5,4,N,3,NA,NA,2017,Y,Y,NA,1,Christianity
22041,12051RE,-20.906369,55.48435,12051,RE,rcf,0,Reunion Creole French,Reunion Creole French,S,NA,5,4,N,3,NA,NA,2017,Y,Y,NA,1,Christianity
22042,14483RE,-20.886296,55.454665,14483,RE,rcf,0,Reunion Creole French,Reunion Creole French,S,NA,5,4,N,3,NA,NA,2017,Y,Y,NA,1,Christianity
22043,14550RE,-20.893933,55.457476,14550,RE,rcf,0,Reunion Creole French,Reunion Creole French,P,529392,5,4,N,3,NA,NA,2017,Y,Y,NA,1,Christianity
22044,15145RE,-20.8914,55.464803,15145,RE,rcf,0,Reunion Creole French,Reunion Creole French,S,NA,5,4,N,3,NA,NA,2017,Y,Y,NA,1,Christianity
22045,19731RE,-20.898517,55.494139,19731,RE,rcf,0,Reunion Creole French,Reunion Creole French,S,NA,5,4,N,3,NA,NA,2017,Y,Y,NA,1,Christianity
22046,15727RE,-21.10752102,55.53997993,15727,RE,rcf,0,Reunion Creole French,Reunion Creole French,P,NA,5,4,N,3,NA,NA,2017,Y,Y,NA,1,Christianity
22047,10431RO,44.00037,28.00547,10431,RO,rup,0,Aromanian,Aromanian,P,49138,8,3,N,3,NA,NA,1881-2016,Y,N,rup,1,Christianity
22048,19007RO,44.92922,26.2924,19007,RO,rms,0,Romanian Sign Language,Romanian Sign Language,P,95151,1,NA,N,3,NA,NA,2019-2020,Y,N,NA,1,Christianity
22049,11798RO,44.21944,27.56029,11798,RO,gag,0,Gagauz,Gagauz,P,956,8,4,N,4,NA,2006-2020,1927-1996,Y,N,NA,1,Christianity
22050,13962RO,44.450317,26.072017,13962,RO,nog,0,Nogai,Nogai,P,1955,2,1,Y,4,NA,1666-2017,1659-2007,Y,N,nog,6,Islam
22051,12552RO,46.014,24.769,12552,RO,rmc,0,"Romani, Carpathian","Romani, Carpathian",P,9543,9,4,N,4,NA,2014,1936-1996,Y,Y,992,1,Christianity
22052,10125RS,44.22168,41.88952,10125,RS,abq,0,Abaza,Abaza,P,45160,2,1,Y,3,NA,NA,2019-2021,N,N,NA,6,Islam
22053,10130RS,43.412621,39.966281,10130,RS,abk,0,Abkhaz,Abkhaz,P,11991,6,2,N,4,NA,2015,1912-1981,Y,N,NA,6,Islam
22054,10161RS,44.59471864,40.11391736,10161,RS,ady,0,Adyghe,Adyghe,P,NA,13,1,Y,4,NA,1991-2019,1977-2007,Y,Y,NA,6,Islam
22055,10161RS,44.59471864,40.11391736,10161,RS,kbd,0,Kabardian,Kabardian,S,NA,8,1,Y,4,NA,1993-2007,1991,Y,Y,NA,6,Islam
22056,10184RS,41.93085,47.55402,10184,RS,agx,0,Aghul,Aghul,P,35296,1,1,Y,3,NA,NA,2005-2007,N,N,NA,6,Islam
22057,10224RS,42.38476,46.32616,10224,RS,akv,0,Akhvakh,Akhvakh,P,6748,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
22058,11682RS,55.06896,166.22634,11682,RS,ale,0,Aleut,Aleut,P,492,2,4,N,3,NA,NA,1840-2008,N,Y,NA,1,Christianity
22059,10256RS,50.87839,85.41213,10256,RS,alt,0,"Altai, Southern","Altai, Southern",P,75644,4,1,Y,4,NA,2003-2017,Yes,Y,Y,alt,4,Ethnic Religions
22060,20467RS,42.192247,46.842505,20467,RS,ava,7362,Avar,Avar: Andalal-gxdatl,P,62290,10,1,Y,4,NA,2008,1979-2007,Y,Y,NA,6,Islam
22061,10310RS,42.81213,46.31578,10310,RS,ani,0,Andi,Andi,P,31142,1,1,Y,3,NA,NA,2007,N,N,NA,6,Islam
22062,20468RS,42.190423,46.34009,20468,RS,ava,7361,Avar,Avar: Ancux,P,51905,10,1,Y,4,NA,2008,1979-2007,Y,Y,NA,6,Islam
22063,10416RS,42.32581,46.82881,10416,RS,aqc,0,Archi,Archi,P,2076,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
